personid,year_week,experiment_time,treatment,phonecalls
38038,201022,0,1,0.61
39096,201022,0,1,0.36
40320,201022,0,1,NA
38878,201022,0,1,0.493
18112,201022,0,1,NA
38580,201022,0,1,0.9
17752,201022,0,1,NA
43926,201022,0,1,0.396
38566,201022,0,1,0.441
42628,201022,0,1,0.589
19482,201022,0,1,NA
40316,201022,0,1,0.364
41818,201022,0,1,NA
25962,201022,0,1,0.44
25940,201022,0,1,NA
30972,201022,0,1,NA
28470,201022,0,1,NA
31936,201022,0,1,0.409
25700,201022,0,1,NA
28492,201022,0,1,NA
32590,201022,0,1,NA
31796,201022,0,1,NA
37804,201022,0,1,NA
23136,201022,0,1,0.52
40328,201022,0,1,0.433
8854,201022,0,1,0.871
16596,201022,0,1,0.626
30448,201022,0,1,NA
39530,201022,0,1,NA
38898,201022,0,1,0.414
24142,201022,0,1,NA
10226,201022,0,1,NA
36494,201022,0,1,0.33
14048,201022,0,1,0.539
43264,201022,0,1,0.299
40444,201022,0,1,NA
16514,201022,0,1,0.381
37784,201022,0,1,NA
10356,201022,0,1,0.55
3906,201022,0,1,NA
30308,201022,0,1,NA
24324,201022,0,1,0.276
30014,201022,0,1,0.643
29032,201022,0,1,NA
23772,201022,0,1,0.495
39990,201022,0,1,0.581
38042,201022,0,1,NA
4942,201022,0,1,NA
41320,201022,0,1,0.336
41286,201022,0,1,0.399
25520,201022,0,1,0.485
38018,201022,0,1,NA
7488,201022,0,1,NA
41318,201022,0,1,NA
36908,201022,0,1,0.506
42104,201022,0,1,0.119
40164,201022,0,1,NA
26328,201022,0,1,0.222
33350,201022,0,1,0.368
39942,201022,0,1,0.447
12974,201022,0,1,0.425
42618,201022,0,1,0.343
11868,201022,0,1,NA
15294,201022,0,1,NA
17722,201022,0,1,NA
36306,201022,0,1,NA
44408,201022,0,1,0.453
14522,201022,0,1,0.407
43278,201022,0,1,NA
10794,201022,0,1,NA
23228,201022,0,1,NA
37294,201022,0,1,0.442
40062,201022,0,1,0.327
43534,201022,0,1,0.43
29216,201022,0,1,NA
37296,201022,0,1,NA
40490,201022,0,1,0.396
14678,201022,0,1,NA
43288,201022,0,1,0.285
42624,201022,0,1,0.512
35344,201022,0,1,0.437
28226,201022,0,1,NA
25532,201022,0,1,NA
42308,201022,0,1,0.432
31230,201022,0,1,NA
13574,201022,0,1,NA
36032,201022,0,1,0.442
43270,201022,0,1,NA
8980,201022,0,1,NA
39512,201022,0,1,NA
38040,201022,0,1,NA
38712,201022,0,1,0.361
24608,201022,0,1,0.148
38028,201022,0,1,NA
39548,201022,0,1,NA
5614,201022,0,1,NA
42634,201023,0,0,0.334
37828,201023,0,0,NA
14384,201023,0,0,NA
16424,201023,0,0,0.516
42632,201023,0,0,0.446
41332,201023,0,0,0.316
14374,201023,0,0,NA
26906,201023,0,0,NA
16594,201023,0,0,0.583
23742,201023,0,0,NA
6364,201023,0,0,NA
24146,201023,0,0,NA
7076,201023,0,0,NA
42096,201023,0,0,0.474
12896,201023,0,0,NA
29996,201023,0,0,NA
42146,201023,0,0,NA
37276,201023,0,0,0.322
39478,201023,0,0,0.557
11390,201023,0,0,NA
27704,201023,0,0,0.469
18494,201023,0,0,NA
39502,201023,0,0,NA
40336,201023,0,0,0.32
31150,201023,0,0,0.563
25258,201023,0,0,NA
37798,201023,0,0,0.638
40162,201023,0,0,0.525
14382,201023,0,0,NA
43258,201023,0,0,0.362
45254,201023,0,0,0.105
22022,201023,0,0,NA
44282,201023,0,0,0.369
17058,201023,0,0,NA
9710,201023,0,0,NA
38036,201023,0,0,NA
36314,201023,0,0,0.691
44256,201023,0,0,NA
39466,201023,0,0,0.391
44794,201023,0,0,0.278
40346,201023,0,0,0.457
38842,201023,0,0,0.389
8522,201023,0,0,NA
39490,201023,0,0,NA
23126,201023,0,0,NA
43524,201023,0,0,0.336
43500,201023,0,0,NA
40456,201023,0,0,0.502
37292,201023,0,0,0.496
33278,201023,0,0,0.455
8834,201023,0,0,0.533
39458,201023,0,0,0.433
33366,201023,0,0,NA
17160,201023,0,0,NA
33354,201023,0,0,0.241
10098,201023,0,0,0.351
38862,201023,0,0,0.25
28190,201023,0,0,0.528
21648,201023,0,0,NA
40334,201023,0,0,NA
39748,201023,0,0,NA
36288,201023,0,0,0.413
39144,201023,0,0,0.472
38046,201023,0,0,NA
32804,201023,0,0,0.418
17172,201023,0,0,NA
40008,201023,0,0,0.395
40034,201023,0,0,0.487
32320,201023,0,0,0.548
14556,201023,0,0,NA
16334,201023,0,0,0.538
21604,201023,0,0,NA
40076,201023,0,0,NA
7068,201023,0,0,NA
31888,201023,0,0,0.529
38074,201023,0,0,NA
35822,201023,0,0,0.373
31136,201023,0,0,0.41
25056,201023,0,0,NA
28560,201023,0,0,NA
12306,201023,0,0,NA
14220,201023,0,0,0.499
19684,201023,0,0,NA
30002,201023,0,0,NA
42140,201023,0,0,NA
39164,201023,0,0,0.456
43570,201023,0,0,0.397
33128,201023,0,0,0.481
42152,201023,0,0,0.451
13710,201023,0,0,NA
4448,201023,0,0,NA
29172,201023,0,0,0.375
18502,201023,0,0,NA
38552,201023,0,0,0.525
29248,201023,0,0,NA
29024,201023,0,0,NA
17812,201023,0,0,NA
34890,201023,0,0,0.196
11348,201023,0,0,NA
28484,201023,0,0,0.546
28224,201023,0,0,0.53
42682,201023,0,0,0.575
40174,201023,0,0,0.367
19470,201023,0,0,0.564
35006,201023,0,0,0.463
35408,201023,0,0,NA
37812,201023,0,0,NA
13980,201023,0,0,0.539
6362,201023,0,0,NA
42108,201023,0,1,0.439
8854,201023,0,1,0.68
26328,201023,0,1,0.281
43270,201023,0,1,NA
36306,201023,0,1,NA
40320,201023,0,1,NA
37294,201023,0,1,0.53
13530,201023,0,1,NA
17752,201023,0,1,NA
41318,201023,0,1,NA
25520,201023,0,1,0.489
23622,201023,0,1,NA
42624,201023,0,1,0.483
33350,201023,0,1,0.32
44266,201023,0,1,0.261
30448,201023,0,1,NA
43288,201023,0,1,0.354
25940,201023,0,1,NA
8980,201023,0,1,NA
36494,201023,0,1,0.316
43278,201023,0,1,NA
25638,201023,0,1,0.459
28226,201023,0,1,NA
39548,201023,0,1,NA
38018,201023,0,1,NA
40316,201023,0,1,0.495
37840,201023,0,1,NA
36908,201023,0,1,0.404
40490,201023,0,1,0.287
31936,201023,0,1,0.437
35344,201023,0,1,0.567
39990,201023,0,1,0.513
38042,201023,0,1,NA
40192,201023,0,1,0.549
37296,201023,0,1,NA
37784,201023,0,1,NA
4122,201023,0,1,0.503
3906,201023,0,1,NA
42592,201023,0,1,0.466
23136,201023,0,1,0.476
30308,201023,0,1,NA
41818,201023,0,1,NA
38052,201023,0,1,NA
43926,201023,0,1,0.382
14532,201023,0,1,NA
31292,201023,0,1,0.412
43286,201023,0,1,NA
38038,201023,0,1,0.471
41286,201023,0,1,0.476
14048,201023,0,1,0.451
44784,201023,0,1,0.115
26934,201023,0,1,0.384
23772,201023,0,1,0.517
7488,201023,0,1,NA
43264,201023,0,1,0.314
10356,201023,0,1,0.566
40322,201023,0,1,0.46
16514,201023,0,1,0.307
25700,201023,0,1,NA
38898,201023,0,1,0.548
30006,201023,0,1,NA
14522,201023,0,1,0.388
38040,201023,0,1,NA
42308,201023,0,1,0.177
22284,201023,0,1,0.414
25962,201023,0,1,0.477
37804,201023,0,1,NA
24324,201023,0,1,0.43
25532,201023,0,1,NA
41320,201023,0,1,0.333
39530,201023,0,1,NA
21654,201023,0,1,0.597
21710,201023,0,1,NA
40328,201023,0,1,0.605
44782,201023,0,1,0.088
31796,201023,0,1,NA
32590,201023,0,1,NA
42618,201023,0,1,0.327
26618,201023,0,1,NA
43534,201023,0,1,0.375
30972,201023,0,1,NA
30014,201023,0,1,0.575
40062,201023,0,1,0.276
36032,201023,0,1,0.44
38022,201023,0,1,NA
5614,201023,0,1,NA
17722,201023,0,1,NA
18112,201023,0,1,NA
40164,201023,0,1,NA
39512,201023,0,1,NA
42104,201023,0,1,0.354
10794,201023,0,1,NA
28470,201023,0,1,NA
38580,201023,0,1,0.435
39096,201023,0,1,0.471
24142,201023,0,1,NA
38712,201023,0,1,0.488
24608,201023,0,1,0.407
12974,201023,0,1,0.538
19482,201023,0,1,NA
15294,201023,0,1,NA
13574,201023,0,1,NA
39942,201023,0,1,0.339
29230,201023,0,1,0.466
29216,201023,0,1,NA
42628,201023,0,1,0.47
28492,201023,0,1,NA
29032,201023,0,1,NA
25628,201023,0,1,NA
11868,201023,0,1,NA
31230,201023,0,1,NA
38566,201023,0,1,0.37
40444,201023,0,1,NA
39634,201023,0,1,NA
10226,201023,0,1,NA
38028,201023,0,1,NA
40472,201023,0,1,0.078
14678,201023,0,1,NA
29808,201023,0,1,NA
16596,201023,0,1,0.475
4942,201023,0,1,NA
38878,201023,0,1,0.534
38070,201023,0,1,NA
44408,201023,0,1,0.067
17058,201024,0,0,NA
11348,201024,0,0,NA
43500,201024,0,0,NA
43570,201024,0,0,0.408
6364,201024,0,0,NA
28484,201024,0,0,0.604
24146,201024,0,0,NA
26906,201024,0,0,NA
40334,201024,0,0,NA
9710,201024,0,0,NA
33128,201024,0,0,0.405
17812,201024,0,0,NA
39478,201024,0,0,0.535
25056,201024,0,0,NA
44256,201024,0,0,NA
23742,201024,0,0,NA
29248,201024,0,0,NA
39748,201024,0,0,NA
45254,201024,0,0,0.104
34890,201024,0,0,0.494
33366,201024,0,0,NA
31888,201024,0,0,0.663
13980,201024,0,0,NA
36314,201024,0,0,0.773
28560,201024,0,0,NA
27704,201024,0,0,0.488
39458,201024,0,0,0.421
37812,201024,0,0,NA
37276,201024,0,0,0.662
42146,201024,0,0,NA
39164,201024,0,0,0.54
42140,201024,0,0,NA
38552,201024,0,0,0.49
21604,201024,0,0,NA
14374,201024,0,0,NA
4448,201024,0,0,NA
41332,201024,0,0,0.55
38074,201024,0,0,NA
8522,201024,0,0,NA
7068,201024,0,0,NA
7076,201024,0,0,NA
33278,201024,0,0,0.543
13710,201024,0,0,NA
42152,201024,0,0,0.484
12306,201024,0,0,NA
10098,201024,0,0,0.525
18502,201024,0,0,NA
35408,201024,0,0,NA
43524,201024,0,0,0.353
16594,201024,0,0,0.647
44800,201024,0,0,0.368
32320,201024,0,0,0.576
31136,201024,0,0,0.554
39502,201024,0,0,NA
38036,201024,0,0,NA
42634,201024,0,0,0.368
6362,201024,0,0,NA
40456,201024,0,0,0.629
31150,201024,0,0,0.612
14382,201024,0,0,NA
35822,201024,0,0,0.479
40174,201024,0,0,0.571
37828,201024,0,0,NA
39466,201024,0,0,0.442
33354,201024,0,0,0.619
42632,201024,0,0,0.579
25258,201024,0,0,NA
44282,201024,0,0,0.441
21648,201024,0,0,NA
8834,201024,0,0,0.321
40008,201024,0,0,0.722
43258,201024,0,0,0.386
40336,201024,0,0,0.424
44794,201024,0,0,0.276
39490,201024,0,0,NA
17172,201024,0,0,NA
40162,201024,0,0,0.613
42682,201024,0,0,0.53
37292,201024,0,0,0.595
23126,201024,0,0,NA
29996,201024,0,0,NA
29172,201024,0,0,0.757
40346,201024,0,0,0.44
42096,201024,0,0,0.48
14220,201024,0,0,0.653
22022,201024,0,0,NA
14556,201024,0,0,NA
38862,201024,0,0,0.574
12896,201024,0,0,NA
11390,201024,0,0,NA
16424,201024,0,0,0.531
18494,201024,0,0,NA
40034,201024,0,0,0.49
38046,201024,0,0,NA
36288,201024,0,0,0.521
19684,201024,0,0,NA
37798,201024,0,0,0.632
35006,201024,0,0,0.464
16334,201024,0,0,0.568
19470,201024,0,0,0.607
28190,201024,0,0,0.415
29024,201024,0,0,NA
32804,201024,0,0,0.508
39144,201024,0,0,0.476
14384,201024,0,0,NA
28224,201024,0,0,0.558
38842,201024,0,0,0.482
30002,201024,0,0,NA
40076,201024,0,0,NA
24608,201024,0,1,0.379
40490,201024,0,1,0.378
7488,201024,0,1,NA
25700,201024,0,1,NA
15294,201024,0,1,NA
10794,201024,0,1,NA
38580,201024,0,1,0.667
23772,201024,0,1,0.533
25628,201024,0,1,NA
25962,201024,0,1,0.411
23622,201024,0,1,NA
26934,201024,0,1,0.824
8980,201024,0,1,NA
8854,201024,0,1,0.686
39634,201024,0,1,0.65
21654,201024,0,1,0.776
29230,201024,0,1,0.678
38028,201024,0,1,NA
19482,201024,0,1,NA
37840,201024,0,1,NA
41818,201024,0,1,NA
31230,201024,0,1,NA
14678,201024,0,1,NA
13530,201024,0,1,NA
16596,201024,0,1,0.655
41286,201024,0,1,0.526
41318,201024,0,1,NA
43270,201024,0,1,NA
38022,201024,0,1,NA
38052,201024,0,1,NA
40320,201024,0,1,NA
42628,201024,0,1,0.524
31936,201024,0,1,0.387
38566,201024,0,1,0.594
25638,201024,0,1,0.547
43278,201024,0,1,NA
40472,201024,0,1,0.629
43286,201024,0,1,NA
40444,201024,0,1,NA
42618,201024,0,1,0.34
42104,201024,0,1,0.524
43288,201024,0,1,0.368
25940,201024,0,1,NA
39942,201024,0,1,0.398
38070,201024,0,1,NA
28492,201024,0,1,NA
24324,201024,0,1,0.522
40322,201024,0,1,0.546
30308,201024,0,1,NA
35344,201024,0,1,0.653
39530,201024,0,1,NA
39548,201024,0,1,NA
38038,201024,0,1,0.474
38712,201024,0,1,0.526
42592,201024,0,1,0.485
43534,201024,0,1,0.356
29808,201024,0,1,NA
33350,201024,0,1,0.381
25520,201024,0,1,0.123
29216,201024,0,1,NA
40062,201024,0,1,0.674
10226,201024,0,1,NA
38042,201024,0,1,NA
22284,201024,0,1,0.619
37784,201024,0,1,NA
37296,201024,0,1,NA
38290,201024,0,1,0.536
30006,201024,0,1,NA
36306,201024,0,1,NA
30972,201024,0,1,NA
38040,201024,0,1,NA
13574,201024,0,1,NA
14048,201024,0,1,0.631
40328,201024,0,1,0.685
26328,201024,0,1,0.031
44408,201024,0,1,0.463
16514,201024,0,1,0.34
10356,201024,0,1,0.096
37294,201024,0,1,0.564
43264,201024,0,1,0.311
38018,201024,0,1,NA
30014,201024,0,1,0.651
31292,201024,0,1,0.624
39990,201024,0,1,0.099
14532,201024,0,1,NA
25532,201024,0,1,NA
40192,201024,0,1,0.599
31796,201024,0,1,NA
40316,201024,0,1,0.473
12974,201024,0,1,0.487
17722,201024,0,1,NA
24142,201024,0,1,NA
44266,201024,0,1,0.34
26618,201024,0,1,NA
21710,201024,0,1,NA
36032,201024,0,1,0.54
30448,201024,0,1,NA
4942,201024,0,1,NA
14522,201024,0,1,0.414
41320,201024,0,1,0.493
11868,201024,0,1,NA
4122,201024,0,1,0.463
42624,201024,0,1,0.652
43926,201024,0,1,0.322
38878,201024,0,1,0.634
28226,201024,0,1,NA
37804,201024,0,1,NA
42108,201024,0,1,0.521
44784,201024,0,1,0.229
39096,201024,0,1,0.605
23136,201024,0,1,0.554
36494,201024,0,1,0.471
36908,201024,0,1,0.598
42308,201024,0,1,0.531
18112,201024,0,1,NA
44782,201024,0,1,0.338
39512,201024,0,1,NA
17752,201024,0,1,NA
3906,201024,0,1,NA
28470,201024,0,1,NA
38898,201024,0,1,0.555
40164,201024,0,1,NA
32590,201024,0,1,NA
29032,201024,0,1,NA
9710,201025,0,0,NA
33354,201025,0,0,0.562
39466,201025,0,0,0.538
39490,201025,0,0,NA
19684,201025,0,0,NA
23126,201025,0,0,NA
16424,201025,0,0,0.54
38036,201025,0,0,NA
14382,201025,0,0,NA
44282,201025,0,0,0.298
39164,201025,0,0,0.31
33128,201025,0,0,0.308
8522,201025,0,0,NA
42152,201025,0,0,0.448
17812,201025,0,0,NA
6362,201025,0,0,NA
19470,201025,0,0,0.493
35408,201025,0,0,NA
21604,201025,0,0,NA
11390,201025,0,0,NA
18494,201025,0,0,NA
7076,201025,0,0,NA
14374,201025,0,0,NA
14220,201025,0,0,0.759
31136,201025,0,0,0.505
13980,201025,0,0,0.444
37292,201025,0,0,0.484
42634,201025,0,0,0.421
37828,201025,0,0,NA
42682,201025,0,0,0.495
41332,201025,0,0,0.427
40336,201025,0,0,0.204
18502,201025,0,0,NA
45254,201025,0,0,0.316
31888,201025,0,0,0.468
36288,201025,0,0,0.519
6364,201025,0,0,NA
17058,201025,0,0,NA
29248,201025,0,0,NA
32804,201025,0,0,0.338
4448,201025,0,0,NA
42146,201025,0,0,NA
35822,201025,0,0,0.395
24146,201025,0,0,NA
8834,201025,0,0,NA
43524,201025,0,0,0.329
33366,201025,0,0,NA
36314,201025,0,0,0.66
29024,201025,0,0,NA
37798,201025,0,0,0.622
38552,201025,0,0,0.441
11348,201025,0,0,NA
40034,201025,0,0,0.601
39478,201025,0,0,0.48
38842,201025,0,0,0.448
39748,201025,0,0,NA
28484,201025,0,0,0.405
42632,201025,0,0,0.538
7068,201025,0,0,NA
17172,201025,0,0,NA
40076,201025,0,0,NA
39502,201025,0,0,NA
21648,201025,0,0,NA
23742,201025,0,0,NA
34890,201025,0,0,0.313
40346,201025,0,0,0.358
29996,201025,0,0,NA
42140,201025,0,0,NA
28190,201025,0,0,0.505
39144,201025,0,0,0.494
12306,201025,0,0,NA
37812,201025,0,0,NA
25056,201025,0,0,NA
16334,201025,0,0,0.68
44794,201025,0,0,0.248
43500,201025,0,0,NA
43258,201025,0,0,0.372
33278,201025,0,0,0.274
38046,201025,0,0,NA
40456,201025,0,0,0.493
43570,201025,0,0,0.391
27704,201025,0,0,0.612
40334,201025,0,0,NA
28224,201025,0,0,0.474
44800,201025,0,0,0.401
40008,201025,0,0,0.212
40174,201025,0,0,0.446
29172,201025,0,0,0.231
32320,201025,0,0,0.575
39458,201025,0,0,0.311
44256,201025,0,0,NA
35006,201025,0,0,0.315
38862,201025,0,0,0.476
30002,201025,0,0,NA
40162,201025,0,0,0.398
16594,201025,0,0,0.443
14556,201025,0,0,NA
13710,201025,0,0,NA
10098,201025,0,0,0.233
22022,201025,0,0,NA
14384,201025,0,0,NA
26906,201025,0,0,NA
12896,201025,0,0,NA
28560,201025,0,0,NA
31150,201025,0,0,0.455
38074,201025,0,0,NA
37276,201025,0,0,0.319
42096,201025,0,0,0.376
14678,201025,0,1,NA
21654,201025,0,1,0.472
40328,201025,0,1,0.682
28470,201025,0,1,NA
31936,201025,0,1,0.359
36306,201025,0,1,NA
23622,201025,0,1,NA
37784,201025,0,1,NA
38038,201025,0,1,0.537
10356,201025,0,1,0.184
10822,201025,0,1,NA
10794,201025,0,1,NA
31230,201025,0,1,NA
30308,201025,0,1,NA
42624,201025,0,1,0.465
36494,201025,0,1,0.288
40316,201025,0,1,0.514
4122,201025,0,1,0.522
25962,201025,0,1,0.516
23136,201025,0,1,0.462
18112,201025,0,1,NA
25700,201025,0,1,NA
37296,201025,0,1,NA
42592,201025,0,1,0.494
36032,201025,0,1,0.388
42104,201025,0,1,0.467
43278,201025,0,1,NA
31796,201025,0,1,NA
11868,201025,0,1,NA
7488,201025,0,1,NA
38022,201025,0,1,NA
39530,201025,0,1,NA
31292,201025,0,1,0.224
39942,201025,0,1,0.426
26328,201025,0,1,0.157
17752,201025,0,1,NA
21710,201025,0,1,NA
40192,201025,0,1,0.542
41818,201025,0,1,NA
43270,201025,0,1,NA
29230,201025,0,1,0.503
38042,201025,0,1,NA
16514,201025,0,1,0.448
45238,201025,0,1,NA
38566,201025,0,1,0.399
38070,201025,0,1,NA
35344,201025,0,1,0.313
42108,201025,0,1,0.576
32590,201025,0,1,NA
38018,201025,0,1,NA
43264,201025,0,1,0.338
44408,201025,0,1,0.461
43534,201025,0,1,0.421
13574,201025,0,1,NA
14522,201025,0,1,0.387
30972,201025,0,1,NA
25628,201025,0,1,NA
38028,201025,0,1,NA
42628,201025,0,1,0.58
22284,201025,0,1,0.499
39548,201025,0,1,NA
30014,201025,0,1,0.432
40490,201025,0,1,0.279
10226,201025,0,1,NA
16596,201025,0,1,0.497
40322,201025,0,1,0.399
24324,201025,0,1,0.409
39990,201025,0,1,0.474
40444,201025,0,1,NA
8854,201025,0,1,0.638
29032,201025,0,1,NA
38290,201025,0,1,0.457
37840,201025,0,1,NA
37294,201025,0,1,0.379
36908,201025,0,1,0.49
38580,201025,0,1,0.462
30448,201025,0,1,NA
37804,201025,0,1,NA
14048,201025,0,1,0.446
39512,201025,0,1,NA
44782,201025,0,1,0.338
25532,201025,0,1,NA
44266,201025,0,1,0.163
12974,201025,0,1,0.551
41286,201025,0,1,0.449
41320,201025,0,1,0.376
42308,201025,0,1,0.484
25638,201025,0,1,0.527
25520,201025,0,1,0.21
40320,201025,0,1,NA
30006,201025,0,1,NA
43288,201025,0,1,0.371
24142,201025,0,1,NA
40164,201025,0,1,NA
14532,201025,0,1,NA
29216,201025,0,1,NA
19482,201025,0,1,NA
42618,201025,0,1,0.36
29808,201025,0,1,NA
38898,201025,0,1,0.578
26934,201025,0,1,0.25
33350,201025,0,1,0.292
39096,201025,0,1,0.392
25940,201025,0,1,NA
28226,201025,0,1,NA
43286,201025,0,1,NA
23772,201025,0,1,0.457
39634,201025,0,1,0.569
38878,201025,0,1,0.532
40062,201025,0,1,0.352
43926,201025,0,1,0.339
24608,201025,0,1,0.39
38712,201025,0,1,0.461
17722,201025,0,1,NA
15294,201025,0,1,NA
5614,201025,0,1,NA
38052,201025,0,1,NA
4942,201025,0,1,NA
41318,201025,0,1,NA
40472,201025,0,1,0.396
3906,201025,0,1,NA
26618,201025,0,1,NA
8980,201025,0,1,NA
38040,201025,0,1,NA
44784,201025,0,1,0.263
27704,201026,0,0,0.497
45254,201026,0,0,0.377
42146,201026,0,0,NA
17172,201026,0,0,NA
6364,201026,0,0,NA
23126,201026,0,0,NA
16594,201026,0,0,0.587
28190,201026,0,0,0.566
39490,201026,0,0,NA
16424,201026,0,0,0.507
22022,201026,0,0,NA
40034,201026,0,0,0.459
14220,201026,0,0,0.806
36288,201026,0,0,0.484
11348,201026,0,0,NA
25258,201026,0,0,NA
39478,201026,0,0,0.381
8522,201026,0,0,NA
38046,201026,0,0,NA
37828,201026,0,0,NA
14382,201026,0,0,NA
43570,201026,0,0,0.338
42632,201026,0,0,0.386
23742,201026,0,0,NA
14384,201026,0,0,NA
7068,201026,0,0,NA
32320,201026,0,0,0.61
44800,201026,0,0,0.414
29024,201026,0,0,NA
43258,201026,0,0,0.417
42140,201026,0,0,NA
41332,201026,0,0,0.33
37812,201026,0,0,NA
4448,201026,0,0,NA
38074,201026,0,0,NA
40008,201026,0,0,0.207
32804,201026,0,0,0.376
10098,201026,0,0,0.625
34890,201026,0,0,0.41
44282,201026,0,0,0.435
40456,201026,0,0,0.605
40174,201026,0,0,0.413
6362,201026,0,0,NA
21648,201026,0,0,NA
24146,201026,0,0,NA
18502,201026,0,0,NA
37798,201026,0,0,0.557
29248,201026,0,0,NA
16334,201026,0,0,0.225
33128,201026,0,0,0.54
36314,201026,0,0,0.324
31136,201026,0,0,0.391
18494,201026,0,0,NA
14374,201026,0,0,NA
45442,201026,0,0,NA
44256,201026,0,0,NA
38862,201026,0,0,0.425
16422,201026,0,0,0.086
43524,201026,0,0,0.398
38552,201026,0,0,0.373
42634,201026,0,0,0.315
44794,201026,0,0,0.31
25056,201026,0,0,NA
19470,201026,0,0,NA
40162,201026,0,0,0.529
9710,201026,0,0,NA
40334,201026,0,0,NA
37276,201026,0,0,0.222
33354,201026,0,0,0.466
17058,201026,0,0,NA
39164,201026,0,0,0.477
21604,201026,0,0,NA
37292,201026,0,0,0.537
38842,201026,0,0,0.369
11390,201026,0,0,NA
38036,201026,0,0,NA
31150,201026,0,0,0.401
17812,201026,0,0,NA
43500,201026,0,0,NA
26906,201026,0,0,NA
13980,201026,0,0,0.395
35408,201026,0,0,NA
35006,201026,0,0,0.491
29996,201026,0,0,NA
42682,201026,0,0,0.474
33278,201026,0,0,0.481
35822,201026,0,0,0.412
28224,201026,0,0,0.289
40336,201026,0,0,0.381
42152,201026,0,0,0.498
8834,201026,0,0,0.523
12896,201026,0,0,NA
28484,201026,0,0,0.429
30002,201026,0,0,NA
42096,201026,0,0,0.335
28560,201026,0,0,NA
39466,201026,0,0,0.457
29172,201026,0,0,0.443
7076,201026,0,0,NA
39144,201026,0,0,0.312
39458,201026,0,0,0.43
19684,201026,0,0,NA
31888,201026,0,0,0.548
39748,201026,0,0,NA
13710,201026,0,0,NA
40076,201026,0,0,NA
33366,201026,0,0,NA
40346,201026,0,0,0.406
39502,201026,0,0,NA
41286,201026,0,1,0.416
23136,201026,0,1,NA
38042,201026,0,1,NA
40490,201026,0,1,0.388
43270,201026,0,1,NA
28492,201026,0,1,NA
30448,201026,0,1,NA
24608,201026,0,1,0.42
17752,201026,0,1,NA
28470,201026,0,1,NA
19482,201026,0,1,NA
29230,201026,0,1,0.636
26618,201026,0,1,NA
25700,201026,0,1,NA
10822,201026,0,1,NA
11868,201026,0,1,NA
38022,201026,0,1,NA
43926,201026,0,1,0.435
38712,201026,0,1,0.444
15294,201026,0,1,NA
21654,201026,0,1,0.566
10226,201026,0,1,NA
31936,201026,0,1,0.146
41320,201026,0,1,0.423
13530,201026,0,1,NA
37784,201026,0,1,NA
40328,201026,0,1,0.597
31292,201026,0,1,0.65
39634,201026,0,1,0.592
17722,201026,0,1,NA
40472,201026,0,1,0.499
38898,201026,0,1,0.223
38052,201026,0,1,NA
12974,201026,0,1,0.497
36306,201026,0,1,NA
29032,201026,0,1,NA
29808,201026,0,1,NA
26934,201026,0,1,0.473
38018,201026,0,1,NA
31230,201026,0,1,NA
38580,201026,0,1,0.66
31796,201026,0,1,NA
40444,201026,0,1,NA
40192,201026,0,1,0.422
25962,201026,0,1,0.379
39512,201026,0,1,NA
14678,201026,0,1,NA
39096,201026,0,1,0.468
43264,201026,0,1,0.258
42108,201026,0,1,0.322
4122,201026,0,1,0.246
23622,201026,0,1,NA
41818,201026,0,1,NA
40316,201026,0,1,0.351
22284,201026,0,1,0.574
44266,201026,0,1,0.361
43286,201026,0,1,NA
30006,201026,0,1,NA
44782,201026,0,1,0.498
14048,201026,0,1,0.618
41318,201026,0,1,NA
18112,201026,0,1,NA
43278,201026,0,1,NA
39990,201026,0,1,0.327
38038,201026,0,1,0.629
25940,201026,0,1,NA
16514,201026,0,1,0.358
42618,201026,0,1,0.372
44408,201026,0,1,0.473
28226,201026,0,1,NA
37294,201026,0,1,0.22
30308,201026,0,1,NA
24324,201026,0,1,0.432
25628,201026,0,1,NA
40062,201026,0,1,0.493
42592,201026,0,1,0.449
32590,201026,0,1,NA
29216,201026,0,1,NA
38070,201026,0,1,NA
39530,201026,0,1,NA
42308,201026,0,1,0.47
35344,201026,0,1,0.442
25532,201026,0,1,NA
3906,201026,0,1,NA
14532,201026,0,1,NA
42104,201026,0,1,0.354
21710,201026,0,1,NA
44784,201026,0,1,0.389
43288,201026,0,1,0.327
40164,201026,0,1,NA
43534,201026,0,1,0.421
38040,201026,0,1,NA
10356,201026,0,1,0.492
45238,201026,0,1,NA
38290,201026,0,1,0.485
10794,201026,0,1,NA
38028,201026,0,1,NA
40320,201026,0,1,NA
42628,201026,0,1,0.504
16596,201026,0,1,0.667
39548,201026,0,1,NA
30972,201026,0,1,NA
8854,201026,0,1,0.667
4942,201026,0,1,NA
36032,201026,0,1,0.507
23772,201026,0,1,0.458
13574,201026,0,1,NA
37296,201026,0,1,NA
24142,201026,0,1,NA
40322,201026,0,1,0.388
26328,201026,0,1,0.148
36494,201026,0,1,0.306
39942,201026,0,1,0.36
14522,201026,0,1,0.399
25520,201026,0,1,0.346
42624,201026,0,1,0.481
25638,201026,0,1,0.508
36908,201026,0,1,0.54
37840,201026,0,1,NA
38566,201026,0,1,0.476
8980,201026,0,1,NA
5614,201026,0,1,NA
38878,201026,0,1,0.489
7488,201026,0,1,NA
33350,201026,0,1,0.404
18494,201027,0,0,NA
35822,201027,0,0,0.245
19684,201027,0,0,NA
7068,201027,0,0,NA
18502,201027,0,0,NA
