personid,year_week,experiment_time,treatment,phonecalls
18494,201040,0,0,NA
43570,201040,0,0,0.385
39478,201040,0,0,0.623
16334,201040,0,0,0.775
36314,201040,0,0,0.788
14374,201040,0,0,NA
4448,201040,0,0,NA
40174,201040,0,0,0.654
21648,201040,0,0,NA
8854,201040,0,1,0.895
38022,201040,0,1,NA
7488,201040,0,1,NA
17722,201040,0,1,NA
40192,201040,0,1,0.601
40472,201040,0,1,0.596
24142,201040,0,1,NA
5018,201040,0,1,NA
25520,201040,0,1,0.443
37784,201040,0,1,NA
25700,201040,0,1,NA
29032,201040,0,1,NA
23622,201040,0,1,NA
29230,201040,0,1,0.691
37840,201040,0,1,NA
14532,201040,0,1,NA
43264,201040,0,1,0.338
40490,201040,0,1,0.512
38898,201040,0,1,0.419
38712,201040,0,1,0.368
25628,201040,0,1,NA
31796,201040,0,1,NA
40316,201040,0,1,0.422
39512,201040,0,1,NA
15294,201040,0,1,NA
43286,201040,0,1,NA
44408,201040,0,1,0.375
39634,201040,0,1,0.47
39942,201040,0,1,0.161
32590,201040,0,1,NA
26934,201040,0,1,0.712
21654,201040,0,1,0.778
42592,201040,0,1,0.507
38052,201040,0,1,NA
37294,201040,0,1,0.36
38042,201040,0,1,NA
30006,201040,0,1,NA
43278,201040,0,1,NA
36908,201040,0,1,0.581
38040,201040,0,1,NA
14528,201040,0,1,0.535
39530,201040,0,1,NA
38018,201040,0,1,NA
28470,201040,0,1,NA
40062,201040,0,1,0.695
44782,201040,0,1,0.57
26618,201040,0,1,NA
16514,201040,0,1,0.553
41286,201040,0,1,0.483
22284,201040,0,1,0.627
12974,201040,0,1,0.369
10226,201040,0,1,NA
29808,201040,0,1,NA
43270,201040,0,1,NA
19482,201040,0,1,NA
30972,201040,0,1,NA
33350,201040,0,1,0.325
21710,201040,0,1,NA
43288,201040,0,1,0.377
25962,201040,0,1,0.58
36032,201040,0,1,0.447
10822,201040,0,1,NA
28226,201040,0,1,NA
23136,201040,0,1,0.672
4942,201040,0,1,NA
14678,201040,0,1,NA
39548,201040,0,1,NA
43534,201040,0,1,0.32
31230,201040,0,1,NA
29216,201040,0,1,NA
10794,201040,0,1,NA
43926,201040,0,1,0.443
23228,201040,0,1,0.418
41818,201040,0,1,NA
44266,201040,0,1,0.386
42108,201040,0,1,0.497
40164,201040,0,1,NA
18112,201040,0,1,NA
13530,201040,0,1,NA
31936,201040,0,1,0.407
42618,201040,0,1,0.305
24324,201040,0,1,0.549
25532,201040,0,1,NA
39990,201040,0,1,0.58
42104,201040,0,1,0.62
14522,201040,0,1,0.364
30308,201040,0,1,NA
30014,201040,0,1,0.627
30448,201040,0,1,NA
26328,201040,0,1,0.182
38028,201040,0,1,NA
5614,201040,0,1,NA
4122,201040,0,1,0.656
38878,201040,0,1,0.552
40328,201040,0,1,0.469
41320,201040,0,1,0.468
28492,201040,0,1,NA
16596,201040,0,1,0.482
38038,201040,0,1,0.554
31292,201040,0,1,0.526
38580,201040,0,1,0.903
44784,201040,0,1,0.467
25940,201040,0,1,NA
10356,201040,0,1,0.639
38566,201040,0,1,0.596
45238,201040,0,1,NA
17752,201040,0,1,NA
11868,201040,0,1,NA
25638,201040,0,1,0.371
38070,201040,0,1,NA
24608,201040,0,1,0.444
42624,201040,0,1,0.349
42308,201040,0,1,0.312
23772,201040,0,1,0.484
40322,201040,0,1,0.551
37804,201040,0,1,NA
39096,201040,0,1,0.668
35344,201040,0,1,0.368
40444,201040,0,1,NA
42628,201040,0,1,0.412
38290,201040,0,1,0.355
36494,201040,0,1,0.324
42096,201041,0,0,0.304
16424,201041,0,0,0.322
17172,201041,0,0,NA
28224,201041,0,0,0.335
16422,201041,0,0,0.22
12896,201041,0,0,NA
7720,201041,0,0,0.329
22022,201041,0,0,NA
38552,201041,0,0,0.308
11348,201041,0,0,NA
39466,201041,0,0,0.246
18494,201041,0,0,NA
30002,201041,0,0,NA
6362,201041,0,0,NA
33128,201041,0,0,0.319
39502,201041,0,0,NA
14374,201041,0,0,NA
10098,201041,0,0,0.266
41332,201041,0,0,0.302
37292,201041,0,0,0.4
33354,201041,0,0,0.433
42632,201041,0,0,0.356
38046,201041,0,0,NA
25864,201041,0,0,0.405
21604,201041,0,0,NA
31888,201041,0,0,0.403
17812,201041,0,0,NA
38842,201041,0,0,0.289
35006,201041,0,0,0.282
42146,201041,0,0,NA
29996,201041,0,0,NA
38862,201041,0,0,0.27
42634,201041,0,0,0.363
37828,201041,0,0,NA
40346,201041,0,0,0.369
42152,201041,0,0,0.335
29024,201041,0,0,NA
37276,201041,0,0,NA
28560,201041,0,0,NA
9710,201041,0,0,NA
43570,201041,0,0,0.268
40162,201041,0,0,0.494
14556,201041,0,0,NA
44256,201041,0,0,NA
36288,201041,0,0,0.413
23126,201041,0,0,NA
16334,201041,0,0,0.471
33278,201041,0,0,0.237
39164,201041,0,0,0.408
44794,201041,0,0,0.288
32804,201041,0,0,0.373
39490,201041,0,0,NA
45254,201041,0,0,0.335
27704,201041,0,0,0.433
8522,201041,0,0,NA
39478,201041,0,0,0.277
31150,201041,0,0,0.412
19684,201041,0,0,NA
40456,201041,0,0,0.387
17160,201041,0,0,0.409
37812,201041,0,0,NA
40076,201041,0,0,NA
40336,201041,0,0,0.107
14384,201041,0,0,NA
17058,201041,0,0,NA
40174,201041,0,0,0.384
29248,201041,0,0,NA
4448,201041,0,0,NA
39748,201041,0,0,NA
26634,201041,0,0,0.414
43258,201041,0,0,0.405
35408,201041,0,0,NA
14382,201041,0,0,NA
39144,201041,0,0,0.427
39458,201041,0,0,0.356
12426,201041,0,0,0.458
25258,201041,0,0,NA
36314,201041,0,0,0.375
15444,201041,0,0,0.312
21648,201041,0,0,NA
44282,201041,0,0,0.373
31136,201041,0,0,0.299
45442,201041,0,0,0.364
16594,201041,0,0,0.364
23742,201041,0,0,NA
28190,201041,0,0,0.36
40034,201041,0,0,0.234
13710,201041,0,0,NA
12306,201041,0,0,NA
8834,201041,0,0,0.482
28484,201041,0,0,0.375
43500,201041,0,0,NA
18502,201041,0,0,NA
34890,201041,0,0,0.238
44800,201041,0,0,0.425
25056,201041,0,0,NA
32320,201041,0,0,0.558
7076,201041,0,0,NA
7068,201041,0,0,NA
38036,201041,0,0,NA
14220,201041,0,0,0.071
24146,201041,0,0,NA
38074,201041,0,0,NA
40008,201041,0,0,0.518
33366,201041,0,0,NA
26906,201041,0,0,NA
35822,201041,0,0,0.36
29172,201041,0,0,0.562
6278,201041,0,0,0.159
11390,201041,0,0,NA
40334,201041,0,0,NA
37798,201041,0,0,0.361
6364,201041,0,0,NA
19470,201041,0,0,NA
13980,201041,0,0,0.538
29216,201041,0,1,NA
37784,201041,0,1,NA
22284,201041,0,1,0.361
42108,201041,0,1,0.394
44782,201041,0,1,0.45
7488,201041,0,1,NA
37840,201041,0,1,NA
11868,201041,0,1,NA
32590,201041,0,1,NA
16596,201041,0,1,0.411
41286,201041,0,1,0.403
25638,201041,0,1,0.332
25940,201041,0,1,NA
25962,201041,0,1,0.437
18112,201041,0,1,NA
23228,201041,0,1,0.412
45238,201041,0,1,NA
42308,201041,0,1,0.454
24142,201041,0,1,NA
14048,201041,0,1,0.364
19482,201041,0,1,NA
40322,201041,0,1,0.355
24324,201041,0,1,0.527
21710,201041,0,1,NA
30972,201041,0,1,NA
40472,201041,0,1,0.403
4942,201041,0,1,NA
40444,201041,0,1,NA
31292,201041,0,1,0.296
40328,201041,0,1,0.408
14528,201041,0,1,0.361
38580,201041,0,1,0.2
41320,201041,0,1,0.395
43264,201041,0,1,0.357
40062,201041,0,1,0.466
39096,201041,0,1,0.51
30006,201041,0,1,NA
26934,201041,0,1,0.471
24608,201041,0,1,0.324
38042,201041,0,1,NA
17722,201041,0,1,NA
42592,201041,0,1,0.278
39512,201041,0,1,NA
39990,201041,0,1,0.115
28492,201041,0,1,NA
37294,201041,0,1,0.328
43278,201041,0,1,NA
38566,201041,0,1,0.499
43286,201041,0,1,NA
29032,201041,0,1,NA
40316,201041,0,1,0.313
25520,201041,0,1,0.228
38878,201041,0,1,0.422
39530,201041,0,1,NA
40320,201041,0,1,NA
36494,201041,0,1,0.235
10356,201041,0,1,0.346
5614,201041,0,1,NA
44784,201041,0,1,0.331
5018,201041,0,1,NA
43534,201041,0,1,0.376
10226,201041,0,1,NA
25628,201041,0,1,NA
30308,201041,0,1,NA
39548,201041,0,1,NA
15294,201041,0,1,NA
39942,201041,0,1,0.177
28226,201041,0,1,NA
12974,201041,0,1,0.098
38038,201041,0,1,0.413
30448,201041,0,1,NA
29230,201041,0,1,0.348
26618,201041,0,1,NA
31796,201041,0,1,NA
38898,201041,0,1,0.304
38052,201041,0,1,NA
42104,201041,0,1,0.253
40164,201041,0,1,NA
42624,201041,0,1,0.502
26328,201041,0,1,0.107
42618,201041,0,1,0.274
13530,201041,0,1,NA
42628,201041,0,1,0.407
41818,201041,0,1,NA
14532,201041,0,1,NA
38290,201041,0,1,0.4
36908,201041,0,1,0.258
33350,201041,0,1,0.33
23772,201041,0,1,0.4
43270,201041,0,1,NA
29808,201041,0,1,0.346
38028,201041,0,1,NA
44408,201041,0,1,0.184
14678,201041,0,1,NA
39634,201041,0,1,0.496
16514,201041,0,1,0.415
17752,201041,0,1,NA
43926,201041,0,1,0.281
8854,201041,0,1,0.544
38040,201041,0,1,NA
44266,201041,0,1,0.385
23136,201041,0,1,0.211
10822,201041,0,1,NA
35344,201041,0,1,0.397
40192,201041,0,1,0.389
38022,201041,0,1,NA
10794,201041,0,1,NA
31230,201041,0,1,NA
38070,201041,0,1,NA
43288,201041,0,1,0.264
38018,201041,0,1,NA
38712,201041,0,1,0.274
4122,201041,0,1,0.195
25532,201041,0,1,NA
31936,201041,0,1,0.353
36032,201041,0,1,0.367
25700,201041,0,1,NA
21654,201041,0,1,0.499
28470,201041,0,1,NA
40490,201041,0,1,0.303
30014,201041,0,1,0.439
37804,201041,0,1,NA
28560,201042,0,0,NA
27704,201042,0,0,0.527
16594,201042,0,0,0.568
42096,201042,0,0,0.513
31136,201042,0,0,0.302
39466,201042,0,0,0.431
17812,201042,0,0,NA
39502,201042,0,0,NA
14384,201042,0,0,NA
12426,201042,0,0,0.501
19684,201042,0,0,NA
11390,201042,0,0,NA
14382,201042,0,0,NA
35006,201042,0,0,0.273
14374,201042,0,0,NA
38552,201042,0,0,0.495
16422,201042,0,0,0.372
17160,201042,0,0,0.553
45254,201042,0,0,0.315
37276,201042,0,0,0.587
12306,201042,0,0,NA
10098,201042,0,0,0.44
28224,201042,0,0,0.492
37828,201042,0,0,NA
29248,201042,0,0,NA
12896,201042,0,0,NA
37798,201042,0,0,0.478
7068,201042,0,0,NA
31150,201042,0,0,0.492
40076,201042,0,0,NA
26634,201042,0,0,0.661
39478,201042,0,0,0.533
42632,201042,0,0,0.474
32320,201042,0,0,0.603
44256,201042,0,0,NA
42152,201042,0,0,0.503
37812,201042,0,0,NA
42682,201042,0,0,NA
6278,201042,0,0,0.612
29024,201042,0,0,NA
32804,201042,0,0,0.426
35822,201042,0,0,0.431
31888,201042,0,0,0.469
45442,201042,0,0,0.391
18494,201042,0,0,NA
39458,201042,0,0,0.356
29172,201042,0,0,0.661
40034,201042,0,0,0.434
4448,201042,0,0,NA
42140,201042,0,0,NA
19470,201042,0,0,0.526
38862,201042,0,0,0.39
38046,201042,0,0,NA
7720,201042,0,0,0.365
43500,201042,0,0,NA
17058,201042,0,0,NA
23742,201042,0,0,NA
36314,201042,0,0,0.235
39748,201042,0,0,NA
44282,201042,0,0,0.54
9710,201042,0,0,NA
24146,201042,0,0,NA
40162,201042,0,0,0.512
8522,201042,0,0,NA
44800,201042,0,0,0.618
40346,201042,0,0,0.445
40174,201042,0,0,0.436
25258,201042,0,0,NA
16334,201042,0,0,0.696
22022,201042,0,0,NA
34890,201042,0,0,0.487
43524,201042,0,0,0.279
14220,201042,0,0,0.618
38036,201042,0,0,NA
43570,201042,0,0,0.351
26906,201042,0,0,NA
23126,201042,0,0,NA
6364,201042,0,0,NA
33366,201042,0,0,NA
21604,201042,0,0,NA
16424,201042,0,0,0.523
41332,201042,0,0,0.276
39144,201042,0,0,0.284
6362,201042,0,0,NA
21648,201042,0,0,NA
25864,201042,0,0,0.573
13710,201042,0,0,NA
13980,201042,0,0,0.603
17172,201042,0,0,NA
40008,201042,0,0,0.624
11348,201042,0,0,NA
40334,201042,0,0,NA
28484,201042,0,0,0.5
8834,201042,0,0,0.671
39164,201042,0,0,0.489
33278,201042,0,0,0.525
18502,201042,0,0,NA
38074,201042,0,0,NA
25056,201042,0,0,NA
43258,201042,0,0,0.355
29996,201042,0,0,NA
44794,201042,0,0,0.467
14556,201042,0,0,NA
37292,201042,0,0,0.668
42146,201042,0,0,NA
28190,201042,0,0,0.487
40456,201042,0,0,0.544
35408,201042,0,0,NA
30002,201042,0,0,NA
36288,201042,0,0,0.429
33128,201042,0,0,0.451
39490,201042,0,0,NA
38842,201042,0,0,0.399
40164,201042,0,1,NA
25700,201042,0,1,NA
13574,201042,0,1,NA
14532,201042,0,1,NA
29808,201042,0,1,0.57
25532,201042,0,1,NA
10794,201042,0,1,NA
16514,201042,0,1,0.443
40192,201042,0,1,0.666
24142,201042,0,1,NA
14048,201042,0,1,0.549
15294,201042,0,1,NA
43264,201042,0,1,0.192
25940,201042,0,1,NA
25962,201042,0,1,0.431
10226,201042,0,1,NA
23136,201042,0,1,0.488
42624,201042,0,1,0.591
4122,201042,0,1,0.089
21710,201042,0,1,NA
37294,201042,0,1,0.102
26618,201042,0,1,NA
40444,201042,0,1,NA
39942,201042,0,1,0.13
30006,201042,0,1,NA
30014,201042,0,1,0.508
35344,201042,0,1,0.581
31796,201042,0,1,NA
36908,201042,0,1,0.308
30972,201042,0,1,NA
23622,201042,0,1,NA
39548,201042,0,1,NA
31230,201042,0,1,NA
38052,201042,0,1,NA
40472,201042,0,1,0.528
42308,201042,0,1,0.03
40322,201042,0,1,0.485
41286,201042,0,1,0.442
29216,201042,0,1,NA
38018,201042,0,1,NA
38042,201042,0,1,NA
37840,201042,0,1,NA
38878,201042,0,1,0.343
40320,201042,0,1,NA
38566,201042,0,1,0.479
38712,201042,0,1,0.394
39530,201042,0,1,NA
40328,201042,0,1,0.541
8854,201042,0,1,0.633
38580,201042,0,1,0.605
24608,201042,0,1,NA
23772,201042,0,1,0.41
29032,201042,0,1,NA
42108,201042,0,1,0.566
16596,201042,0,1,0.607
38022,201042,0,1,NA
28226,201042,0,1,NA
12974,201042,0,1,NA
43278,201042,0,1,NA
28470,201042,0,1,NA
37804,201042,0,1,NA
7488,201042,0,1,NA
40316,201042,0,1,0.472
39990,201042,0,1,0.291
37784,201042,0,1,NA
44782,201042,0,1,0.586
38040,201042,0,1,NA
21654,201042,0,1,0.585
43286,201042,0,1,NA
43270,201042,0,1,NA
28492,201042,0,1,NA
44408,201042,0,1,0.512
43534,201042,0,1,0.385
18112,201042,0,1,NA
22284,201042,0,1,0.593
25638,201042,0,1,0.37
29230,201042,0,1,0.563
41818,201042,0,1,NA
38028,201042,0,1,NA
30308,201042,0,1,NA
39634,201042,0,1,0.536
25628,201042,0,1,NA
10822,201042,0,1,NA
17752,201042,0,1,NA
38038,201042,0,1,0.627
33350,201042,0,1,0.389
40062,201042,0,1,0.508
17722,201042,0,1,NA
13530,201042,0,1,NA
32590,201042,0,1,NA
19482,201042,0,1,NA
41320,201042,0,1,0.353
39096,201042,0,1,0.526
23228,201042,0,1,0.625
43288,201042,0,1,0.346
38070,201042,0,1,NA
38898,201042,0,1,0.367
5018,201042,0,1,NA
25520,201042,0,1,0.397
42618,201042,0,1,0.229
45238,201042,0,1,NA
11868,201042,0,1,NA
4942,201042,0,1,NA
36032,201042,0,1,0.489
38290,201042,0,1,0.481
36494,201042,0,1,0.181
40490,201042,0,1,0.434
43926,201042,0,1,0.45
10356,201042,0,1,0.594
44784,201042,0,1,0.508
42592,201042,0,1,0.558
17906,201042,0,1,0.045
30448,201042,0,1,NA
5614,201042,0,1,NA
26328,201042,0,1,0.108
44266,201042,0,1,0.29
31936,201042,0,1,0.389
42104,201042,0,1,0.439
31292,201042,0,1,0.461
42628,201042,0,1,0.425
14678,201042,0,1,NA
26934,201042,0,1,0.592
39512,201042,0,1,NA
14528,201042,0,1,0.649
24324,201042,0,1,0.695
25864,201043,0,0,0.563
43570,201043,0,0,0.487
17160,201043,0,0,NA
35006,201043,0,0,0.455
44256,201043,0,0,NA
18494,201043,0,0,NA
27704,201043,0,0,0.56
12306,201043,0,0,NA
7068,201043,0,0,NA
13710,201043,0,0,NA
25056,201043,0,0,NA
28560,201043,0,0,NA
40174,201043,0,0,0.424
8834,201043,0,0,0.601
14382,201043,0,0,NA
12896,201043,0,0,NA
13980,201043,0,0,0.385
31136,201043,0,0,0.457
21648,201043,0,0,NA
32320,201043,0,0,0.454
8522,201043,0,0,NA
28190,201043,0,0,0.268
33278,201043,0,0,0.495
31150,201043,0,0,0.404
43524,201043,0,0,0.265
44794,201043,0,0,0.087
39502,201043,0,0,NA
29172,201043,0,0,0.694
6362,201043,0,0,NA
40008,201043,0,0,0.682
40456,201043,0,0,0.24
14220,201043,0,0,0.286
38862,201043,0,0,0.45
42152,201043,0,0,0.523
40076,201043,0,0,NA
39466,201043,0,0,0.477
38046,201043,0,0,NA
33366,201043,0,0,NA
41332,201043,0,0,0.434
42096,201043,0,0,0.452
34890,201043,0,0,0.451
29024,201043,0,0,NA
23742,201043,0,0,NA
45442,201043,0,0,0.39
16422,201043,0,0,0.47
44282,201043,0,0,0.423
35408,201043,0,0,NA
39144,201043,0,0,0.197
17058,201043,0,0,NA
28484,201043,0,0,0.459
37798,201043,0,0,0.555
6364,201043,0,0,NA
10098,201043,0,0,0.518
24146,201043,0,0,NA
7076,201043,0,0,NA
42632,201043,0,0,0.451
21604,201043,0,0,NA
19684,201043,0,0,NA
42140,201043,0,0,NA
43258,201043,0,0,0.394
45254,201043,0,0,0.278
6278,201043,0,0,NA
38842,201043,0,0,0.472
31888,201043,0,0,0.684
40334,201043,0,0,NA
37276,201043,0,0,0.608
17172,201043,0,0,NA
14556,201043,0,0,NA
17812,201043,0,0,NA
39458,201043,0,0,0.417
26634,201043,0,0,0.441
7720,201043,0,0,0.347
18502,201043,0,0,NA
29996,201043,0,0,NA
40162,201043,0,0,0.392
9710,201043,0,0,NA
42146,201043,0,0,NA
39490,201043,0,0,NA
15444,201043,0,0,0.585
16424,201043,0,0,0.464
26906,201043,0,0,NA
42682,201043,0,0,0.404
37828,201043,0,0,NA
32804,201043,0,0,0.505
4448,201043,0,0,NA
38036,201043,0,0,NA
16334,201043,0,0,0.648
37812,201043,0,0,NA
11348,201043,0,0,NA
30002,201043,0,0,NA
39164,201043,0,0,0.478
23126,201043,0,0,NA
19470,201043,0,0,0.571
12426,201043,0,0,0.002
14384,201043,0,0,NA
37292,201043,0,0,0.669
11390,201043,0,0,NA
33354,201043,0,0,0.566
38552,201043,0,0,0.455
40034,201043,0,0,0.359
28224,201043,0,0,0.456
38074,201043,0,0,NA
35822,201043,0,0,0.21
36314,201043,0,0,0.483
39748,201043,0,0,NA
16594,201043,0,0,0.467
25258,201043,0,0,NA
33128,201043,0,0,0.402
44800,201043,0,0,0.606
36288,201043,0,0,0.476
43500,201043,0,0,NA
39478,201043,0,0,0.508
31230,201043,0,1,NA
29216,201043,0,1,NA
39096,201043,0,1,0.507
25962,201043,0,1,0.524
28492,201043,0,1,NA
21710,201043,0,1,NA
40320,201043,0,1,NA
38580,201043,0,1,0.422
39634,201043,0,1,0.621
14522,201043,0,1,0.245
14532,201043,0,1,NA
25940,201043,0,1,NA
29808,201043,0,1,0.56
44782,201043,0,1,0.544
38038,201043,0,1,0.478
25628,201043,0,1,NA
4942,201043,0,1,NA
38290,201043,0,1,0.49
42592,201043,0,1,0.478
30972,201043,0,1,NA
5614,201043,0,1,NA
40444,201043,0,1,NA
40316,201043,0,1,0.338
39548,201043,0,1,NA
31292,201043,0,1,0.494
25638,201043,0,1,0.458
43278,201043,0,1,NA
41286,201043,0,1,0.229
10226,201043,0,1,NA
38566,201043,0,1,0.501
42628,201043,0,1,0.378
31796,201043,0,1,NA
43270,201043,0,1,NA
43926,201043,0,1,0.429
30006,201043,0,1,NA
13574,201043,0,1,NA
19482,201043,0,1,NA
10356,201043,0,1,0.662
25700,201043,0,1,NA
28226,201043,0,1,NA
44784,201043,0,1,0.435
29230,201043,0,1,0.629
26618,201043,0,1,NA
17752,201043,0,1,NA
38040,201043,0,1,NA
15294,201043,0,1,NA
7488,201043,0,1,NA
22284,201043,0,1,0.691
42104,201043,0,1,0.511
30014,201043,0,1,0.521
40472,201043,0,1,0.504
8854,201043,0,1,0.616
39990,201043,0,1,0.578
38052,201043,0,1,NA
25520,201043,0,1,0.298
37784,201043,0,1,NA
40192,201043,0,1,0.527
40328,201043,0,1,0.598
44266,201043,0,1,0.296
23622,201043,0,1,NA
41818,201043,0,1,NA
17906,201043,0,1,0.06
42108,201043,0,1,0.614
10794,201043,0,1,NA
39512,201043,0,1,NA
42618,201043,0,1,0.305
42308,201043,0,1,0.288
42624,201043,0,1,0.589
14048,201043,0,1,0.541
38028,201043,0,1,NA
36494,201043,0,1,0.249
36908,201043,0,1,0.515
37296,201043,0,1,NA
30308,201043,0,1,NA
16514,201043,0,1,0.513
17722,201043,0,1,NA
36032,201043,0,1,0.495
10822,201043,0,1,NA
38878,201043,0,1,0.318
23228,201043,0,1,0.558
33350,201043,0,1,0.233
38022,201043,0,1,NA
12974,201043,0,1,0.001
39942,201043,0,1,0.176
38070,201043,0,1,NA
35344,201043,0,1,0.529
24324,201043,0,1,0.447
43534,201043,0,1,0.272
14528,201043,0,1,0.471
16596,201043,0,1,0.589
18112,201043,0,1,NA
43264,201043,0,1,0.329
31936,201043,0,1,0.42
41320,201043,0,1,0.505
40062,201043,0,1,0.547
38042,201043,0,1,NA
37294,201043,0,1,0.076
43286,201043,0,1,NA
11868,201043,0,1,NA
30448,201043,0,1,NA
5018,201043,0,1,NA
13530,201043,0,1,NA
26934,201043,0,1,0.391
40490,201043,0,1,0.346
37804,201043,0,1,NA
45238,201043,0,1,NA
21654,201043,0,1,0.6
4122,201043,0,1,0.413
24142,201043,0,1,NA
25532,201043,0,1,NA
40322,201043,0,1,0.483
32590,201043,0,1,NA
39530,201043,0,1,NA
38018,201043,0,1,NA
44408,201043,0,1,0.484
38898,201043,0,1,0.427
29032,201043,0,1,NA
23136,201043,0,1,0.533
23772,201043,0,1,0.405
26328,201043,0,1,0.132
43288,201043,0,1,0.27
41318,201043,0,1,NA
37840,201043,0,1,NA
28190,201044,0,0,0.517
16424,201044,0,0,0.31
42632,201044,0,0,0.569
11348,201044,0,0,NA
37828,201044,0,0,NA
39458,201044,0,0,0.367
39502,201044,0,0,NA
31150,201044,0,0,0.389
41332,201044,0,0,0.331
19684,201044,0,0,NA
26634,201044,0,0,0.441
39144,201044,0,0,0.383
14556,201044,0,0,NA
45254,201044,0,0,0.263
12896,201044,0,0,NA
18502,201044,0,0,NA
17058,201044,0,0,NA
32804,201044,0,0,0.455
30002,201044,0,0,NA
29996,201044,0,0,NA
33278,201044,0,0,0.443
32320,201044,0,0,0.446
12426,201044,0,0,NA
17812,201044,0,0,NA
42682,201044,0,0,0.464
33128,201044,0,0,0.393
40034,201044,0,0,0.424
28224,201044,0,0,0.491
38036,201044,0,0,NA
7068,201044,0,0,NA
37292,201044,0,0,0.208
37812,201044,0,0,NA
37276,201044,0,0,0.269
38862,201044,0,0,0.318
39164,201044,0,0,0.347
35408,201044,0,0,NA
9710,201044,0,0,NA
44794,201044,0,0,0.219
39478,201044,0,0,0.395
43570,201044,0,0,0.361
21604,201044,0,0,NA
6362,201044,0,0,NA
40162,201044,0,0,0.361
40456,201044,0,0,0.392
38552,201044,0,0,0.371
23742,201044,0,0,NA
16594,201044,0,0,0.299
45442,201044,0,0,0.275
17172,201044,0,0,NA
14382,201044,0,0,NA
44256,201044,0,0,NA
36288,201044,0,0,0.331
17160,201044,0,0,NA
38074,201044,0,0,NA
28484,201044,0,0,0.387
19470,201044,0,0,0.496
6278,201044,0,0,NA
22022,201044,0,0,NA
6364,201044,0,0,NA
11390,201044,0,0,NA
43524,201044,0,0,0.305
39490,201044,0,0,NA
39466,201044,0,0,0.4
40174,201044,0,0,0.369
13710,201044,0,0,NA
40334,201044,0,0,NA
35822,201044,0,0,NA
29024,201044,0,0,NA
43258,201044,0,0,0.3
25864,201044,0,0,0.62
8522,201044,0,0,NA
14220,201044,0,0,0.624
33366,201044,0,0,NA
18494,201044,0,0,NA
14384,201044,0,0,NA
42096,201044,0,0,0.262
16422,201044,0,0,0.41
28560,201044,0,0,NA
23126,201044,0,0,NA
39748,201044,0,0,NA
13980,201044,0,0,0.559
21648,201044,0,0,NA
26906,201044,0,0,NA
14374,201044,0,0,NA
31136,201044,0,0,0.352
40346,201044,0,0,0.061
42140,201044,0,0,NA
7720,201044,0,0,0.072
8834,201044,0,0,0.551
24146,201044,0,0,NA
12306,201044,0,0,NA
25258,201044,0,0,NA
38842,201044,0,0,0.33
43500,201044,0,0,NA
10098,201044,0,0,0.442
29172,201044,0,0,0.56
35006,201044,0,0,0.352
36314,201044,0,0,0.502
38046,201044,0,0,NA
40336,201044,0,0,0.309
33354,201044,0,0,0.385
37798,201044,0,0,0.375
44800,201044,0,0,0.444
34890,201044,0,0,0.398
40076,201044,0,0,NA
27704,201044,0,0,0.473
42146,201044,0,0,NA
31888,201044,0,0,0.592
42152,201044,0,0,0.362
40008,201044,0,0,0.615
25056,201044,0,0,NA
7076,201044,0,0,NA
44282,201044,0,0,0.42
16334,201044,0,0,0.462
4448,201044,0,0,NA
15444,201044,0,0,0.507
10822,201044,0,1,NA
7488,201044,0,1,NA
5614,201044,0,1,NA
25700,201044,0,1,NA
23136,201044,0,1,0.454
17752,201044,0,1,NA
4942,201044,0,1,NA
32590,201044,0,1,NA
30972,201044,0,1,NA
28492,201044,0,1,NA
38580,201044,0,1,0.172
31292,201044,0,1,0.505
25532,201044,0,1,NA
43278,201044,0,1,NA
25940,201044,0,1,NA
38040,201044,0,1,NA
13530,201044,0,1,NA
22284,201044,0,1,0.475
25962,201044,0,1,0.367
38290,201044,0,1,0.432
24324,201044,0,1,0.354
31230,201044,0,1,NA
26934,201044,0,1,NA
40444,201044,0,1,NA
29032,201044,0,1,NA
40316,201044,0,1,0.329
41320,201044,0,1,0.21
26618,201044,0,1,NA
42108,201044,0,1,0.325
33350,201044,0,1,0.33
38018,201044,0,1,NA
42628,201044,0,1,0.248
23228,201044,0,1,0.593
39548,201044,0,1,NA
38042,201044,0,1,NA
24142,201044,0,1,NA
31936,201044,0,1,0.441
43926,201044,0,1,0.292
39096,201044,0,1,0.566
40490,201044,0,1,0.247
35344,201044,0,1,0.428
43264,201044,0,1,0.305
40164,201044,0,1,NA
25638,201044,0,1,0.059
40192,201044,0,1,0.42
40472,201044,0,1,0.485
31796,201044,0,1,NA
43534,201044,0,1,0.23
3906,201044,0,1,NA
14522,201044,0,1,0.24
10226,201044,0,1,NA
38022,201044,0,1,NA
16596,201044,0,1,0.376
41318,201044,0,1,NA
38028,201044,0,1,NA
17906,201044,0,1,0.512
30006,201044,0,1,NA
38070,201044,0,1,NA
41286,201044,0,1,0.282
44784,201044,0,1,0.318
37294,201044,0,1,0.09
21654,201044,0,1,0.506
44408,201044,0,1,0.477
42618,201044,0,1,0.315
37840,201044,0,1,NA
43286,201044,0,1,NA
39530,201044,0,1,NA
39942,201044,0,1,0.46
26328,201044,0,1,0.11
24608,201044,0,1,0.283
10356,201044,0,1,0.452
13574,201044,0,1,NA
23622,201044,0,1,NA
14528,201044,0,1,0.546
38052,201044,0,1,NA
