manager,points,season,date
Enderson Moreira,0,2019,2019-06-14
Claudinei Oliveira,0,2019,2019-07-14
Evando,0,2019,2019-10-13
Roger Machado,0,2019,2019-12-08
Jorge Sampaoli,3,2019,2019-11-09
Odair Hellmann,1,2019,2019-05-26
Ney Franco,0,2019,2019-07-23
Odair Hellmann,0,2019,2019-07-14
Geninho,1,2019,2019-05-20
Roger Machado,0,2019,2019-05-03
Luiz Felipe Scolari,3,2019,2019-05-25
Renato Gaúcho,3,2019,2019-06-13
Marcos Valadares,0,2019,2019-05-12
Fernando Diniz,1,2019,2019-11-16
Eduardo Barroca,3,2019,2019-05-11
Mano Menezes,1,2019,2019-06-02
Luiz Felipe Scolari,1,2019,2019-07-14
Vanderlei Luxemburgo,0,2019,2019-09-29
Mano Menezes,1,2019,2019-10-21
Odair Hellmann,0,2019,2019-06-08
Renato Gaúcho,0,2019,2019-06-02
Cuca,0,2017,2017-05-21
Claudinei Oliveira,0,2017,2017-05-30
Renato Gaúcho,3,2017,2017-06-09
Milton Mendes,0,2017,2017-06-15
Jair Ventura,3,2017,2017-06-18
Roger Machado,3,2017,2017-06-26
Eduardo Baptista,1,2017,2017-07-09
Dorival Júnior,0,2017,2017-07-16
João Paulo Sanches,3,2017,2017-07-30
Preto Casagrande,1,2017,2017-08-03
Fábio Carille,3,2017,2017-08-24
Mano Menezes,3,2017,2017-09-11
Eduardo Baptista,0,2017,2017-09-24
Reinaldo Rueda,3,2017,2017-10-15
Abel Braga,0,2017,2017-10-22
Daniel Paulista,1,2017,2017-11-05
Elano,0,2017,2017-11-13
Vágner Mancini,0,2017,2017-11-16
Marcelo Oliveira,0,2017,2017-12-03
Milton Mendes,0,2017,2017-05-14
Roger Machado,1,2017,2017-06-04
Abel Braga,0,2017,2017-06-10
Doriva,0,2017,2017-06-22
Fábio Carille,3,2017,2017-07-13
Alexandre Gallo,0,2017,2017-07-16
Claudinei Oliveira,0,2017,2017-07-30
Fabiano Soares,3,2017,2017-08-06
Vinícius Eutrópio,3,2017,2017-08-21
Dorival Júnior,0,2017,2017-08-27
Levir Culpi,3,2017,2017-10-01
Paulo César Carpegiani,1,2017,2017-10-13
Mano Menezes,1,2017,2017-10-30
Reinaldo Rueda,0,2017,2017-11-12
Daniel Paulista,0,2017,2017-11-16
Jair Ventura,0,2017,2017-11-27
Paulo Autuori,0,2017,2017-05-14
Dorival Júnior,0,2017,2017-08-06
Milton Mendes,0,2017,2017-08-20
Jair Ventura,3,2017,2017-08-27
Renato Gaúcho,0,2017,2017-09-25
Marcelo Oliveira,1,2017,2017-09-30
Fábio Carille,0,2017,2017-10-15
Vágner Mancini,0,2017,2017-10-22
Eduardo Baptista,0,2017,2017-11-05
Oswaldo de Oliveira,1,2017,2017-11-12
Elano,0,2017,2017-11-17
Gilson Kleina,3,2017,2017-11-26
Fábio Carille,3,2017,2017-05-21
Pachequinho,3,2017,2017-05-28
Renato Gaúcho,3,2017,2017-05-21
Zé Ricardo,1,2017,2017-05-28
Elano,3,2017,2017-06-12
Rogério Ceni,0,2017,2017-06-22
Alexandre Gallo,0,2017,2017-06-25
Mano Menezes,3,2017,2017-07-13
Jair Ventura,1,2017,2017-07-21
Gilson Kleina,3,2017,2017-07-24
Claudinei Oliveira,0,2017,2017-08-04
Preto Casagrande,0,2017,2017-08-14
Marcelo Oliveira,1,2017,2017-09-10
Abel Braga,0,2017,2017-09-17
Oswaldo de Oliveira,3,2017,2017-10-02
João Paulo Sanches,1,2017,2017-10-12
Vanderlei Luxemburgo,0,2017,2017-10-22
Gilson Kleina,1,2017,2017-10-29
Fábio Carille,3,2017,2017-11-09
Zé Ricardo,0,2017,2017-11-19
Alberto Valentim,0,2017,2017-12-03
Jair Ventura,0,2017,2017-05-15
Milton Mendes,0,2017,2017-06-04
Pachequinho,0,2017,2017-06-23
Fábio Carille,3,2017,2017-06-25
Claudinei Oliveira,3,2017,2017-07-09
Gilson Kleina,0,2017,2017-07-16
Levir Culpi,1,2017,2017-07-31
Rogério Micale,0,2017,2017-08-06
Fabiano Soares,1,2017,2017-08-20
Vanderlei Luxemburgo,0,2017,2017-08-26
Emerson Cris,3,2017,2017-09-17
Abel Braga,0,2017,2017-10-01
Mano Menezes,3,2017,2017-10-12
Alberto Valentim,3,2017,2017-10-22
Reinaldo Rueda,0,2017,2017-11-05
Dorival Júnior,0,2017,2017-11-15
João Paulo Sanches,1,2017,2017-11-26
Vágner Mancini,1,2017,2017-05-14
Dorival Júnior,0,2017,2017-06-04
Rogério Ceni,0,2017,2017-06-11
Mano Menezes,0,2017,2017-06-15
Jair Ventura,0,2017,2017-07-02
Gilson Kleina,0,2017,2017-07-09
Fabiano Soares,1,2017,2017-07-16
Zé Ricardo,1,2017,2017-07-30
Vanderlei Luxemburgo,0,2017,2017-08-06
Vágner Mancini,3,2017,2017-08-19
João Paulo Sanches,3,2017,2017-08-27
Zé Ricardo,0,2017,2017-09-17
Marcelo Oliveira,0,2017,2017-10-12
Renato Gaúcho,1,2017,2017-10-18
Alberto Valentim,0,2017,2017-11-05
Claudinei Oliveira,0,2017,2017-11-11
Abel Braga,0,2017,2017-11-16
Oswaldo de Oliveira,1,2017,2017-11-26
Vinícius Eutrópio,0,2017,2017-07-14
Cuca,3,2017,2017-07-23
Zé Ricardo,3,2017,2017-05-21
Fábio Carille,3,2017,2017-05-28
Alexandre Gallo,3,2017,2017-07-08
Mano Menezes,3,2017,2017-09-24
Zé Ricardo,3,2017,2017-10-18
Dorival Júnior,3,2017,2017-11-04
Vágner Mancini,1,2017,2017-11-12
Guto Ferreira,0,2017,2017-05-21
Abel Braga,0,2017,2017-05-27
Fábio Carille,3,2017,2017-06-08
Vanderlei Luxemburgo,0,2017,2017-06-11
Claudinei Oliveira,0,2017,2017-06-18
Doriva,0,2017,2017-06-25
Zé Ricardo,3,2017,2017-07-08
Levir Culpi,1,2017,2017-07-16
Renato Gaúcho,0,2017,2017-09-09
Emerson Cris,1,2017,2017-09-30
Dorival Júnior,1,2017,2017-11-12
Oswaldo de Oliveira,1,2017,2017-11-16
Eduardo Baptista,0,2017,2017-12-03
Gilson Kleina,0,2017,2017-06-15
Vágner Mancini,0,2017,2017-06-23
Rogério Ceni,0,2017,2017-07-02
Renato Gaúcho,3,2017,2017-07-14
Cuca,1,2017,2017-07-20
Marcelo Oliveira,0,2017,2017-07-23
Vágner Mancini,3,2017,2017-08-06
João Paulo Sanches,0,2017,2017-08-20
Fabiano Soares,0,2017,2017-08-27
Vanderlei Luxemburgo,0,2017,2017-09-17
Claudinei Oliveira,1,2017,2017-09-24
Paulo César Carpegiani,0,2017,2017-10-20
Mano Menezes,0,2017,2017-11-09
Fábio Carille,0,2017,2017-11-19
Elano,3,2017,2017-11-26
Roger Machado,0,2017,2017-06-11
Jair Ventura,1,2017,2017-06-15
Levir Culpi,3,2017,2017-06-22
Milton Mendes,3,2017,2017-07-13
Renato Gaúcho,3,2017,2017-07-20
Vinícius Eutrópio,3,2017,2017-07-22
Gilson Kleina,0,2017,2017-08-03
Claudinei Oliveira,3,2017,2017-08-13
Abel Braga,1,2017,2017-09-10
Dorival Júnior,3,2017,2017-09-17
Vanderlei Luxemburgo,3,2017,2017-10-12
Fabiano Soares,3,2017,2017-10-20
João Paulo Sanches,1,2017,2017-10-29
Alberto Valentim,0,2017,2017-11-09
Mano Menezes,1,2017,2017-11-19
Reinaldo Rueda,3,2017,2017-12-03
Pachequinho,0,2017,2017-05-20
Mano Menezes,3,2017,2017-05-28
Cuca,0,2017,2017-06-15
Vanderlei Luxemburgo,3,2017,2017-06-25
Pintado,0,2017,2017-07-10
Vinícius Eutrópio,0,2017,2017-07-20
Fábio Carille,0,2017,2017-09-10
Fabiano Soares,0,2017,2017-09-24
João Paulo Sanches,0,2017,2017-10-22
Oswaldo de Oliveira,0,2017,2017-11-04
Zé Ricardo,3,2017,2017-11-09
Renato Gaúcho,0,2017,2017-11-19
Claudinei Oliveira,1,2017,2017-12-03
Vágner Mancini,1,2017,2017-07-04
Mano Menezes,1,2017,2017-07-21
Abel Braga,3,2017,2017-05-21
Gilson Kleina,1,2017,2017-05-28
Claudinei Oliveira,0,2017,2017-06-08
Eduardo Baptista,3,2017,2017-06-15
Vanderlei Luxemburgo,1,2017,2017-06-22
Mano Menezes,0,2017,2017-07-02
Levir Culpi,3,2017,2017-07-13
Milton Mendes,3,2017,2017-07-24
Jayme de Almeida,0,2017,2017-08-13
Cuca,1,2017,2017-09-09
Vágner Mancini,3,2017,2017-09-25
Dorival Júnior,0,2017,2017-10-12
Emerson Cris,3,2017,2017-10-18
Jair Ventura,1,2017,2017-10-29
João Paulo Sanches,0,2017,2017-11-09
Marcelo Oliveira,0,2017,2017-11-19
Renato Gaúcho,0,2017,2017-12-03
Ney Franco,0,2017,2017-05-14
Rogério Ceni,0,2017,2017-06-04
Vágner Mancini,0,2017,2017-06-11
Mano Menezes,0,2017,2017-06-23
Cuca,3,2017,2017-06-25
Pachequinho,0,2017,2017-07-20
Abel Braga,1,2017,2017-08-10
Milton Mendes,1,2017,2017-08-07
Jair Ventura,0,2017,2017-08-20
Rogério Micale,3,2017,2017-08-27
João Paulo Sanches,3,2017,2017-09-17
Reinaldo Rueda,0,2017,2017-10-03
Levir Culpi,1,2017,2017-10-12
Claudinei Oliveira,3,2017,2017-10-22
Fábio Carille,0,2017,2017-10-29
Renato Gaúcho,3,2017,2017-11-08
Fabiano Soares,0,2017,2017-11-15
Vágner Mancini,3,2017,2017-11-26
Dejan Petkovic,1,2017,2017-05-14
Vanderlei Luxemburgo,0,2017,2017-06-04
Zé Ricardo,1,2017,2017-06-11
Abel Braga,3,2017,2017-06-22
Gilson Kleina,1,2017,2017-07-03
Pachequinho,3,2017,2017-07-14
Fábio Carille,1,2017,2017-07-20
Mano Menezes,0,2017,2017-07-23
Levir Culpi,1,2017,2017-08-07
Dorival Júnior,1,2017,2017-08-20
Vinícius Eutrópio,0,2017,2017-08-28
Rogério Micale,1,2017,2017-09-17
João Paulo Sanches,3,2017,2017-10-01
Zé Ricardo,3,2017,2017-10-12
Jair Ventura,1,2017,2017-10-18
Renato Gaúcho,1,2017,2017-10-29
Paulo César Carpegiani,3,2017,2017-11-08
Alberto Valentim,0,2017,2017-11-20
Fabiano Soares,0,2017,2017-11-26
Milton Mendes,1,2017,2017-07-03
Roger Machado,1,2017,2017-05-13
Abel Braga,1,2017,2017-10-12
Zé Ricardo,1,2017,2017-10-28
Dorival Júnior,0,2017,2017-05-14
Dejan Petkovic,0,2017,2017-06-04
Eduardo Baptista,1,2017,2017-06-07
Renato Gaúcho,3,2017,2017-06-16
Zé Ricardo,1,2017,2017-06-18
Jair Ventura,3,2017,2017-07-13
Fábio Carille,3,2017,2017-07-23
João Paulo Sanches,0,2017,2017-08-06
Rogério Micale,0,2017,2017-08-22
Valdir,3,2017,2017-08-26
Cuca,3,2017,2017-09-24
Claudinei Oliveira,0,2017,2017-10-15
Dorival Júnior,0,2017,2017-10-18
Paulo César Carpegiani,1,2017,2017-10-29
Marcelo Oliveira,1,2017,2017-11-10
Eduardo Baptista,0,2017,2017-11-20
Daniel Paulista,3,2017,2017-11-25
Jair Ventura,0,2017,2017-10-15
Marcelo Oliveira,1,2017,2017-10-21
Vágner Mancini,1,2017,2017-11-05
Gilson Kleina,0,2017,2017-05-21
Guto Ferreira,0,2017,2017-05-29
Pachequinho,1,2017,2017-06-11
Milton Mendes,0,2017,2017-06-22
Claudinei Oliveira,3,2017,2017-06-27
Roger Machado,1,2017,2017-07-10
Vanderlei Luxemburgo,0,2017,2017-07-18
Dorival Júnior,3,2017,2017-07-29
Cuca,3,2017,2017-08-03
Renato Gaúcho,0,2017,2017-08-14
Reinaldo Rueda,0,2017,2017-09-11
Levir Culpi,0,2017,2017-09-17
Vágner Mancini,3,2017,2017-10-01
Emerson Cris,0,2017,2017-10-12
Fábio Carille,0,2017,2017-10-24
Abel Braga,3,2017,2017-11-04
Fabiano Soares,3,2017,2017-11-11
João Paulo Sanches,3,2017,2017-11-16
Mano Menezes,1,2017,2017-12-03
Claudinei Oliveira,0,2017,2017-05-23
Cuca,0,2017,2017-05-28
Alexandre Gallo,0,2017,2017-06-09
Roger Machado,3,2017,2017-06-18
Abel Braga,1,2017,2017-06-25
Doriva,1,2017,2017-07-14
Milton Mendes,0,2017,2017-07-20
Renato Gaúcho,1,2017,2017-07-25
Marcelo Oliveira,3,2017,2017-08-04
Mano Menezes,0,2017,2017-08-13
Gilson Kleina,1,2017,2017-09-10
Fábio Carille,1,2017,2017-09-24
Vanderlei Luxemburgo,0,2017,2017-10-01
Paulo César Carpegiani,1,2017,2017-12-03
Mano Menezes,1,2017,2017-05-22
Renato Gaúcho,0,2017,2017-05-28
Zé Ricardo,0,2017,2017-06-08
Rogério Ceni,1,2017,2017-06-15
Alexandre Gallo,3,2017,2017-06-19
Eduardo Baptista,0,2017,2017-07-02
Doriva,0,2017,2017-07-21
Abel Braga,1,2017,2017-08-03
Gilson Kleina,1,2017,2017-08-13
Claudinei Oliveira,3,2017,2017-09-10
Zé Ricardo,1,2017,2017-09-26
Oswaldo de Oliveira,1,2017,2017-10-15
Levir Culpi,1,2017,2017-10-20
Marcelo Oliveira,3,2017,2017-10-29
Jair Ventura,3,2017,2017-11-09
Paulo César Carpegiani,0,2017,2017-11-19
Fábio Carille,0,2017,2017-12-03
Rogério Ceni,0,2017,2017-05-14
Vágner Mancini,3,2017,2017-06-05
Doriva,0,2017,2017-06-11
Renato Gaúcho,1,2017,2017-06-20
Pachequinho,0,2017,2017-06-25
Cuca,0,2017,2017-07-09
Zé Ricardo,1,2017,2017-07-16
Vágner Mancini,1,2017,2017-07-31
Jair Ventura,1,2017,2017-08-06
Vanderlei Luxemburgo,0,2017,2017-08-20
Levir Culpi,1,2017,2017-08-28
Preto Casagrande,0,2017,2017-09-18
Fábio Carille,1,2017,2017-10-01
Eduardo Baptista,0,2017,2017-10-07
Oswaldo de Oliveira,3,2017,2017-10-22
Fabiano Soares,0,2017,2017-11-05
Abel Braga,0,2017,2017-11-12
Claudinei Oliveira,1,2017,2017-11-15
Zé Ricardo,3,2017,2017-11-26
Fábio Carille,3,2017,2017-08-03
Marcelo Cabo,0,2017,2017-05-16
Eduardo Baptista,0,2017,2017-06-03
Cuca,0,2017,2017-06-08
Fábio Carille,1,2017,2017-06-18
Vanderlei Luxemburgo,3,2017,2017-07-11
Abel Braga,3,2017,2017-07-17
Rogério Micale,3,2017,2017-07-30
Vinícius Eutrópio,0,2017,2017-08-06
Levir Culpi,1,2017,2017-08-21
Vágner Mancini,3,2017,2017-08-29
Jair Ventura,3,2017,2017-09-24
Renato Gaúcho,3,2017,2017-10-15
Mano Menezes,0,2017,2017-10-18
Claudinei Oliveira,0,2017,2017-11-05
Eduardo Baptista,1,2017,2017-11-12
Reinaldo Rueda,0,2017,2017-11-17
Dorival Júnior,3,2017,2017-11-26
Gilson Kleina,0,2017,2017-06-09
Claudinei Oliveira,0,2017,2017-06-15
Eduardo Baptista,3,2017,2017-06-17
Levir Culpi,1,2017,2017-07-02
Roger Machado,3,2017,2017-07-16
Jair Ventura,1,2017,2017-07-24
Renato Gaúcho,3,2017,2017-08-03
Marcelo Oliveira,0,2017,2017-08-12
Preto Casagrande,1,2017,2017-09-12
Alberto Valentim,3,2017,2017-10-15
Daniel Paulista,0,2017,2017-11-12
Gilson Kleina,1,2017,2017-11-19
Abel Braga,1,2017,2017-12-03
Jair Ventura,1,2017,2017-06-04
Fabiano Soares,3,2017,2017-08-01
Mano Menezes,3,2017,2017-08-04
Cuca,1,2017,2017-08-13
Renato Gaúcho,0,2017,2017-07-01
Marcelo Oliveira,0,2017,2017-09-19
Eduardo Baptista,0,2017,2017-10-20
Jair Ventura,0,2017,2017-06-08
Gilson Kleina,1,2017,2017-06-18
Zé Ricardo,0,2017,2017-08-03
Abel Braga,1,2017,2017-08-15
Vágner Mancini,1,2017,2017-10-17
Fabiano Soares,0,2017,2017-10-15
Reinaldo Rueda,0,2017,2017-10-22
Levir Culpi,0,2017,2017-10-28
Gilson Kleina,1,2017,2017-11-09
Jair Ventura,1,2017,2017-11-19
Thiago Larghi,0,2018,2018-04-15
Enderson Moreira,0,2018,2018-05-06
Vágner Mancini,3,2018,2018-05-13
Rogério Micale,0,2018,2018-05-31
Alberto Valentim,3,2018,2018-06-03
Claudinei Oliveira,0,2018,2018-07-19
Cuca,1,2018,2018-08-09
Maurício Barbieri,1,2018,2018-04-15
Abel Braga,3,2018,2018-05-06
Marcelo Chamusca,0,2018,2018-05-20
Odair Hellmann,3,2018,2018-05-31
Gilson Kleina,0,2018,2018-06-07
Rogério Micale,0,2018,2018-07-19
Claudinei Oliveira,0,2018,2018-07-27
Mano Menezes,1,2018,2018-08-05
Abel Braga,0,2018,2018-04-15
Marcelo Chamusca,1,2018,2018-05-06
Roger Machado,0,2018,2018-05-13
Enderson Moreira,0,2018,2018-05-31
Jair Ventura,1,2018,2018-06-07
Vágner Mancini,1,2018,2018-06-10
Marcos Paquetá,0,2018,2018-07-19
Mano Menezes,0,2018,2018-07-26
Tiago Nunes,1,2018,2018-08-05
Mano Menezes,0,2018,2018-04-22
Diego Aguirre,1,2018,2018-04-29
Fernando Diniz,0,2018,2018-05-21
Gilson Kleina,0,2018,2018-05-26
Jair Ventura,3,2018,2018-06-14
Roger Machado,0,2018,2018-07-26
Enderson Moreira,1,2018,2018-08-06
Zé Ricardo,1,2018,2018-04-22
Rogério Micale,1,2018,2018-05-08
Maurício Barbieri,0,2018,2018-05-13
Mano Menezes,0,2018,2018-06-10
Enderson Moreira,1,2018,2018-07-20
Jair Ventura,1,2018,2018-07-23
Renato Gaúcho,1,2018,2018-07-30
Fábio Carille,1,2018,2018-05-20
Gilson Kleina,1,2018,2018-04-29
Guto Ferreira,0,2018,2018-05-20
Claudinei Oliveira,3,2018,2018-05-27
Diego Aguirre,0,2018,2018-06-03
Maurício Barbieri,1,2018,2018-06-14
Thiago Larghi,0,2018,2018-07-22
Rogério Micale,0,2018,2018-07-29
Roger Machado,1,2018,2018-04-17
Renato Gaúcho,0,2018,2018-04-28
Abel Braga,0,2018,2018-05-15
Vágner Mancini,1,2018,2018-05-27
Lisca,1,2018,2018-06-07
Fernando Diniz,0,2018,2018-06-14
Gilson Kleina,0,2018,2018-07-27
Cuca,1,2018,2018-08-04
Marcelo Chamusca,0,2018,2018-04-15
Odair Hellmann,0,2018,2018-04-22
Mano Menezes,3,2018,2018-05-27
Roger Machado,1,2018,2018-07-20
Rogério Micale,0,2018,2018-04-17
Thiago Larghi,1,2018,2018-05-06
Jair Ventura,0,2018,2018-05-20
Alberto Valentim,0,2018,2018-05-31
Odair Hellmann,1,2018,2018-06-06
Vágner Mancini,0,2018,2018-06-13
Osmar Loss,0,2018,2018-07-22
Fábio Carille,3,2018,2018-04-22
Claudinei Oliveira,3,2018,2018-04-29
Renato Gaúcho,1,2018,2018-05-20
Fernando Diniz,1,2018,2018-05-27
Abel Braga,0,2018,2018-06-05
Claudio Prates,0,2018,2018-06-08
Mano Menezes,1,2018,2018-06-14
Ricardo Drubscky,0,2018,2018-07-22
Lisca,3,2018,2018-08-05
Fernando Diniz,1,2018,2018-04-23
Jair Ventura,0,2018,2018-05-07
Odair Hellmann,1,2018,2018-05-12
Abel Braga,1,2018,2018-05-31
Roger Machado,3,2018,2018-06-07
Enderson Moreira,0,2018,2018-06-10
Thiago Larghi,0,2018,2018-07-19
Diego Aguirre,0,2018,2018-07-27
Maurício Barbieri,0,2018,2018-08-05
Gilson Kleina,0,2018,2018-04-16
Roger Machado,3,2018,2018-05-06
Thiago Larghi,3,2018,2018-05-13
Jair Ventura,0,2018,2018-06-01
Diego Aguirre,3,2018,2018-06-09
Odair Hellmann,1,2018,2018-07-20
Vágner Mancini,0,2018,2018-07-29
Renato Gaúcho,3,2018,2018-04-14
Alberto Valentim,0,2018,2018-05-06
Claudinei Oliveira,0,2018,2018-05-13
Roger Machado,0,2018,2018-05-31
Valdir,1,2018,2018-06-07
Ricardo Drubscky,0,2018,2018-07-20
Tiago Nunes,0,2018,2018-07-23
Diego Aguirre,3,2018,2018-07-29
Lisca,3,2018,2018-10-25
Rogério Micale,0,2018,2018-05-14
Vágner Mancini,0,2018,2018-06-03
Odair Hellmann,3,2018,2018-06-11
Maurício Barbieri,1,2018,2018-07-26
Adilson Batista,3,2018,2018-07-30
Diego Aguirre,1,2018,2018-04-22
Maurício Barbieri,3,2018,2018-04-29
Enderson Moreira,1,2018,2018-05-15
Roger Machado,1,2018,2018-06-10
Nelsinho Baptista,0,2018,2018-04-15
Vágner Mancini,0,2018,2018-05-01
Alberto Valentim,0,2018,2018-05-20
Diego Aguirre,3,2018,2018-05-28
Fernando Diniz,0,2018,2018-06-03
Thiago Larghi,3,2018,2018-06-08
Gilson Kleina,1,2018,2018-06-13
Odair Hellmann,0,2018,2018-07-27
Luiz Felipe Scolari,1,2018,2018-08-05
Alberto Valentim,1,2018,2018-04-24
Guto Ferreira,0,2018,2018-05-07
Thiago Larghi,0,2018,2018-05-31
Fernando Diniz,0,2018,2018-06-07
Renato Gaúcho,1,2018,2018-06-14
Marcelo Oliveira,3,2018,2018-07-22
Gilson Kleina,1,2018,2018-08-06
Guto Ferreira,0,2018,2018-04-15
Mano Menezes,1,2018,2018-04-30
Gilson Kleina,0,2018,2018-05-22
Osmar Loss,0,2018,2018-05-27
Claudinei Oliveira,1,2018,2018-06-02
Lisca,0,2018,2018-07-24
Marcos Paquetá,0,2018,2018-07-29
Jair Ventura,0,2018,2018-04-21
Fernando Diniz,1,2018,2018-04-29
Diego Aguirre,1,2018,2018-05-13
Zé Ricardo,0,2018,2018-05-27
Renato Gaúcho,3,2018,2018-06-03
Alberto Valentim,1,2018,2018-06-10
Osmar Loss,0,2018,2018-06-14
Vágner Mancini,0,2018,2018-07-22
Thiago Larghi,1,2018,2018-07-31
Maurício Barbieri,3,2018,2018-06-08
Marcelo Oliveira,0,2018,2018-07-28
Vágner Mancini,0,2018,2018-04-22
Fábio Carille,0,2018,2018-04-29
Mano Menezes,0,2018,2018-05-19
Maurício Barbieri,3,2018,2018-05-27
Gilson Kleina,1,2018,2018-06-02
Abel Braga,0,2018,2018-06-10
Lisca,0,2018,2018-06-14
Rogério Micale,0,2018,2018-07-26
Odair Hellmann,3,2018,2018-08-07
Enderson Moreira,0,2018,2018-04-22
Odair Hellmann,0,2018,2018-05-06
Zé Ricardo,1,2018,2018-05-20
Guto Ferreira,0,2018,2018-05-31
Osmar Loss,0,2018,2018-06-03
Rogério Micale,0,2018,2018-06-11
Diego Aguirre,3,2018,2018-07-19
Marcos Paquetá,0,2018,2018-07-22
Claudinei Oliveira,0,2018,2018-07-29
Tiago Nunes,1,2018,2018-08-11
Luiz Felipe Scolari,3,2018,2018-08-19
Alberto Valentim,0,2018,2018-09-10
Diego Aguirre,3,2018,2018-10-27
Renato Gaúcho,1,2018,2018-11-25
Claudinei Oliveira,0,2018,2018-08-26
Dorival Júnior,3,2018,2018-10-06
Enderson Moreira,0,2018,2018-10-28
Odair Hellmann,3,2018,2018-08-14
Osmar Loss,0,2018,2018-08-23
Paulo César Carpegiani,1,2018,2018-09-07
Claudinei Oliveira,0,2018,2018-10-09
Givanildo Oliveira,0,2018,2018-12-02
Tiago Nunes,0,2018,2018-09-14
Marcelo Oliveira,3,2018,2018-09-25
Paulo César Carpegiani,3,2018,2018-10-14
Cuca,3,2018,2018-09-02
Zé Ricardo,0,2018,2018-08-23
Jair Ventura,0,2018,2018-09-09
Cuca,0,2018,2018-11-03
Givanildo Oliveira,0,2018,2018-11-22
João Burse,0,2018,2018-12-02
Eduardo Baptista,0,2018,2018-08-26
Mano Menezes,1,2018,2018-09-06
Alberto Valentim,1,2018,2018-10-10
Enderson Moreira,3,2018,2018-10-20
Marcelo Oliveira,1,2018,2018-09-02
Adilson Batista,1,2018,2018-09-22
Renato Gaúcho,1,2018,2018-11-15
Cuca,3,2018,2018-09-10
João Burse,0,2018,2018-08-13
Mano Menezes,1,2018,2018-08-23
Zé Ricardo,0,2018,2018-09-01
Claudinei Oliveira,0,2018,2018-09-15
Lisca,0,2018,2018-09-23
Enderson Moreira,1,2018,2018-10-07
Milton Mendes,3,2018,2018-10-27
Claudinei Oliveira,0,2018,2018-11-18
Jair Ventura,0,2018,2018-12-02
Enderson Moreira,0,2018,2018-09-02
Marcelo Oliveira,0,2018,2018-09-16
Claudinei Oliveira,0,2018,2018-09-23
Zé Ricardo,0,2018,2018-10-28
Jair Ventura,0,2018,2018-11-22
Renato Gaúcho,1,2018,2018-09-07
Renato Gaúcho,0,2018,2018-10-14
Marcelo Oliveira,0,2018,2018-08-26
Odair Hellmann,1,2018,2018-09-03
Dorival Júnior,3,2018,2018-11-25
Alberto Valentim,1,2018,2018-09-28
Levir Culpi,0,2018,2018-11-24
Zé Ricardo,1,2018,2018-10-16
Marcelo Oliveira,1,2018,2018-08-20
Maurício Barbieri,1,2018,2018-08-26
Luiz Felipe Scolari,3,2018,2018-09-23
Odair Hellmann,0,2018,2018-10-06
Alberto Valentim,0,2018,2018-10-21
Dorival Júnior,3,2018,2018-11-18
Cuca,0,2018,2018-12-02
Claudinei Oliveira,0,2018,2018-08-19
Luiz Felipe Scolari,1,2018,2018-08-26
Levir Culpi,3,2018,2018-11-21
Valdir,1,2018,2018-08-24
Tiago Nunes,0,2018,2018-09-11
Milton Mendes,0,2018,2018-09-30
Lisca,3,2018,2018-09-02
Guto Ferreira,0,2018,2018-09-09
Marcelo Oliveira,0,2018,2018-10-13
Cuca,0,2018,2018-11-15
Renato Gaúcho,0,2018,2018-11-22
Tiago Nunes,3,2018,2018-12-01
Guto Ferreira,0,2018,2018-08-27
Enderson Moreira,0,2018,2018-09-25
Mano Menezes,0,2018,2018-10-14
Claudinei Oliveira,0,2018,2018-10-14
Enderson Moreira,3,2018,2018-08-30
Cuca,3,2018,2018-10-06
Jair Ventura,1,2018,2018-10-21
Eduardo Baptista,0,2018,2018-09-17
Odair Hellmann,1,2018,2018-09-23
Alberto Valentim,0,2018,2018-11-17
Claudinei Oliveira,1,2018,2018-11-25
Zé Ricardo,0,2018,2018-09-09
Renato Gaúcho,3,2018,2018-09-29
Levir Culpi,0,2018,2018-10-21
Lisca,1,2018,2018-11-19
Osmar Loss,0,2018,2018-08-12
Thiago Larghi,0,2018,2018-10-06
Adilson Batista,0,2018,2018-10-28
Zé Ricardo,3,2018,2018-11-15
Milton Mendes,0,2018,2018-11-23
Tiago Nunes,0,2018,2018-09-06
Jair Ventura,0,2018,2018-11-04
Guto Ferreira,0,2018,2018-08-20
Dorival Júnior,1,2018,2018-11-04
Milton Mendes,1,2018,2018-11-26
Guto Ferreira,1,2018,2018-09-06
Levir Culpi,3,2018,2018-11-15
Alberto Valentim,0,2018,2018-11-11
Alberto Valentim,0,2018,2018-08-30
Maurício Barbieri,0,2018,2018-08-19
Milton Mendes,0,2018,2018-10-15
Mano Menezes,0,2018,2018-11-10
Lisca,1,2018,2018-11-25
Mano Menezes,0,2018,2018-09-30
Jair Ventura,0,2018,2018-10-14
Thiago Larghi,1,2018,2018-09-16
Cuca,0,2018,2018-09-24
Eduardo Baptista,0,2018,2018-08-18
Diego Aguirre,1,2018,2018-09-16
Marcelo Oliveira,0,2018,2018-10-27
Zé Ricardo,1,2018,2018-11-22
Osmar Loss,0,2018,2018-09-06
Paulo César Carpegiani,0,2018,2018-09-15
Odair Hellmann,1,2018,2018-11-11
Dado Cavalcanti,0,2018,2018-11-23
Alberto Valentim,0,2018,2018-09-07
Lisca,1,2018,2018-09-09
Claudinei Oliveira,0,2018,2018-10-22
Mano Menezes,3,2018,2018-11-04
Dado Cavalcanti,3,2018,2018-11-10
