ticker,ref.date,price.open,price.close,price.adjusted,price.low,price.high,volume
^GSPC,1998-02-27,1048.670044,1049.339966,1049.339966,1044.400024,1051.660034,574480000
^GSPC,1998-03-02,1049.339966,1047.699951,1047.699951,1044.699951,1053.97998,591470000
^GSPC,1998-03-03,1047.699951,1052.02002,1052.02002,1043.410034,1052.02002,612360000
^GSPC,1998-03-04,1052.02002,1047.329956,1047.329956,1042.73999,1052.02002,644280000
^GSPC,1998-03-05,1047.329956,1035.050049,1035.050049,1030.869995,1047.329956,648270000
^GSPC,1998-03-06,1035.050049,1055.689941,1055.689941,1035.050049,1055.689941,665500000
^GSPC,1998-03-09,1055.689941,1052.310059,1052.310059,1050.02002,1058.550049,624700000
^GSPC,1998-03-10,1052.310059,1064.25,1064.25,1052.310059,1064.589966,631920000
^GSPC,1998-03-11,1064.25,1068.469971,1068.469971,1064.219971,1069.180054,655260000
^GSPC,1998-03-12,1068.469971,1069.920044,1069.920044,1063.540039,1071.869995,594940000
^GSPC,1998-03-13,1069.920044,1068.609985,1068.609985,1066.569946,1075.859985,597800000
^GSPC,1998-03-16,1068.609985,1079.27002,1079.27002,1068.609985,1079.459961,548980000
^GSPC,1998-03-17,1079.27002,1080.449951,1080.449951,1073.290039,1080.52002,680960000
^GSPC,1998-03-18,1080.449951,1085.52002,1085.52002,1077.77002,1085.52002,632690000
^GSPC,1998-03-19,1085.52002,1089.73999,1089.73999,1084.300049,1089.73999,598240000
^GSPC,1998-03-20,1089.73999,1099.160034,1099.160034,1089.390015,1101.040039,717310000
^GSPC,1998-03-23,1099.160034,1095.550049,1095.550049,1094.25,1101.160034,631350000
^GSPC,1998-03-24,1095.550049,1105.650024,1105.650024,1095.550049,1106.75,605720000
^GSPC,1998-03-25,1105.650024,1101.930054,1101.930054,1092.839966,1113.069946,676550000
^GSPC,1998-03-26,1101.930054,1100.800049,1100.800049,1097,1106.280029,606770000
^GSPC,1998-03-27,1100.800049,1095.439941,1095.439941,1091.140015,1107.180054,582190000
^GSPC,1998-03-30,1095.439941,1093.599976,1093.599976,1090.02002,1099.099976,497400000
^GSPC,1998-03-31,1093.550049,1101.75,1101.75,1093.550049,1110.130005,674930000
^GSPC,1998-04-01,1101.75,1108.150024,1108.150024,1095.290039,1109.189941,677310000
^GSPC,1998-04-02,1108.150024,1120.01001,1120.01001,1107.890015,1121.01001,674340000
^GSPC,1998-04-03,1120.01001,1122.699951,1122.699951,1118.119995,1126.359985,653880000
^GSPC,1998-04-06,1122.699951,1121.380005,1121.380005,1121.369995,1131.98999,625810000
^GSPC,1998-04-07,1121.380005,1109.550049,1109.550049,1102.439941,1121.380005,670760000
^GSPC,1998-04-08,1109.550049,1101.650024,1101.650024,1098.209961,1111.599976,616330000
^GSPC,1998-04-09,1101.650024,1110.670044,1110.670044,1101.650024,1111.449951,548940000
^GSPC,1998-04-13,1110.670044,1109.689941,1109.689941,1100.599976,1110.75,564480000
^GSPC,1998-04-14,1109.689941,1115.75,1115.75,1109.47998,1115.949951,613730000
^GSPC,1998-04-15,1115.75,1119.319946,1119.319946,1112.23999,1119.900024,685020000
^GSPC,1998-04-16,1119.319946,1108.170044,1108.170044,1105.27002,1119.319946,699570000
^GSPC,1998-04-17,1108.170044,1122.719971,1122.719971,1104.949951,1122.719971,672290000
^GSPC,1998-04-20,1122.719971,1123.650024,1123.650024,1118.430054,1124.880005,595190000
^GSPC,1998-04-21,1123.650024,1126.670044,1126.670044,1119.540039,1129.650024,675640000
^GSPC,1998-04-22,1126.670044,1130.540039,1130.540039,1126.290039,1132.97998,696740000
^GSPC,1998-04-23,1130.540039,1119.579956,1119.579956,1117.48999,1130.540039,653190000
^GSPC,1998-04-24,1119.579956,1107.900024,1107.900024,1104.77002,1122.810059,633890000
^GSPC,1998-04-27,1107.900024,1086.540039,1086.540039,1076.699951,1107.900024,685960000
^GSPC,1998-04-28,1086.540039,1085.109985,1085.109985,1081.48999,1095.939941,678600000
^GSPC,1998-04-29,1085.109985,1094.619995,1094.619995,1084.650024,1098.23999,638790000
^GSPC,1998-04-30,1094.630005,1111.75,1111.75,1094.630005,1116.969971,695600000
^GSPC,1998-05-01,1111.75,1121,1121,1111.75,1121.02002,581970000
^GSPC,1998-05-04,1121,1122.069946,1122.069946,1121,1130.52002,551700000
^GSPC,1998-05-05,1122.069946,1115.5,1115.5,1111.160034,1122.069946,583630000
^GSPC,1998-05-06,1115.5,1104.920044,1104.920044,1104.640015,1118.390015,606540000
^GSPC,1998-05-07,1104.920044,1095.140015,1095.140015,1094.589966,1105.579956,582240000
^GSPC,1998-05-08,1095.140015,1108.140015,1108.140015,1094.530029,1111.420044,567890000
^GSPC,1998-05-11,1108.140015,1106.640015,1106.640015,1103.719971,1119.130005,560840000
^GSPC,1998-05-12,1106.640015,1115.790039,1115.790039,1102.780029,1115.959961,604420000
^GSPC,1998-05-13,1115.790039,1118.859985,1118.859985,1114.930054,1122.219971,600010000
^GSPC,1998-05-14,1118.859985,1117.369995,1117.369995,1112.430054,1124.030029,578380000
^GSPC,1998-05-15,1117.369995,1108.72998,1108.72998,1107.109985,1118.660034,621990000
^GSPC,1998-05-18,1108.72998,1105.819946,1105.819946,1097.98999,1112.439941,519100000
^GSPC,1998-05-19,1105.819946,1109.52002,1109.52002,1105.819946,1113.5,566020000
^GSPC,1998-05-20,1109.52002,1119.060059,1119.060059,1107.51001,1119.079956,587240000
^GSPC,1998-05-21,1119.060059,1114.640015,1114.640015,1111.939941,1124.449951,551970000
^GSPC,1998-05-22,1114.640015,1110.469971,1110.469971,1107.98999,1116.890015,444070000
^GSPC,1998-05-26,1110.469971,1094.02002,1094.02002,1094.01001,1116.790039,541410000
^GSPC,1998-05-27,1094.02002,1092.22998,1092.22998,1074.390015,1094.439941,682040000
^GSPC,1998-05-28,1092.22998,1097.599976,1097.599976,1089.060059,1099.72998,588900000
^GSPC,1998-05-29,1097.599976,1090.819946,1090.819946,1090.819946,1104.160034,556780000
^GSPC,1998-06-01,1090.819946,1090.97998,1090.97998,1084.219971,1097.849976,537660000
^GSPC,1998-06-02,1090.97998,1093.219971,1093.219971,1089.670044,1098.709961,590930000
^GSPC,1998-06-03,1093.219971,1082.72998,1082.72998,1081.089966,1097.430054,584480000
^GSPC,1998-06-04,1082.72998,1094.829956,1094.829956,1078.099976,1095.930054,577470000
^GSPC,1998-06-05,1095.099976,1113.859985,1113.859985,1094.829956,1113.880005,558440000
^GSPC,1998-06-08,1113.859985,1115.719971,1115.719971,1113.310059,1119.699951,543390000
^GSPC,1998-06-09,1115.719971,1118.410034,1118.410034,1111.310059,1119.920044,563610000
^GSPC,1998-06-10,1118.410034,1112.280029,1112.280029,1110.27002,1126,609410000
^GSPC,1998-06-11,1112.280029,1094.579956,1094.579956,1094.280029,1114.199951,627470000
^GSPC,1998-06-12,1094.579956,1098.839966,1098.839966,1080.829956,1098.839966,633300000
^GSPC,1998-06-15,1098.839966,1077.01001,1077.01001,1077.01001,1098.839966,595820000
^GSPC,1998-06-16,1077.01001,1087.589966,1087.589966,1074.670044,1087.589966,664600000
^GSPC,1998-06-17,1087.589966,1107.109985,1107.109985,1087.579956,1112.869995,744400000
^GSPC,1998-06-18,1107.109985,1106.369995,1106.369995,1103.709961,1109.359985,590440000
^GSPC,1998-06-19,1106.369995,1100.650024,1100.650024,1097.099976,1111.25,715500000
^GSPC,1998-06-22,1100.650024,1103.209961,1103.209961,1099.420044,1109.01001,531550000
^GSPC,1998-06-23,1103.209961,1119.48999,1119.48999,1103.209961,1119.48999,657100000
^GSPC,1998-06-24,1119.48999,1132.880005,1132.880005,1115.099976,1134.400024,714900000
^GSPC,1998-06-25,1132.880005,1129.280029,1129.280029,1127.599976,1142.040039,669900000
^GSPC,1998-06-26,1129.280029,1133.199951,1133.199951,1129.280029,1136.829956,520050000
^GSPC,1998-06-29,1133.199951,1138.48999,1138.48999,1133.199951,1145.150024,564350000
^GSPC,1998-06-30,1138.48999,1133.839966,1133.839966,1131.97998,1140.800049,757200000
^GSPC,1998-07-01,1133.839966,1148.560059,1148.560059,1133.839966,1148.560059,701600000
^GSPC,1998-07-02,1148.560059,1146.420044,1146.420044,1142.98999,1148.560059,510210000
^GSPC,1998-07-06,1146.420044,1157.329956,1157.329956,1145.030029,1157.329956,514750000
^GSPC,1998-07-07,1157.329956,1154.660034,1154.660034,1152.849976,1159.810059,624890000
^GSPC,1998-07-08,1154.660034,1166.380005,1166.380005,1154.660034,1166.890015,607230000
^GSPC,1998-07-09,1166.380005,1158.560059,1158.560059,1156.030029,1166.380005,663600000
^GSPC,1998-07-10,1158.569946,1164.329956,1164.329956,1150.880005,1166.930054,576080000
^GSPC,1998-07-13,1164.329956,1165.189941,1165.189941,1160.209961,1166.97998,574880000
^GSPC,1998-07-14,1165.189941,1177.579956,1177.579956,1165.189941,1179.76001,700300000
^GSPC,1998-07-15,1177.579956,1174.810059,1174.810059,1174.72998,1181.47998,723900000
^GSPC,1998-07-16,1174.810059,1183.98999,1183.98999,1170.400024,1184.02002,677800000
^GSPC,1998-07-17,1183.98999,1186.75,1186.75,1182.420044,1188.099976,618030000
^GSPC,1998-07-20,1186.75,1184.099976,1184.099976,1179.189941,1190.579956,560580000
^GSPC,1998-07-21,1184.099976,1165.069946,1165.069946,1163.050049,1187.369995,659700000
^GSPC,1998-07-22,1165.069946,1164.079956,1164.079956,1155.199951,1167.670044,739800000
^GSPC,1998-07-23,1164.079956,1139.75,1139.75,1139.75,1164.349976,741600000
^GSPC,1998-07-24,1139.75,1140.800049,1140.800049,1129.109985,1150.140015,698600000
^GSPC,1998-07-27,1140.800049,1147.27002,1147.27002,1128.189941,1147.27002,619990000
^GSPC,1998-07-28,1147.27002,1130.23999,1130.23999,1119.439941,1147.27002,703600000
^GSPC,1998-07-29,1130.23999,1125.209961,1125.209961,1121.97998,1138.560059,644350000
^GSPC,1998-07-30,1125.209961,1142.949951,1142.949951,1125.209961,1143.069946,687400000
^GSPC,1998-07-31,1142.949951,1120.670044,1120.670044,1114.300049,1142.969971,645910000
^GSPC,1998-08-03,1120.670044,1112.439941,1112.439941,1110.390015,1121.790039,620400000
^GSPC,1998-08-04,1112.439941,1072.119995,1072.119995,1071.819946,1119.72998,852600000
^GSPC,1998-08-05,1072.119995,1081.430054,1081.430054,1057.349976,1084.800049,851600000
^GSPC,1998-08-06,1081.430054,1089.630005,1089.630005,1074.939941,1090.949951,768400000
^GSPC,1998-08-07,1089.630005,1089.449951,1089.449951,1084.719971,1102.540039,759100000
^GSPC,1998-08-10,1089.449951,1083.140015,1083.140015,1081.76001,1092.819946,579180000
^GSPC,1998-08-11,1083.140015,1068.97998,1068.97998,1054,1083.140015,774400000
^GSPC,1998-08-12,1068.97998,1084.219971,1084.219971,1068.97998,1084.699951,711700000
^GSPC,1998-08-13,1084.219971,1074.910034,1074.910034,1074.910034,1091.5,660700000
^GSPC,1998-08-14,1074.910034,1062.75,1062.75,1057.219971,1083.920044,644030000
^GSPC,1998-08-17,1062.75,1083.670044,1083.670044,1055.079956,1083.670044,584380000
^GSPC,1998-08-18,1083.670044,1101.199951,1101.199951,1083.670044,1101.719971,690600000
^GSPC,1998-08-19,1101.199951,1098.060059,1098.060059,1094.930054,1106.319946,633630000
^GSPC,1998-08-20,1098.060059,1091.599976,1091.599976,1089.550049,1098.790039,621630000
^GSPC,1998-08-21,1091.599976,1081.23999,1081.23999,1054.920044,1091.599976,725700000
^GSPC,1998-08-24,1081.23999,1088.140015,1088.140015,1081.23999,1093.819946,558100000
^GSPC,1998-08-25,1088.140015,1092.849976,1092.849976,1085.530029,1106.640015,664900000
^GSPC,1998-08-26,1092.849976,1084.189941,1084.189941,1075.910034,1092.849976,674100000
^GSPC,1998-08-27,1084.189941,1042.589966,1042.589966,1037.609985,1084.189941,938600000
^GSPC,1998-08-28,1042.589966,1027.140015,1027.140015,1021.039978,1051.800049,840300000
^GSPC,1998-08-31,1027.140015,957.280029,957.280029,957.280029,1033.469971,917500000
^GSPC,1998-09-01,957.280029,994.26001,994.26001,939.97998,1000.710022,1216600000
^GSPC,1998-09-02,994.26001,990.47998,990.47998,988.400024,1013.190002,894600000
^GSPC,1998-09-03,990.469971,982.26001,982.26001,969.320007,990.469971,880500000
^GSPC,1998-09-04,982.26001,973.890015,973.890015,956.51001,991.409973,780300000
^GSPC,1998-09-08,973.890015,1023.460022,1023.460022,973.890015,1023.460022,814800000
^GSPC,1998-09-09,1023.460022,1006.200012,1006.200012,1004.559998,1027.719971,704300000
^GSPC,1998-09-10,1006.200012,980.190002,980.190002,968.640015,1006.200012,880300000
^GSPC,1998-09-11,980.190002,1009.059998,1009.059998,969.710022,1009.059998,819100000
^GSPC,1998-09-14,1009.059998,1029.719971,1029.719971,1009.059998,1038.380005,714400000
^GSPC,1998-09-15,1029.719971,1037.680054,1037.680054,1021.419983,1037.900024,724600000
^GSPC,1998-09-16,1037.680054,1045.47998,1045.47998,1029.310059,1046.069946,797500000
^GSPC,1998-09-17,1045.47998,1018.869995,1018.869995,1016.049988,1045.47998,694500000
^GSPC,1998-09-18,1018.869995,1020.090027,1020.090027,1011.859985,1022.01001,794700000
^GSPC,1998-09-21,1020.090027,1023.890015,1023.890015,993.820007,1026.02002,609880000
^GSPC,1998-09-22,1023.890015,1029.630005,1029.630005,1021.960022,1033.890015,694900000
^GSPC,1998-09-23,1029.630005,1066.089966,1066.089966,1029.630005,1066.089966,899700000
^GSPC,1998-09-24,1066.089966,1042.719971,1042.719971,1033.040039,1066.109985,805900000
^GSPC,1998-09-25,1042.719971,1044.75,1044.75,1028.48999,1051.890015,736800000
^GSPC,1998-09-28,1044.75,1048.689941,1048.689941,1042.22998,1061.459961,690500000
^GSPC,1998-09-29,1048.689941,1049.02002,1049.02002,1039.880005,1056.310059,760100000
^GSPC,1998-09-30,1049.02002,1017.01001,1017.01001,1015.72998,1049.02002,800100000
^GSPC,1998-10-01,1017.01001,986.390015,986.390015,981.289978,1017.01001,899700000
^GSPC,1998-10-02,986.390015,1002.599976,1002.599976,971.690002,1005.450012,902900000
^GSPC,1998-10-05,1002.599976,988.559998,988.559998,964.719971,1002.599976,817500000
^GSPC,1998-10-06,988.559998,984.590027,984.590027,974.809998,1008.77002,845700000
^GSPC,1998-10-07,984.590027,970.679993,970.679993,957.150024,995.659973,9.77e+08
^GSPC,1998-10-08,970.679993,959.440002,959.440002,923.320007,970.679993,1114600000
^GSPC,1998-10-09,959.440002,984.390015,984.390015,953.039978,984.419983,878100000
^GSPC,1998-10-12,984.390015,997.710022,997.710022,984.390015,1010.710022,691100000
^GSPC,1998-10-13,997.710022,994.799988,994.799988,987.549988,1000.780029,733300000
^GSPC,1998-10-14,994.799988,1005.530029,1005.530029,987.799988,1014.419983,791200000
^GSPC,1998-10-15,1005.530029,1047.48999,1047.48999,1000.119995,1053.089966,937600000
^GSPC,1998-10-16,1047.48999,1056.420044,1056.420044,1047.48999,1062.650024,1042200000
^GSPC,1998-10-19,1056.420044,1062.390015,1062.390015,1054.22998,1065.209961,738600000
^GSPC,1998-10-20,1062.390015,1063.930054,1063.930054,1060.609985,1084.060059,958200000
^GSPC,1998-10-21,1063.930054,1069.920044,1069.920044,1058.079956,1073.609985,745100000
^GSPC,1998-10-22,1069.920044,1078.47998,1078.47998,1061.469971,1080.430054,754900000
^GSPC,1998-10-23,1078.47998,1070.670044,1070.670044,1067.430054,1078.47998,637640000
^GSPC,1998-10-26,1070.670044,1072.319946,1072.319946,1068.170044,1081.22998,609910000
^GSPC,1998-10-27,1072.319946,1065.339966,1065.339966,1063.060059,1087.079956,764500000
^GSPC,1998-10-28,1065.339966,1068.089966,1068.089966,1059.650024,1072.790039,677500000
^GSPC,1998-10-29,1068.089966,1085.930054,1085.930054,1065.949951,1086.109985,699400000
^GSPC,1998-10-30,1085.930054,1098.670044,1098.670044,1085.930054,1103.780029,7.85e+08
^GSPC,1998-11-02,1098.670044,1111.599976,1111.599976,1098.670044,1114.439941,753800000
^GSPC,1998-11-03,1111.599976,1110.839966,1110.839966,1106.420044,1115.02002,704300000
^GSPC,1998-11-04,1110.839966,1118.670044,1118.670044,1110.589966,1127.180054,861100000
^GSPC,1998-11-05,1118.670044,1133.849976,1133.849976,1109.550049,1133.880005,770200000
^GSPC,1998-11-06,1133.849976,1141.01001,1141.01001,1131.180054,1141.300049,683100000
^GSPC,1998-11-09,1141.01001,1130.199951,1130.199951,1123.170044,1141.01001,592990000
^GSPC,1998-11-10,1130.199951,1128.26001,1128.26001,1122.800049,1135.369995,671300000
^GSPC,1998-11-11,1128.26001,1120.969971,1120.969971,1117.400024,1136.25,715700000
^GSPC,1998-11-12,1120.969971,1117.689941,1117.689941,1115.550049,1126.569946,662300000
^GSPC,1998-11-13,1117.689941,1125.719971,1125.719971,1116.76001,1126.339966,602270000
^GSPC,1998-11-16,1125.719971,1135.869995,1135.869995,1125.719971,1138.719971,615580000
^GSPC,1998-11-17,1135.869995,1139.319946,1139.319946,1129.670044,1151.709961,705200000
^GSPC,1998-11-18,1139.319946,1144.47998,1144.47998,1133.069946,1144.52002,652510000
^GSPC,1998-11-19,1144.47998,1152.609985,1152.609985,1144.420044,1155.099976,6.71e+08
^GSPC,1998-11-20,1152.609985,1163.550049,1163.550049,1152.609985,1163.550049,721200000
^GSPC,1998-11-23,1163.550049,1188.209961,1188.209961,1163.550049,1188.209961,774100000
^GSPC,1998-11-24,1188.209961,1182.98999,1182.98999,1181.810059,1191.300049,766200000
^GSPC,1998-11-25,1182.98999,1186.869995,1186.869995,1179.369995,1187.160034,583580000
^GSPC,1998-11-27,1186.869995,1192.329956,1192.329956,1186.829956,1192.969971,256950000
^GSPC,1998-11-30,1192.329956,1163.630005,1163.630005,1163.630005,1192.719971,687900000
^GSPC,1998-12-01,1163.630005,1175.280029,1175.280029,1150.310059,1175.890015,789200000
^GSPC,1998-12-02,1175.280029,1171.25,1171.25,1157.76001,1175.280029,727400000
^GSPC,1998-12-03,1171.25,1150.140015,1150.140015,1149.609985,1176.98999,799100000
^GSPC,1998-12-04,1150.140015,1176.73999,1176.73999,1150.140015,1176.73999,709700000
^GSPC,1998-12-07,1176.73999,1187.699951,1187.699951,1176.709961,1188.959961,671200000
^GSPC,1998-12-08,1187.699951,1181.380005,1181.380005,1172.780029,1193.530029,727700000
^GSPC,1998-12-09,1181.380005,1183.48999,1183.48999,1175.890015,1185.219971,694200000
^GSPC,1998-12-10,1183.48999,1165.02002,1165.02002,1163.75,1183.77002,748600000
^GSPC,1998-12-11,1165.02002,1166.459961,1166.459961,1153.189941,1167.890015,688900000
^GSPC,1998-12-14,1166.459961,1141.199951,1141.199951,1136.890015,1166.459961,741800000
^GSPC,1998-12-15,1141.199951,1162.829956,1162.829956,1141.199951,1162.829956,777900000
^GSPC,1998-12-16,1162.829956,1161.939941,1161.939941,1154.689941,1166.290039,725500000
^GSPC,1998-12-17,1161.939941,1179.97998,1179.97998,1161.939941,1180.030029,739400000
^GSPC,1998-12-18,1179.97998,1188.030029,1188.030029,1178.27002,1188.890015,839600000
^GSPC,1998-12-21,1188.030029,1202.839966,1202.839966,1188.030029,1210.880005,744800000
^GSPC,1998-12-22,1202.839966,1203.569946,1203.569946,1192.719971,1209.219971,680500000
^GSPC,1998-12-23,1203.569946,1228.540039,1228.540039,1203.569946,1229.890015,697500000
^GSPC,1998-12-24,1228.540039,1226.27002,1226.27002,1224.849976,1229.719971,246980000
^GSPC,1998-12-28,1226.27002,1225.48999,1225.48999,1221.170044,1231.52002,531560000
^GSPC,1998-12-29,1225.48999,1241.810059,1241.810059,1220.780029,1241.859985,586490000
^GSPC,1998-12-30,1241.810059,1231.930054,1231.930054,1231.199951,1244.930054,594220000
^GSPC,1998-12-31,1231.930054,1229.22998,1229.22998,1224.959961,1237.180054,719200000
^GSPC,1999-01-04,1229.22998,1228.099976,1228.099976,1219.099976,1248.810059,8.77e+08
^GSPC,1999-01-05,1228.099976,1244.780029,1244.780029,1228.099976,1246.109985,7.75e+08
^GSPC,1999-01-06,1244.780029,1272.339966,1272.339966,1244.780029,1272.5,986900000
^GSPC,1999-01-07,1272.339966,1269.72998,1269.72998,1257.680054,1272.339966,8.63e+08
^GSPC,1999-01-08,1269.72998,1275.089966,1275.089966,1261.819946,1278.23999,937800000
^GSPC,1999-01-11,1275.089966,1263.880005,1263.880005,1253.339966,1276.219971,8.18e+08
^GSPC,1999-01-12,1263.880005,1239.51001,1239.51001,1238.290039,1264.449951,800200000
^GSPC,1999-01-13,1239.51001,1234.400024,1234.400024,1205.459961,1247.75,931500000
^GSPC,1999-01-14,1234.400024,1212.189941,1212.189941,1209.540039,1236.810059,797200000
^GSPC,1999-01-15,1212.189941,1243.26001,1243.26001,1212.189941,1243.26001,798100000
^GSPC,1999-01-19,1243.26001,1252,1252,1234.910034,1253.27002,785500000
^GSPC,1999-01-20,1252,1256.619995,1256.619995,1251.540039,1274.069946,905700000
^GSPC,1999-01-21,1256.619995,1235.160034,1235.160034,1232.189941,1256.939941,871800000
^GSPC,1999-01-22,1235.160034,1225.189941,1225.189941,1217.969971,1236.410034,785900000
^GSPC,1999-01-25,1225.189941,1233.97998,1233.97998,1219.459961,1233.97998,723900000
^GSPC,1999-01-26,1233.97998,1252.310059,1252.310059,1233.97998,1253.25,896400000
^GSPC,1999-01-27,1252.310059,1243.170044,1243.170044,1242.819946,1262.609985,893800000
^GSPC,1999-01-28,1243.170044,1265.369995,1265.369995,1243.170044,1266.400024,848800000
^GSPC,1999-01-29,1265.369995,1279.640015,1279.640015,1255.180054,1280.369995,9.17e+08
^GSPC,1999-02-01,1279.640015,1273,1273,1271.310059,1283.75,799400000
^GSPC,1999-02-02,1273,1261.98999,1261.98999,1247.560059,1273.48999,845500000
^GSPC,1999-02-03,1261.98999,1272.069946,1272.069946,1255.27002,1276.040039,876500000
^GSPC,1999-02-04,1272.069946,1248.48999,1248.48999,1248.359985,1272.22998,854400000
^GSPC,1999-02-05,1248.48999,1239.400024,1239.400024,1232.280029,1251.859985,8.72e+08
^GSPC,1999-02-08,1239.400024,1243.77002,1243.77002,1231.97998,1246.930054,705400000
^GSPC,1999-02-09,1243.77002,1216.140015,1216.140015,1215.630005,1243.969971,7.36e+08
^GSPC,1999-02-10,1216.140015,1223.550049,1223.550049,1211.890015,1226.780029,721400000
^GSPC,1999-02-11,1223.550049,1254.040039,1254.040039,1223.189941,1254.050049,815800000
^GSPC,1999-02-12,1254.040039,1230.130005,1230.130005,1225.530029,1254.040039,691500000
^GSPC,1999-02-16,1230.130005,1241.869995,1241.869995,1230.130005,1252.170044,653760000
^GSPC,1999-02-17,1241.869995,1224.030029,1224.030029,1220.920044,1249.310059,735100000
^GSPC,1999-02-18,1224.030029,1237.280029,1237.280029,1220.699951,1239.130005,742400000
^GSPC,1999-02-19,1237.280029,1239.219971,1239.219971,1232.030029,1247.910034,7e+08
^GSPC,1999-02-22,1239.219971,1272.140015,1272.140015,1239.219971,1272.219971,718500000
^GSPC,1999-02-23,1272.140015,1271.180054,1271.180054,1263.359985,1280.380005,781100000
^GSPC,1999-02-24,1271.180054,1253.410034,1253.410034,1251.939941,1283.839966,7.82e+08
^GSPC,1999-02-25,1253.410034,1245.02002,1245.02002,1225.01001,1253.410034,740500000
^GSPC,1999-02-26,1245.02002,1238.329956,1238.329956,1226.23999,1246.72998,784600000
^GSPC,1999-03-01,1238.329956,1236.160034,1236.160034,1221.880005,1238.699951,699500000
^GSPC,1999-03-02,1236.160034,1225.5,1225.5,1221.869995,1248.310059,753600000
^GSPC,1999-03-03,1225.5,1227.699951,1227.699951,1216.030029,1231.630005,751700000
^GSPC,1999-03-04,1227.699951,1246.640015,1246.640015,1227.699951,1247.73999,770900000
^GSPC,1999-03-05,1246.640015,1275.469971,1275.469971,1246.640015,1275.72998,834900000
^GSPC,1999-03-08,1275.469971,1282.72998,1282.72998,1271.579956,1282.73999,714600000
^GSPC,1999-03-09,1282.72998,1279.839966,1279.839966,1275.109985,1293.73999,803700000
^GSPC,1999-03-10,1279.839966,1286.839966,1286.839966,1275.160034,1287.02002,841900000
