car_model,car_price,date,time,total_mileage,year,gear_type,fuel_type,url,city,area
"HB20 1.6 Comfort, ano 2013 com apenas 84mil Km. ",48900.0,1 mar,12:38,84800.0,2013,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-comfort-ano-2013-com-apenas-84mil-km-1153251804,Santa Cruz do Sul,Goiás
Hyundai HB20 1.6 - Automático (Carro muito conservado),48900.0,1 mar,10:47,122000.0,2014,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-automatico-carro-muito-conservado-1153188632,Gravataí,Morada do Vale I
HB20 2016/2017 1.6 Ocean 16V Flex 4P Manual,61990.0,1 mar,10:46,76000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2016-2017-1-6-ocean-16v-flex-4p-manual-1153188316,Porto Alegre,Santa Maria Goretti
HB20 1.6 MT COMFORT PLUS,64990.0,1 mar,10:39,65000.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-mt-comfort-plus-1153185151,Soledade,Santa Maria Goretti
Hyundai HB20 1.0 TURBO EVOL AUTOMATICO 2022,84000.0,1 mar,10:37,33000.0,2022,Automático,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-turbo-evol-automatico-2022-1153180563,Santo Ângelo,Centro
Barbada! 48000,48000.0,1 mar,10:31,1.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/barbada-48000-1153178729,Caxias do Sul,Santa Catarina
HB20 Comfort 1.6,50000.0,1 mar,10:30,93000.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-1-6-1153178286,Santa Maria,Nossa Senhora do Rosário
HYUNDAI HB20 COMFORT PLUS 1.0 FLEX 12V MEC. 2019,62900.0,1 mar,10:05,33738.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-comfort-plus-1-0-flex-12v-mec-2019-1153165145,Gravataí,Vera Cruz
HYUNDAI HB20 1.0 12V 4P FLEX VISION 2021,67900.0,1 mar,10:05,62738.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-4p-flex-vision-2021-1153165126,Porto Alegre,São João
HYUNDAI HB20 1.0 COMFORT 2018,57900.0,1 mar,10:05,68177.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-comfort-2018-1153165089,Porto Alegre,Petrópolis
Hyundai Hb20 1.0 COMFORT PLUS 12V FLEX 4P MANUAL,61900.0,1 mar,09:54,41811.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-comfort-plus-12v-flex-4p-manual-978040267,Gravataí,Vera Cruz
Hb20,59800.0,1 mar,09:19,58000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1153139766,Vera Cruz,Vera Cruz
HYUNDAI HB20 1.6 COMFORT PLUS 16V FLEX 4P MANUAL 2016,59900.0,1 mar,09:15,54913.0,2016,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-comfort-plus-16v-flex-4p-manual-2016-1143570620,Gravataí,Vera Cruz
HYUNDAI HB20 1.6 PREMIUM AUT 2015,58500.0,1 mar,09:13,108000.0,2015,Automático,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-premium-aut-2015-1112850924,Não,Vera Cruz
HYUNDAI HB20 1.0M COMFOR 2017,44990.0,1 mar,09:01,159000.0,2017,Manual,Gás Natural,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0m-comfor-2017-1114650638,Porto Alegre,Teresópolis
Hb 20  For You Top,54990.0,28 fev,20:23,72450.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb-20-for-you-top-1144985377,Esteio,Centro
HB20 1.0 Sense 2021,65900.0,28 fev,20:23,15000.0,2021,Manual,Gasolina,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-sense-2021-1152940683,Santa Maria,Nossa Senhora do Rosário
HB20 1.0 Turbo Evolution 2021 ,68900.0,28 fev,19:38,33000.0,2021,Automático,Gasolina,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-turbo-evolution-2021-1152922400,Porto Alegre,Azenha
HB20 2016,48900.0,28 fev,19:21,92000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2016-1152917978,Guaíba,Coronel Nassuca
Hb20 1.0,51800.0,28 fev,19:12,73639.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-1152912804,Gravataí,Parque Ipiranga
HYUNDAI HB20 UNIQUE _4P_ 2019,58900.0,28 fev,18:55,45942.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-unique-4p-2019-1148138082,Viamão,Viamópolis
Alugo HB20 para motorista Uber e 99,450.0,28 fev,17:18,5000.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/alugo-hb20-para-motorista-uber-e-99-1152867672,Dois Irmãos,Viamópolis
HB20 1.6 Premium 2014,51900.0,28 fev,17:14,115000.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-premium-2014-1082074621,Porto Alegre,Jardim Sabará
Hyundai HB20 Unique 1.0 Flex  Financia Até 60X Sem Entrada,59900.0,28 fev,17:11,0.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-unique-1-0-flex-financia-ate-60x-sem-entrada-1152862496,Sapiranga,Amaral Ribeiro
Hyundai HB20 1.0 unique 2019,59990.0,28 fev,16:15,85000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-unique-2019-1147959273,Porto Alegre,Partenon
HB20 1.0 style,54900.0,28 fev,16:04,0.0,2017,Manual,Gasolina,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-style-1067907646,Canoas,Centro
HB20 Comfort 1.0 2014,47800.0,28 fev,15:16,999.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-1-0-2014-1147157845,Sapucaia do Sul,Primor
hyundai/hb20 1.6 automatico unica dona impecavel,53900.0,28 fev,14:16,0.0,2015,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-automatico-unica-dona-impecavel-1137336344,Dois Irmãos,Primor
Hyundai HB20 1.6 m confort 4P,58900.0,28 fev,14:13,80000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-m-confort-4p-1152758479,Caxias do Sul,São Cristóvão
Hb20 Sedan 1.6 Comfort 2015 ,54900.0,28 fev,13:48,71000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-sedan-1-6-comfort-2015-1142419592,Gravataí,Bom Princípio
HYUNDAI HB20 1.0 12V 4P FLEX SENSE 2021,64900.0,28 fev,13:06,31647.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-4p-flex-sense-2021-1148098358,Porto Alegre,Petrópolis
HYUNDAI HB20 1.0 12V 4P FLEX VISION 2021,68900.0,28 fev,13:06,21569.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-4p-flex-vision-2021-1150191938,Novo Hamburgo,Pátria Nova
HB20 2021/2022 1.0 TGDI FLEX EVOLUTION AUTOMÁTICO,82550.0,28 fev,13:03,43429.0,2022,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2021-2022-1-0-tgdi-flex-evolution-automatico-1119756443,Porto Alegre,Petrópolis
Hb20 Evolution Tgdi At 1.0,83900.0,28 fev,12:17,40600.0,2022,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-evolution-tgdi-at-1-0-1133159465,Porto Alegre,São Sebastião
HB20 2014 segunda dona baixa quilometragem,44000.0,28 fev,10:13,58000.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2014-segunda-dona-baixa-quilometragem-1152630573,Porto Alegre,Floresta
HYUNDAI HB20 1.0 TGDI AT EVOLUTION BLUEMEDIA 2020,79900.0,28 fev,09:57,60004.0,2020,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-tgdi-at-evolution-bluemedia-2020-1135573610,Canoas,Centro
HB20 - 2014 - abaixo da fipe,43100.0,28 fev,09:49,91500.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hb20-2014-abaixo-da-fipe-1152616408,Rio Grande,Getúlio Vargas
Hyundai Hb20 Confort Pluss1.6,55500.0,28 fev,09:31,100000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-confort-pluss1-6-1102584956,Porto Alegre,Sarandi
Hyundai HB20 HB20 Platinum 1.0 TB Flex 12V Mec.,84900.0,28 fev,09:25,23800.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-hb20-platinum-1-0-tb-flex-12v-mec-1147456327,Porto Alegre,Petrópolis
Hb20,50900.0,28 fev,08:21,1.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1150945281,São Leopoldo,Pinheiro
Hb20 Confort Style 1.0 2016,51900.0,27 fev,21:46,81139.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-style-1-0-2016-1145995080,Esteio,Liberdade
Hyundai HB20 1.0 Preto Unique - IPVA 2023 PAGO,56000.0,27 fev,20:15,54000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-preto-unique-ipva-2023-pago-1152422889,Porto Alegre,Hípica
Hb20 Confort Plus 1.0 2016,49600.0,27 fev,19:38,94000.0,2016,Manual,Gasolina,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-plus-1-0-2016-1152411373,Porto Alegre,Tristeza
Hyundai HB20 1.6 2014,50900.0,27 fev,19:06,83000.0,2014,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-2014-1152395587,Canoas,Nossa Senhora das Graças
Hyundai Hb20 1.0 COMFORT 12V FLEX 4P MANUAL,53990.0,27 fev,18:45,24243.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-comfort-12v-flex-4p-manual-1148643376,Santa Maria,Km 3
HB20 Confort Style ,46500.0,27 fev,18:26,73991.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-style-1146848190,Pelotas,Fragata
HB 20 2016 Confort 1.0 (Segundo Dono),47500.0,27 fev,17:41,106000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb-20-2016-confort-1-0-segundo-dono-1097306539,Cachoeirinha,Central Park
Hyundai Hb20 1.0 12V FLEX SENSE MANUAL,65900.0,27 fev,16:05,41229.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-flex-sense-manual-1148078654,Porto Alegre,Navegantes
HYUNDAI HB20 1.6 PREMIUM 16V FLEX 4P AUTOMÁTICO,72900.0,27 fev,15:02,84000.0,2017,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-premium-16v-flex-4p-automatico-1150090185,Encantado,Navegantes
HYUNDAI HB20 COMFORT  1.6,58000.0,27 fev,15:01,97412.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-comfort-1-6-1152290741,Passo Fundo,Vila Rodrigues
Hyundai Hb20 Vision ,69900.0,27 fev,14:48,20000.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-vision-1152283622,Bento Gonçalves,São Vendelino
HYUNDAI HB20 1.0 TGDI AT EVOLUTION BLUEMEDIA 2022,86900.0,27 fev,14:21,28208.0,2022,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-tgdi-at-evolution-bluemedia-2022-1152268273,Gravataí,Vera Cruz
HYUNDAI HB20 1.0 TGDI AT EVOLUTION BLUEMEDIA 2022,86900.0,27 fev,14:21,21290.0,2022,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-tgdi-at-evolution-bluemedia-2022-1152268207,Canoas,Centro
HYUNDAI HB20 COMFORT PLUS 1.0 FLEX 12V MEC. 2019,62900.0,27 fev,14:21,60314.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-comfort-plus-1-0-flex-12v-mec-2019-1152268178,Gravataí,Vera Cruz
Hyundai HB20 confort 1.0 única Dona ,52900.0,27 fev,12:36,83000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-confort-1-0-unica-dona-1152178083,São Leopoldo,Fião
Hyudai HB20 Confort/Plus 1.0 12v 2017,54900.0,27 fev,11:44,72000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyudai-hb20-confort-plus-1-0-12v-2017-1135980218,Capão da Canoa,Fião
Sucata Hyundai HB20 2015 128cv 1.6 Flex (Somente Retirada de Peças),50000.0,27 fev,10:52,999999999999.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sucata-hyundai-hb20-2015-128cv-1-6-flex-somente-retirada-de-pecas-1126065897,Novo Hamburgo,Ideal
HB20 1.6 HATCH! ÓTIMO ESTADO DE CONSERVAÇÃO ! ATÉ 100% FINANCIADO!,49900.0,27 fev,10:02,0.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-hatch-otimo-estado-de-conservacao-ate-100-financiado-1123449867,Sapiranga,Centro
Hyundai HB20 Comfort 1.0 Ano 2017,52000.0,27 fev,09:54,77000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-comfort-1-0-ano-2017-1089107131,Agudo,Centro
HB20 1.0 Comfort 12v 2015,49900.0,27 fev,08:59,80000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-comfort-12v-2015-1083701406,Caxias do Sul,Kayser
Hyundai Hb20 1.0 UNIQUE 12V FLEX 4P MANUAL,52900.0,27 fev,08:51,46176.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-unique-12v-flex-4p-manual-1139201691,Taquara,Kayser
HB20 CONFORT PLUS 15/15,46900.0,27 fev,08:38,69610.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-plus-15-15-1114931181,Porto Alegre,Partenon
HB20 2020 1.0 completo!,62900.0,26 fev,23:43,1000.0,2020,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2020-1-0-completo-1152058829,Esteio,Tamandaré
Hyundai Hb20 1.0 12v Limited,95390.0,26 fev,22:26,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-limited-1079206813,Caxias do Sul,Nossa Senhora de Fátima
hb20 1.6 m manual,47900.0,26 fev,21:58,90000.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-m-manual-1111744002,Porto Alegre,Sarandi
Hyundai Hb20 1.0 12v Sense,86290.0,26 fev,21:37,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-sense-1066955158,Caxias do Sul,Nossa Senhora de Fátima
HB20 2019/2019 1.0 UNIQUE 12V FLEX 4P MANUAL,56650.0,26 fev,21:37,65796.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2019-2019-1-0-unique-12v-flex-4p-manual-1135997072,Porto Alegre,Petrópolis
Hyundai Hb20 1.0 12v Sense,87390.0,26 fev,21:31,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-sense-1066948345,Caxias do Sul,Nossa Senhora de Fátima
Muito novo! Hyundai HB20 Unique 1.0 Flex 2019 ,57900.0,26 fev,21:19,54000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/muito-novo-hyundai-hb20-unique-1-0-flex-2019-1137407284,Três Coroas,Nossa Senhora de Fátima
Hyundai HB20 Comf./C.Plus/C.Style 1.0 Flex 12V 2018 Flex,53800.0,26 fev,20:17,51700.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-comf-c-plus-c-style-1-0-flex-12v-2018-flex-1126307225,Porto Alegre,São João
Hyundai HB 20 (único dono) ,56500.0,26 fev,18:47,80000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb-20-unico-dono-1151993794,Marcelino Ramos,São João
Hyundai HB20 1.6 Comfort 16V 2015 (Completo),50900.0,26 fev,18:38,98000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-comfort-16v-2015-completo-1143399904,Porto Alegre,Petrópolis
Hb20 Hatch 1.6 ,57700.0,26 fev,17:58,128500.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-hatch-1-6-1144482197,Canoas,Niterói
Hb20 1.6 confort Plus Automático 2014,55000.0,26 fev,17:45,90000.0,2014,Automático,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-confort-plus-automatico-2014-1151977476,Pelotas,São Gonçalo
Hyundai Hb20 1.0 12v Sense,87390.0,26 fev,17:14,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-sense-1107594728,Caxias do Sul,Nossa Senhora de Fátima
Hb20,65900.0,26 fev,17:14,53500.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1150022051,Santa Cruz do Sul,Goiás
Hyundai Hb20 1.0 Tgdi Platinum,115990.0,26 fev,15:58,0.0,2023,Automático,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-tgdi-platinum-1066894788,Caxias do Sul,Nossa Senhora de Fátima
Hyundai Hb20 1.0 12v Limited,95390.0,26 fev,13:21,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-limited-1079206944,Caxias do Sul,Nossa Senhora de Fátima
Vendo Hyunday HB20 Sense,56000.0,26 fev,10:29,15500.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-hyunday-hb20-sense-1151843165,Porto Alegre,Morro Santana
Hb20 Comfort Plus/Style 1.6 Completo ,55900.0,26 fev,10:27,63000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-plus-style-1-6-completo-1118987144,Caçapava do Sul,Morro Santana
HYUNDAI HB20 SENSE 1.0 2021,65900.0,26 fev,09:50,0.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-sense-1-0-2021-979455853,Pelotas,Centro
Hyundai Hb20 1.0 12v Vision,106290.0,26 fev,09:40,0.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-vision-1066919832,Caxias do Sul,Nossa Senhora de Fátima
Hyundai Hb20 1.0 12v Comfort,89690.0,25 fev,22:09,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-comfort-1066661678,Caxias do Sul,Nossa Senhora de Fátima
Hyundai Hb20 1.0 Tgdi Comfort,109790.0,25 fev,20:09,0.0,2023,Automático,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-tgdi-comfort-1066968126,Caxias do Sul,Nossa Senhora de Fátima
Hb20 1.0 Unique Mec Apenas 34.000 km Zerado - Onix C3 208 Gol Ka,59900.0,25 fev,19:12,34000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-unique-mec-apenas-34-000-km-zerado-onix-c3-208-gol-ka-1151713999,Passo Fundo,Vila Rodrigues
HB20 Comfort 1.0/Hatch,39000.0,25 fev,17:01,89000.0,2013,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-1-0-hatch-1151676647,Gravataí,Dona Mercedes
HB20 1.6 COMFORT PLUS FLEX ,71900.0,25 fev,15:26,28340.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-comfort-plus-flex-1128125195,Carazinho,Dona Mercedes
