car_model,car_price,date,time,total_mileage,year,gear_type,fuel_type,url,city,area
Hyundai HB20 Unique 10 12v Flex - Ano 2019 Completo,56900.0,25 fev,11:15,48000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-unique-10-12v-flex-ano-2019-completo-1151540181,Canoas,Niterói
Hb20 1.0 Unique,51990.0,25 fev,10:48,47000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-unique-1151528909,Novo Hamburgo,Santo Afonso
Hyundai HB20 Vision ,69900.0,25 fev,00:15,7000.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-vision-953585474,Taquara,Nossa Senhora de Fátima
Hyundai Hb20 1.0 12v Comfort,94917.0,24 fev,21:09,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-comfort-1066955895,Caxias do Sul,Nossa Senhora de Fátima
Hyundai Hb20 1.0 12v Comfort,89690.0,24 fev,19:45,0.0,2023,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-comfort-1066957656,Caxias do Sul,Nossa Senhora de Fátima
"HB20 1.6 , 2016 Confort/Plus Automatico zerado",62500.0,24 fev,19:22,60000.0,2016,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-2016-confort-plus-automatico-zerado-1057560057,Porto Alegre,São Sebastião
HB20 1.0 COMFORT 2019,63900.0,24 fev,16:57,68000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-comfort-2019-1134503160,Novo Hamburgo,Pátria Nova
Hyundai HB20 2017 completo 1.6 Confort Plus ,59800.0,24 fev,16:36,70000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2017-completo-1-6-confort-plus-1141229202,São Marcos,Pátria Nova
Hyundai HB20 1.0 - 2016 - Preto - Leia o Anúncio,44900.0,24 fev,16:11,184000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-2016-preto-leia-o-anuncio-1151260690,Canoas,Marechal Rondon
HB20 1.0 COMFORT PLUS FLEX,54900.0,24 fev,14:57,85173.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-comfort-plus-flex-1110263249,Carazinho,Marechal Rondon
HB 20,51900.0,24 fev,14:14,72400.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb-20-1151197257,Canoas,Igara
HYUNDAI HB20 1.6 COMFORT STYLE 16V FLEX 4P MANUAL,65900.0,24 fev,09:05,71299.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-comfort-style-16v-flex-4p-manual-1151029086,Novo Hamburgo,Rondônia
HB20 1.0 CONFORT 2019,56000.0,24 fev,00:49,85000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-confort-2019-1150950857,Caxias do Sul,Nossa Senhora da Saúde
Hb20x 1.6 Premium Automático 2015,58900.0,23 fev,23:02,61000.0,2015,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20x-1-6-premium-automatico-2015-1110908625,Canoas,Niterói
Hb 20 copa 2015 ,50990.0,23 fev,20:58,90000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb-20-copa-2015-1150891081,Osório,Niterói
Hb20 Hatch,42000.0,23 fev,19:43,111000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-hatch-1150852730,Alvorada,Stella Maris
HB20 Confort 1.0 2018 Único dono - Particular - 64.000 km,53000.0,23 fev,16:38,64000.0,2018,Manual,Gasolina,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-1-0-2018-unico-dono-particular-64-000-km-1150777441,Porto Alegre,Petrópolis
Hb20,55900.0,23 fev,13:22,70000.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-1143911911,Cruz Alta,Brum
Hb20,49500.0,23 fev,13:15,55000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-1150676016,Tupanciretã,Brum
"Hyundai HB20 1.0 Comfort 2017 127.000 km - 3.000,00  abaixo da fipe - IPVA pg",48500.0,23 fev,13:09,127000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-comfort-2017-127-000-km-3-000-00-abaixo-da-fipe-ipva-pg-1150673012,Esteio,Jardim Planalto
Hyundai HB20,49900.0,23 fev,11:54,150000.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1150627627,Novo Hamburgo,Canudos
HB20 1.6 Comfort Plus,55900.0,23 fev,11:48,83000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-comfort-plus-1150625417,Santa Maria,Camobi
Hb20 comfort plus 2018 1.0,51900.0,22 fev,21:05,94000.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-plus-2018-1-0-1150430509,Porto Alegre,Coronel Aparício Borges
HYUNDAI HB20 HB20 UNIQUE 1.0 FLEX 12V MEC.,57900.0,22 fev,15:59,56979.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-hb20-unique-1-0-flex-12v-mec-1150305989,Novo Hamburgo,Rio Branco
"HB20 2014 Confort  1.0 , Completo , Muito bom estado",41990.0,22 fev,14:28,113.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2014-confort-1-0-completo-muito-bom-estado-1150261372,Porto Alegre,Sarandi
HB20 2019 Unique Completo Impecavel,56900.0,22 fev,13:31,60000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2019-unique-completo-impecavel-1107410533,Sapiranga,Centro
Hyundai HB20 Confort 1.0 - 2017 un dona,49900.0,22 fev,12:15,82000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-confort-1-0-2017-un-dona-1138765209,Porto Alegre,Jardim Lindóia
HB20 ,58500.0,22 fev,11:54,46500.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hb20-1150186098,Pelotas,Centro
Hyundai Hb20 Comfort 1.0 2019 placa RS 39000km,61990.0,22 fev,11:49,39000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-comfort-1-0-2019-placa-rs-39000km-1145518378,Cachoeirinha,Vila Cachoeirinha
Vendo HB20 - Comfort Plus 1.0,47000.0,22 fev,11:09,76800.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-hb20-comfort-plus-1-0-1120890103,Imbé,Vila Cachoeirinha
Hb20 espetacular ipva 2023 pago,45990.0,22 fev,10:09,69200.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-espetacular-ipva-2023-pago-1136229036,Cachoeirinha,Vila Cachoeirinha
Hb20 evolution top impecavel  ,71990.0,22 fev,10:01,52300.0,2020,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-evolution-top-impecavel-1136237694,Cachoeirinha,Vila Cachoeirinha
HB 20 Comfort 1.0 Flex,58900.0,22 fev,09:56,55000.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb-20-comfort-1-0-flex-1045237371,Canoas,Centro
HB20 1.6 Premium Automático,79500.0,22 fev,08:59,59037.0,2019,Automático,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-premium-automatico-1150099574,Tapejara,Centro
HYUNDAI HB20 1.0 SENSE ,68900.0,21 fev,20:46,31000.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-sense-1143605267,Santa Cruz do Sul,Goiás
HYUNDAI HB20 1.6 CONFORT PLUS AUT 2013,49900.0,21 fev,13:29,78000.0,2013,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-confort-plus-aut-2013-1117030790,Porto Alegre,São Sebastião
HB20 ,48000.0,21 fev,11:00,96500.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1149723335,Teutônia,São Sebastião
Hyundai Hb20 Unique - Ano 2019 - na cor Branca,58900.0,21 fev,10:15,0.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-unique-ano-2019-na-cor-branca-1070335201,Santo Antônio da Patrulha,São Sebastião
"Hb20 Vision, Câmbio Automático",80900.0,21 fev,09:25,42000.0,2020,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-vision-cambio-automatico-1101088087,Dois Irmãos,São Sebastião
Hb20 1.6 comfort style 2016 novo ,55900.0,20 fev,22:40,63000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-comfort-style-2016-novo-1124239887,Pelotas,Três Vendas
HB20 1.0 Confort  2014,47900.0,20 fev,20:21,90201.0,2013,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-confort-2014-1149557589,Sapucaia do Sul,Primor
HB20 R Spec 2016 Impecável e com baixa KM,56900.0,20 fev,17:51,67000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-r-spec-2016-impecavel-e-com-baixa-km-1135509195,Lajeado,Conventos
Hb20 Vision 1.0 2022 placa i,69990.0,20 fev,16:23,20500.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-vision-1-0-2022-placa-i-1104337617,Cachoeirinha,Vila Cachoeirinha
HB20 1.6 Confort Plus,53900.0,20 fev,13:50,63000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-confort-plus-1133050482,Santa Cruz do Sul,Country
Hb20 1.6 automatic 2019,68900.0,20 fev,10:16,60000.0,2019,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-automatic-2019-1126902864,Porto Alegre,Glória
HB 20 1.6,40000.0,20 fev,07:43,104000.0,2013,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb-20-1-6-1060074374,Nova Santa Rita,Glória
HB20 2019 - Apenas 29.000 KM - A baixo da Fipe,55900.0,19 fev,22:21,29000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hb20-2019-apenas-29-000-km-a-baixo-da-fipe-1149241595,Rio Grande,Cidade Nova
Hb20 confort plus ,48000.0,19 fev,20:21,110000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-plus-1149222000,Osório,Cidade Nova
HB20 C.Plus 1.6 2014 Flex,49990.0,19 fev,18:51,96752.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-c-plus-1-6-2014-flex-1140524020,Canoas,Niterói
Hb20 1.0 comfort 10 a baixo da fipe,37000.0,19 fev,16:47,60000.0,2014,Manual,Gasolina,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-comfort-10-a-baixo-da-fipe-1137363848,Caxias do Sul,Centro
Vendo Hb20 ,66000.0,19 fev,09:13,72000.0,2017,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-hb20-1122655782,Capão da Canoa,Centro
HB20 1.6 2017 Preto Único Dono 46000km Banco de Couro Original IPVA 23 PAGO,57000.0,19 fev,06:39,46000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-2017-preto-unico-dono-46000km-banco-de-couro-original-ipva-23-pago-1149190993,Pelotas,Centro
Hb20 1.6 ,44000.0,18 fev,15:51,97000.0,2013,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-1149067616,Guaíba,Colina
vendo ou troco HB20 confort 1.0 2015 completo,43000.0,18 fev,15:34,115000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-ou-troco-hb20-confort-1-0-2015-completo-1149061919,Viamão,São Lucas
Hb20 2013,40500.0,18 fev,11:30,130.0,2013,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-2013-1148966298,Canela,São Lucas
HB20 1.6 CONFORT PLUS 16V FLEX 2013,45900.0,17 fev,20:03,90000.0,2013,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-confort-plus-16v-flex-2013-1148736131,Campo Bom,São Lucas
Hb20 2017,48500.0,17 fev,18:35,55.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2017-1148698028,Porto Alegre,Jardim Leopoldina
HB20 Comfort Plus,46200.0,17 fev,15:30,101000.0,2015,Manual,Gasolina,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-comfort-plus-1145987991,São Leopoldo,Morro do Espelho
Hb20 1.6 confort 2015 ,53900.0,17 fev,15:20,71500.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-6-confort-2015-1148613779,Arroio do Meio,Morro do Espelho
Torrando Hb20 13/14,35000.0,17 fev,14:50,200000.0,2013,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/torrando-hb20-13-14-1148599383,Porto Alegre,Morro Santana
HB20 Premium 1.6 Flex 16V Aut.,71900.0,17 fev,14:18,57300.0,2017,Automático,Flex,https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/hb20-premium-1-6-flex-16v-aut-1148585975,Bagé,Getúlio Vargas
hb20 unique 2019,25000.0,17 fev,10:12,74830.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-unique-2019-1134040100,Gravataí,COHAB A
Hyundai Hb20 1.0 12V FLEX SENSE MANUAL,59900.0,16 fev,23:02,74120.0,2020,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-12v-flex-sense-manual-1095338891,Erechim,COHAB A
HB 20 único dono ,47900.0,16 fev,20:12,64000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb-20-unico-dono-1148271178,Porto Alegre,Sarandi
HB20 Vision 2022,68900.0,16 fev,20:09,9500.0,2022,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-vision-2022-1148270382,Viamão,Fiuza
Vendo HB20 18/19 unique ,53000.0,16 fev,19:37,130000.0,2019,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-hb20-18-19-unique-1148256435,Itapuã,Viamão
Hyundai HB20 1.6 Comfort Plus 2018 Apenas 64 mil km,61900.0,16 fev,19:13,64000.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-6-comfort-plus-2018-apenas-64-mil-km-1148241369,Caxias do Sul,Centro
HB20 1.0 completo.,60900.0,16 fev,17:47,54000.0,2020,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-completo-1148206970,Caxias do Sul,São José
Vendo HB20 2016. Aceito troca do meu interesse. IPVA 2023 PAGO.,53000.0,16 fev,16:25,86100.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/vendo-hb20-2016-aceito-troca-do-meu-interesse-ipva-2023-pago-1148178569,Júlio de Castilhos,São José
Hyundai Hb20 1.0 Confort 2018,56900.0,16 fev,16:12,0.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-confort-2018-1148165318,Canoas,Harmonia
Sucata HB20 2016 1.0 80CV Flex,50000.0,16 fev,11:25,30000.0,2016,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/sucata-hb20-2016-1-0-80cv-flex-659319395,Novo Hamburgo,Ideal
Hyundai HB20 Comfort 1.0 Flex 2014,43900.0,16 fev,10:41,112000.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-comfort-1-0-flex-2014-1147894475,Gravataí,COHAB C
Vendo HB20 2017 ,55000.0,16 fev,02:15,115000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vendo-hb20-2017-1147777211,Bom Retiro do Guaíba,Guaíba
Hb20 ,54900.0,16 fev,00:57,119000.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1147770552,Porto Alegre,Rubem Berta
Hb20 confort plus 2017 completo..,47500.0,15 fev,22:02,129000.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-plus-2017-completo-1147742014,Cachoeirinha,Vila Imbui
HYUNDAI/HB20 1.0 COMFORT ,55900.0,15 fev,21:49,83000.0,2015,Manual,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-comfort-1039458039,Três Passos,Vila Imbui
Hb20 confort 1.0,48000.0,15 fev,15:33,89500.0,2016,Manual,Gasolina,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-1-0-1147596598,Porto Alegre,Vila Ipiranga
HB20 Hatch ,45000.0,15 fev,14:40,145000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-hatch-1147574386,Gravataí,Morada Gaúcha
Hyundai hb20 1.0 sedan 15/16,53000.0,15 fev,13:31,90000.0,2016,Semi-Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-sedan-15-16-1147541846,Glorinha,Maracanã
HB20 2015/16 *BARBADA*,35000.0,15 fev,11:18,173000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2015-16-barbada-1147480530,Porto Alegre,Santa Tereza
Imperdível carro muito charmoso,20000.0,15 fev,05:59,155.0,2013,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/imperdivel-carro-muito-charmoso-1147371833,Novo Hamburgo,Lomba Grande
HB20 2019 1.6 Automático,68000.0,14 fev,19:41,79100.0,2019,Automático,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hb20-2019-1-6-automatico-1147258159,Santa Maria,Pinheiro Machado
Hb20 1.0 comfortline Mec flex,42500.0,14 fev,15:05,105000.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-comfortline-mec-flex-1133172044,Canoas,Centro
? HB20 1.0 Turbo Diamond plus ?,85900.0,14 fev,14:15,15000.0,2020,Automático,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-turbo-diamond-plus-1147116429,Montenegro,Centro
Hb20 2017 completa,51900.0,14 fev,10:38,89.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2017-completa-1147014734,Mostardas,Centro
hb20 hatch 1.0 evolution completo ipva 2023 pago multimídia roda liga c/9.000km,69900.0,14 fev,08:56,9000.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-hatch-1-0-evolution-completo-ipva-2023-pago-multimidia-roda-liga-c-9-000km-993723134,Porto Alegre,São Sebastião
HB20 2016/16,48000.0,13 fev,22:05,129000.0,2016,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-2016-16-1146881630,Novo Hamburgo,Jardim Mauá
HYUNDAI HB20 1.0M COMFOR 2018,56990.0,13 fev,21:52,300.0,2018,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0m-comfor-2018-1139664188,Porto Alegre,São Sebastião
Hb20,50000.0,13 fev,20:54,61900.0,2017,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1146855625,Caxias do Sul,Desvio Rizzo
Hyundai HB20 Evolution Bluelink 1.0TGDi ,86800.0,13 fev,18:49,38000.0,2022,Automático,Flex,https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-evolution-bluelink-1-0tgdi-1146799879,Panambi,Desvio Rizzo
Hb20 1.0 Vision 20/21,70000.0,13 fev,17:13,49500.0,2021,Manual,Flex,https://rs.olx.com.br/regioes-de-caxias-do-sul-e-passo-fundo/autos-e-pecas/carros-vans-e-utilitarios/hb20-1-0-vision-20-21-1146759898,Carazinho,Desvio Rizzo
HB20 CONFORT 1.6,45900.0,13 fev,16:30,100000.0,2014,Manual,Flex,https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/hb20-confort-1-6-1146739523,Porto Alegre,Parque Santa Fé
