hhidpn,age,height,hhincome,female
171610010,70,1.651,24,0
171635010,67,1.4732,6,1
171707010,71,1.5494,61.56,1
171707020,67,1.7018,61.56,0
171819010,67,1.7272,15.06009393,0
171835011,50,1.4986,8.4,1
171839010,69,1.6256,15.86727677,1
171851010,69,1.524,8.052,1
171942010,69,1.6256,77.12,0
171942020,67,1.524,77.12,1
171981010,71,1.7018,15.6,1
172013010,67,1.7653,100.056,0
172013020,67,1.651,100.056,1
172018010,67,1.7272,94.61,0
172020010,66,1.7018,45.328,0
172020020,64,1.5748,45.328,1
172077020,67,1.8288,38.524,0
172150010,66,1.778,38.003,0
172150011,65,1.7399,38.003,1
172150020,63,1.7272,108,1
172390010,71,1.651,108.78,1
172390020,72,1.8288,108.78,0
172554010,69,1.778,75.42,0
172554020,65,1.524,75.42,1
172611010,67,1.651,16.932,1
172611020,61,1.7526,50.6,0
172611021,63,1.6256,50.6,1
172749010,71,1.6002,286.0169701,1
172749020,72,1.8034,286.0169701,0
172856010,71,1.651,34.376,1
172868010,67,1.5748,131.9,1
173051010,67,1.8542,53.12350418,0
173051011,63,1.6256,53.12350418,1
173051020,67,1.651,17.872,1
173122010,66,1.6764,172.966,1
173122020,66,1.7526,172.966,0
173136010,71,1.7018,30.924,0
173136020,67,1.7018,30.924,1
173152010,71,1.6383,261.172,1
173152020,72,1.7653,261.172,0
173156010,69,1.7526,99.606,0
173156020,62,1.5494,99.606,1
173158010,67,1.77165,566.5047474,0
173158020,65,1.6764,566.5047474,1
173161010,69,1.7272,27.21,0
173161020,67,1.651,27.21,1
173194010,67,1.6764,7,0
173350010,70,1.6002,69.942,1
173350011,86,1.6637,69.942,0
173451020,69,1.5494,123.45,1
173451021,78,1.65735,123.45,0
173599010,67,1.7526,77.841,0
173599011,61,1.8542,77.841,0
173659010,68,1.5494,63.648,1
173675010,76,1.7526,105.8,0
173675020,74,1.6002,105.8,1
173680010,66,1.8288,51.8,0
173680020,59,1.651,51.8,1
173746010,71,1.8288,93.318,0
173746011,59,1.651,93.318,1
173816010,67,1.8288,54.552,0
173816020,59,1.4986,54.552,1
173829010,69,1.7526,143.1926912,0
173829020,62,1.5748,143.1926912,1
173839010,69,1.778,58.699,0
173877010,70,1.6256,68.4,1
173877020,67,1.8796,68.4,0
173893010,67,1.5748,8.952,1
173900010,66,1.6637,47.388,1
173900020,60,1.778,47.388,0
174031010,69,1.6256,23.868,1
174042010,68,1.778,13.74,0
174101010,70,1.6002,349.07984,1
174101011,67,1.778,349.07984,0
174257020,68,1.651,60,1
174268010,70,1.82245,56.19,0
174268020,67,1.6891,56.19,1
174283010,67,1.8288,413.78,0
174283011,59,1.72085,413.78,1
174283020,66,1.6383,75.1968,1
174322010,71,1.7272,60.28017852,0
174323010,69,1.8034,245.28,0
174323020,64,1.778,245.28,1
174335020,64,1.5748,187.3320377,1
174390010,70,1.6256,27.6,1
174390020,72,1.8034,27.6,0
174431010,67,1.6256,50.76,1
174490010,66,1.8288,20.8,0
174503010,72,1.5748,28.268,1
174516010,70,1.7018,6.78,1
174540010,69,1.6002,64.32660492,1
174540020,69,1.7018,64.32660492,0
174577010,70,1.8288,77.63203264,0
174577020,70,1.7526,77.63203264,1
174662011,69,1.7526,16.932,0
174707010,66,1.7526,107,0
174707011,61,1.6256,107,1
174863010,67,1.778,185.7694014,0
174863011,70,1.651,185.7694014,1
174876010,67,1.6256,8.652,1
174971010,66,1.6764,51.114,1
175393010,67,1.6002,46.09224,1
175469010,70,1.7272,127.068,0
175469020,64,1.7018,127.068,1
175743010,71,1.524,82.21139032,1
175793010,69,1.7399,121.9199212,1
175869010,67,1.5748,71.666,1
175885010,71,1.651,56.52442641,1
175909010,71,1.8796,216.820942,0
175909020,71,1.7018,216.820942,1
176069010,70,1.7272,77.22,0
176069020,67,1.6002,77.22,1
176075010,66,1.7526,156.6,0
176075011,53,1.7399,156.6,1
176075020,65,1.61925,48.56,1
176075021,67,1.7526,48.56,0
176082010,70,1.8542,72.624,0
176082020,67,1.6764,72.624,1
176135010,70,1.651,47.76,1
176166010,68,1.5494,66.9,1
176166020,50,1.7526,66.9,0
176250010,71,1.6764,32.25648,0
176250020,69,1.6002,32.25648,1
176330010,66,1.6002,82.3,1
176413010,70,1.8288,74.844,0
176413020,65,1.6002,74.844,1
176431010,66,1.6129,231.3,1
176431020,65,1.7145,231.3,0
176433010,69,1.8923,135.7187331,0
176433020,64,1.7526,135.7187331,1
176512010,67,1.6002,52.136,1
176524010,71,1.7907,34.69278094,0
176524020,66,1.5113,34.69278094,1
176610010,71,1.6764,39.972,0
176610020,70,1.524,39.972,1
176718010,67,1.7272,58.4,0
176718011,69,1.6256,176.1,1
176718012,59,1.6002,58.4,1
176730010,67,1.7526,667.3034558,0
176787020,66,1.6764,41.448,1
176879010,66,1.778,280.4,0
176879020,60,1.651,280.4,1
176976010,72,1.5748,51.344,1
177371010,81,1.4478,22.56,1
177448010,68,1.6764,46.2,0
177448020,63,1.6002,46.2,1
177463010,67,1.8542,39.216,0
177463020,66,1.6002,39.216,1
177473010,66,1.8796,39.756,0
177473020,56,1.6256,39.756,1
177541010,67,1.7145,57.66,1
177553010,68,1.7526,250.945,0
177553020,55,1.651,250.945,1
177660010,67,1.8796,74.4,0
177660020,66,1.651,74.4,1
177662010,69,1.6891,36.414,0
177711010,72,1.778,40.44,0
177711020,67,1.6256,40.44,1
177715010,66,1.8288,148.02,0
177715020,65,1.6002,148.02,1
177745010,70,1.8034,91.65,0
177745020,71,1.5748,91.65,1
177842010,69,1.5748,20.622,1
177848010,68,1.905,38,0
177848020,65,1.6002,38,1
177906010,72,1.5621,14.534,1
178004010,71,1.8542,20.4,0
178095010,71,1.6002,225.9333333,1
178095020,70,1.7526,225.9333333,0
178105010,71,1.6256,31.404,1
178105020,71,1.778,31.404,0
178194010,67,1.524,42.079,1
178198010,72,1.6764,68,0
178198020,60,1.6764,68,1
178209010,70,1.5748,48.8706,1
178259010,69,1.8034,205.5989903,0
178259012,64,1.7018,205.5989903,1
178307010,72,1.8288,18.43806319,0
178323010,69,1.651,107.09344,0
178323020,59,1.7018,107.09344,1
178359010,69,1.6129,30.66,1
178447010,68,1.7272,40.752,0
178447020,65,1.7145,40.752,1
178454010,66,1.7018,42.3378,1
178454020,69,1.7272,42.3378,0
178466010,69,1.651,32.82,1
178511010,71,1.7272,13.764,0
178511020,66,1.5494,13.764,1
178602010,67,1.8796,45.3,0
178602020,66,1.6256,45.3,1
178770010,69,1.8542,63.72412,0
178770011,72,1.5621,63.72412,1
178823010,69,1.905,19.22,0
178865010,71,1.778,13.38,0
178876010,70,1.5494,35.988,1
178876020,71,1.778,35.988,0
178905010,72,1.6256,42.904,1
178921010,68,1.8288,94.151,0
178976010,69,1.8034,8.4,0
178980010,69,1.8288,16.152,0
179165010,72,1.7018,13.16389099,1
179298010,67,1.7272,13.392,0
179304020,56,1.651,7.77,1
179396010,66,1.8542,107.4,0
179396020,65,1.5875,107.4,1
179499020,57,1.6256,14,0
179512010,69,1.6764,30.826,0
179512020,62,1.4986,30.826,1
179518010,70,1.6764,12,0
179627010,67,1.524,18.38031774,1
179767010,69,1.5494,51.216,1
179767020,69,1.7018,51.216,0
179842010,66,1.7907,225.368,0
179842020,59,1.7272,225.368,1
179885010,70,1.7526,98.405,0
179885011,47,1.5748,98.405,1
179898010,69,1.8288,25.308,0
179898020,64,1.5748,25.308,1
179938010,71,1.651,56.679,1
179938020,71,1.7526,56.679,0
180170020,66,1.6764,22.19580645,1
180183020,86,1.651,9,0
180189010,69,1.6891,17.028,1
180226010,69,1.7018,114.178,0
180226020,65,1.6002,114.178,1
180319020,67,1.651,68.96,0
180356010,68,1.6002,23.24,1
180356020,68,1.6764,23.24,0
180361010,68,1.6764,66.4,0
180361011,41,1.6256,66.4,1
180361020,65,1.5494,42,1
180361021,64,1.7272,42,0
180416010,71,1.8034,10.569,0
180416020,63,1.6764,10.569,1
180656010,67,1.7907,112.888,0
180656020,60,1.6256,112.888,1
180659010,72,1.7526,7.44,0
180659020,70,1.651,7.44,1
180762020,66,1.778,15,0
180795020,72,1.7018,62.809,0
180795021,67,1.6891,27.204,1
180795022,74,1.7526,62.809,1
180805010,67,1.6764,27.04676851,1
180805020,67,1.7272,27.04676851,0
180852010,69,1.7018,34.348,0
180852020,69,1.524,34.348,1
180872010,72,1.6764,139.662,0
180872020,72,1.524,139.662,1
180882010,67,1.6256,41.6031971,1
180901010,70,1.8161,17.28,0
180901020,66,1.51765,17.28,1
180921010,67,1.8034,79.944,0
180921020,68,1.6637,79.944,1
181019010,71,1.6002,11.88,1
181091010,69,1.5748,9.96,1
181118010,70,1.6129,10.776,1
181167010,69,1.8288,100,0
181167020,66,1.651,100,1
181282010,71,1.8796,92.616,0
181282020,66,1.6002,92.616,1
181464010,68,1.6764,19.668,1
181845010,68,1.651,222.46,1
181845020,63,1.8288,222.46,0
181887010,69,1.651,48.98,0
181887020,67,1.5494,48.98,1
181955010,71,1.8542,231.908,0
181955020,70,1.6002,231.908,1
182026010,67,1.6764,117.6,0
182026020,60,1.6256,117.6,1
182027010,68,1.8542,44.38,0
182027020,66,1.7018,44.38,1
182158020,64,1.651,95,1
182176010,71,1.778,129.45,0
182176011,46,1.4732,129.45,1
182312010,70,1.778,122.904,0
182312020,52,1.6256,122.904,1
182326010,68,1.778,373.4,0
182326020,66,1.5494,373.4,1
182471010,70,1.5494,12.6,1
182735010,70,1.778,17.672,0
182785010,66,1.7018,61.611,0
182785020,65,1.651,61.611,1
182873010,71,1.397,11.7,1
182917020,62,1.651,69.45927574,1
182933010,66,1.8034,115.3045371,0
182933020,59,1.5748,115.3045371,1
182943010,69,1.524,48.144,1
182943020,65,1.6764,48.144,0
182959010,66,1.8288,26.6,0
182959011,63,1.7272,12.288,1
182994010,71,1.6891,10.946,1
182994011,65,1.8542,20.60012446,0
183023010,69,1.7526,77.808,0
183023011,46,1.7018,77.808,1
183023020,70,1.5748,61.8396,1
183040010,67,1.8288,176.22,0
183040020,61,1.6256,176.22,1
183251020,72,1.905,77.35,0
183251021,75,1.74625,77.35,1
183294010,67,1.6002,78.84806581,1
183390010,67,1.7526,51.6,0
183390020,65,1.5748,51.6,1
183404010,69,1.7018,20.088,1
183406010,70,1.6256,37.336,1
183414010,67,1.524,33.19907278,1
183414020,67,1.8542,33.19907278,0
183433020,69,1.6002,40.8,1
183461020,72,1.8669,215.46,0
183537010,70,1.778,48.156,0
183574010,68,1.6764,142.269,0
183574020,67,1.6637,142.269,1
183634010,66,1.651,56.616,0
183634020,64,1.5748,56.616,1
183715010,68,1.7272,75.66,0
183715020,66,1.7018,75.66,1
183731021,60,1.6256,2.268,1
183748010,70,1.7272,85.536,0
183748020,66,1.6256,85.536,1
183752010,69,1.61925,33.6,1
183752020,70,1.8034,33.6,0
183796020,48,1.6764,0,1
183869010,67,1.778,152.52,0
183869020,59,1.8034,152.52,1
183883010,69,1.8034,89.36793145,0
183944020,69,1.5748,7.5536,1
183963010,67,1.651,80.5024,1
183980010,71,1.6256,10.122,1
184024010,67,1.8542,124.652,0
184024020,64,1.7145,124.652,1
184032010,70,1.7018,24.08,0
184032011,65,1.6764,22.8,1
184105020,73,1.7272,9.36,0
184173010,67,1.6002,139.228,1
184173020,65,1.8034,139.228,0
184219010,70,1.7399,45.372,0
184225010,68,1.6002,106.586,1
184225020,63,1.778,106.586,0
184264010,68,1.8288,30.366,0
184264020,54,1.6256,30.366,1
184271010,71,1.6764,43.2,1
184271020,72,1.7526,43.2,0
184297010,71,1.8034,60.866,0
184297020,68,1.5748,60.866,1
184314010,68,1.778,66.876,1
184336010,69,1.6764,32.68584606,0
184336020,70,1.7272,32.68584606,1
184351010,66,1.6764,22.032,1
184351020,71,1.778,22.032,0
184359020,61,1.6002,188.24,1
184359021,63,1.8288,188.24,0
184387020,69,1.8034,35.142,0
184439010,66,1.651,130.1,1
184439020,68,1.8542,130.1,0
184586010,66,1.7526,13.668,0
184586020,60,1.6764,13.668,1
184591010,72,1.778,24.456,0
184591020,66,1.7272,24.456,1
184636010,68,1.7526,20.877,0
184636020,66,1.7018,20.877,1
184645010,68,1.6891,28.4,1
184645020,70,1.8288,239.412,0
184645022,49,1.6256,239.412,1
184691010,70,1.6764,14.832,1
184723010,68,1.7272,30.49539942,0
184723020,66,1.651,30.49539942,1
184774010,71,1.905,80,0
184774020,60,1.6002,80,1
184825020,65,1.4986,12,1
184830010,71,1.8288,32.376,0
184830020,65,1.7145,32.376,1
184921010,71,1.7272,130.6,1
184921020,72,1.7018,130.6,0
184925010,67,1.8542,48.127,0
184925020,64,1.651,48.127,1
184954010,67,1.8288,24.804,0
184954020,59,1.7526,9.605,1
185072010,70,1.7272,32.428,0
185072020,69,1.6256,32.428,1
185102010,71,1.7272,71.916,0
185102020,71,1.6256,71.916,1
185276010,70,1.778,26.328,0
185276011,60,1.6256,26.328,1
185285010,68,1.778,16.032,0
185285020,65,1.6256,65.704,1
185353010,67,1.778,81.456,0
185353020,67,1.6002,81.456,1
185419020,68,1.7018,24.6,1
185419021,61,1.6256,24.6,0
185433020,63,1.4986,9.792,1
185442010,71,1.5621,130.324,1
185442020,72,1.8034,130.324,0
185502010,69,1.68275,88.562,0
185502020,62,1.6002,88.562,1
185508010,67,1.6256,37,1
185508020,64,1.651,37,0
185552020,62,1.6256,36.984,1
185552021,64,1.8034,36.984,0
185593010,69,1.8542,10,0
185716010,69,1.7526,45.192,0
185716020,66,1.6256,45.192,1
185732020,57,1.7018,49.852,1
185732021,41,1.8542,49.852,0
185743020,62,1.6764,10.8,0
185856010,69,1.7272,187.4,0
185856020,62,1.6764,187.4,1
185903010,69,1.651,26.0650726,1
185954010,67,1.6002,9.636,1
185986010,67,1.6764,21.92,1
185986020,70,1.7272,21.92,0
186008010,68,1.7018,32.4,0
186008020,64,1.7018,32.4,1
186047010,69,1.8288,33.693,0
186047020,65,1.6764,33.693,1
186063010,67,1.8288,57.90224262,0
186063020,65,1.6256,57.90224262,1
186099010,71,1.651,40.416,1
186099020,84,1.778,40.416,0
186112020,56,1.5748,38,1
186155010,72,1.778,190.35672,0
186155011,69,1.6764,29.6,1
186279011,60,1.6002,20,1
186436020,64,1.524,32.6,1
186438010,70,1.7526,115.432,0
186438020,67,1.524,115.432,1
186469010,71,1.5748,39.952,1
186540010,68,1.7018,174.64,1
186563010,67,1.651,11.32,1
186622010,67,1.6256,60.44,1
186771020,64,1.6129,39.824,1
186877010,68,1.778,31.08,0
186877020,66,1.6256,31.08,1
186895010,72,1.8542,24,0
186895020,69,1.6256,24,1
186897010,70,1.6764,47.96002947,1
186920010,66,1.8288,49.685,0
187098010,70,1.651,61.6,0
187105010,72,1.6002,15.624,1
187187010,70,1.4732,52.63,1
187187020,71,1.8034,52.63,0
187393010,67,1.4986,56.8,1
187393020,61,1.7526,20.12,0
187393021,61,1.524,51.3,1
187399010,69,1.7907,86.62,0
187399020,67,1.7018,86.62,1
187446010,67,1.7272,88.8,0
187446020,65,1.6764,88.8,1
187480010,69,1.651,7.496,1
187522010,66,1.8923,132.46,0
187522020,61,1.6002,132.46,1
187575010,68,1.6256,69.864,1
187575011,64,1.8288,69.864,0
187666010,68,1.7526,3.72012,0
187666020,61,1.5621,3.72012,1
187673010,69,1.6256,20.276,1
187704010,68,1.524,47.04,1
187704020,63,1.7272,47.04,0
187729010,67,1.8288,212.38,0
188213020,51,1.7272,76.63545007,1
188256011,56,1.7526,12.68,1
190757010,70,1.7907,116.896,0
190757020,70,1.7399,116.896,1
190838020,68,1.8161,253.2,0
190870010,70,1.6637,47.35,1
190870020,61,1.8034,47.35,0
191401010,69,1.7526,14.88,0
193866010,76,1.5494,12,1
200005020,90,1.524,12.18,1
200007010,91,1.5494,23.31581456,1
200017010,92,1.6764,8.4,1
200023010,98,1.2192,9.468,1
200040010,92,1.6002,24,1
200045010,92,1.7018,10.2,1
200050010,96,1.6764,44.544,0
200055010,92,1.8288,32.4,0
200055020,88,1.524,32.4,1
200068010,94,1.5875,6,1
200108010,99,1.7018,196.18,0
200122020,89,1.4732,15.024,1
200124010,91,1.5748,8.4,1
200144020,91,1.5494,22.4,1
200146020,91,1.6002,12,1
200175020,95,1.5748,1.296,1
200222010,94,1.5748,22.68,1
200224020,92,1.7145,38.50648305,1
200229010,94,1.2319,0,1
200235010,91,1.651,0,1
200258020,89,1.6891,29.25249305,1
200268020,94,1.6256,13.2,1
200273020,91,1.6764,9.6,1
200288020,88,1.524,51,1
200306020,83,1.7145,14.07445805,1
200339010,97,1.8796,152.4,0
200339020,87,1.6764,152.4,1
200346010,98,1.6764,15.468,0
200347010,93,1.6002,60.69391887,0
200347011,81,1.5748,60.69391887,1
200352011,64,1.6764,52.8,1
200374020,92,1.6891,40.792,1
200376020,88,1.651,36,1
200393020,84,1.524,16.8,1
200402020,93,1.5748,26.532,1
200405010,98,1.524,0,1
200411010,95,1.7018,84.35790442,0
200411020,83,1.5494,84.35790442,1
200426010,100,1.8034,7.2,0
200441010,91,1.778,29.76,0
200441011,81,1.5748,29.76,1
200445020,86,1.5494,55.612,1
200461010,97,1.4986,0,1
200468020,88,1.5748,12.48,1
200497010,101,1.6002,13.6152,1
200500020,82,1.3335,29.18,1
200506010,92,1.8288,32.463,0
200516010,96,1.7526,30.06,0
200520010,93,1.9304,18,0
200520020,78,1.6002,18,1
200525010,92,1.6002,20.4,1
200527010,94,1.7907,10.8,0
200547010,95,1.3462,36.36002999,1
200551020,91,1.4478,24.36889574,1
200580020,76,1.6002,50.816,1
200585020,91,1.6256,23.448,1
200588010,91,1.5748,45.708,1
200588020,87,1.8796,45.708,0
200608010,90,1.524,19.2,1
200612020,88,1.7018,18.1482,1
200619010,95,1.5748,22.66848,1
200629020,86,1.5748,31.654,1
200630010,95,1.6002,14.7,1
200632020,93,1.5748,4.8,1
200636011,91,1.6891,6,1
200638010,100,1.651,6.6,1
200647020,88,1.4986,7.62,1
200650010,94,1.651,19.8,1
200655010,91,1.524,12,1
200673020,86,1.651,46.896,1
200683010,91,1.7018,74.1044029,0
200683020,87,1.524,74.1044029,1
200688010,98,1.6764,19.812,1
200695020,95,1.524,12.20139454,1
200740011,72,1.7526,12.048,0
200767010,94,1.7526,79.892,0
200767020,92,1.651,79.892,1
200769020,93,1.7272,5.652,1
200777010,90,1.7526,45.9783336,0
200777020,91,1.5494,45.9783336,1
200783020,93,1.524,14.772,1
200785010,93,1.7526,29.08,0
200787020,90,1.524,19.9,1
200794020,87,1.5748,13.824,1
200799020,88,1.7018,13.63,1
200811010,92,1.6256,16.644,1
200823020,93,1.6002,21.144,1
200828010,93,1.5875,11.076,1
200834020,91,1.5748,0,1
200852010,91,1.5748,.112,1
200859010,90,1.651,8.208,1
200877020,88,1.6764,15.6,1
200890010,97,1.6002,9.6,1
200914021,86,1.524,37.678,1
200920020,75,1.524,14.53390654,1
200934020,89,1.6256,13.98,1
200942010,92,1.6256,19.389,0
200948010,98,1.524,18.75007165,1
200956020,93,1.5748,36.51,1
201000010,90,1.5494,10.8,1
201000020,96,1.6256,10.8,0
201007020,95,1.5748,33.132,1
201014020,87,1.524,30,1
201022020,93,1.651,33.224,1
201025020,83,1.6637,25.428,1
201048010,94,1.6002,.9024,1
201060020,86,1.5748,5.192,1
201081020,86,1.7526,1.782,1
201085010,92,1.5494,3.6,1
201117020,85,1.5494,39.2,1
201119010,93,1.68275,14.4,1
201129010,91,1.5748,35.90937288,0
201144020,69,1.6002,57.402,1
201144021,59,1.7018,57.402,0
201148011,64,1.5748,9.624,1
201174010,95,1.7526,107.4550287,0
201180010,91,1.6764,6.436,1
201194011,76,1.6256,64.5,1
201242020,90,1.6002,67.27964677,1
201248020,91,1.6383,15.08712,1
201270020,64,1.6383,194.828,1
201273010,94,1.7272,242.1196906,0
201273020,89,1.6002,242.1196906,1
201281010,90,1.524,17.4,1
201292020,84,1.6256,171.236,1
201293010,99,1.5494,48.30877733,1
201295010,90,1.6764,32.245,1
201319020,86,1.651,45.214,1
201321020,96,1.524,37.432,1
201323021,77,1.7272,25.44,0
201327010,90,1.6256,34.544,1
201328020,93,1.7272,5.16,1
201329020,96,1.6764,48.08778125,1
201335010,93,1.8796,18,1
201343020,92,1.5494,9.816,1
201349011,76,1.7145,41.856,1
201357010,94,1.6002,18.748,1
201363020,73,1.7272,28.784,1
201404010,93,1.4986,7.248,1
201407011,62,1.524,0,0
201419010,95,1.4986,17.352,1
201421020,84,1.6256,26.4,1
201426020,86,1.524,4.8,1
201442010,93,1.4732,47.19679164,1
201451011,88,1.5494,1.157,1
201458010,92,1.6129,44.334,0
201482010,91,1.778,33,0
201482020,88,1.5748,33,1
201483010,94,1.524,16.908,1
201485020,90,1.524,92.52,1
201504010,94,1.7272,9.765,0
201534020,90,1.5748,11.076,1
201564020,94,1.7526,24.02,1
201570010,92,1.8034,56.956,0
201570020,90,1.651,56.956,1
201589010,92,1.524,25.09623715,1
201595010,94,1.5748,15.952,1
201600010,96,1.524,14.808,1
201617010,96,1.5748,13.008,1
201624010,91,1.6637,13.2,1
201625020,89,1.51765,15.10801832,1
201631010,91,1.5748,8.652,1
201632010,94,1.6764,43.2,0
201635020,93,1.524,27.6,1
201641020,94,1.4351,38.627,1
201644010,94,1.5748,9.66,1
201646020,87,1.651,37.64,1
201648020,91,1.524,12,1
201651020,71,1.6383,46.8,1
201663010,97,1.524,43.35964459,1
201681020,88,1.4478,14.62101566,1
201691010,90,1.4732,11.484,1
201746010,96,1.7526,14.326,0
201774021,90,1.778,63.107,0
201780020,78,1.7526,83.4,0
201780021,80,1.7018,83.4,1
201782010,94,1.6764,75.73628,0
201782020,93,1.4986,75.73628,1
201812010,96,1.4986,8.824,1
201822010,91,1.6256,53.448,0
201824010,92,1.6764,66.96523792,0
201826010,91,1.7526,74.24979304,0
201831010,95,1.5748,3.913,1
201835020,68,1.7272,22.20371533,0
201839020,88,1.4986,13.2,1
201845010,93,1.8034,67.368,0
201857010,95,1.7272,.012,0
201911020,95,1.6764,34.01521255,0
201916020,93,1.7018,21.416,1
201919010,93,1.7272,13.2,0
201919020,91,1.6764,13.2,1
201925020,87,1.6764,35.41730241,1
201927020,91,1.5494,13.2,1
201941010,91,1.7272,35.424,0
201958011,76,1.6256,18.564,1
201962021,69,1.651,16.372,1
201971010,92,1.651,7.8,1
201975010,91,1.5494,25.356,1
202008010,94,1.524,14.024,1
202015010,95,1.4986,14.4,1
202016010,98,1.6002,25.56012,1
202034020,92,1.6764,20,1
202038010,91,1.5494,40.304,1
202042010,92,1.7272,38.724,1
202055020,91,1.4732,10.561,1
202073010,97,1.651,12.784,0
202076020,88,1.5748,21.66,1
202080020,92,1.6256,12,1
202114010,96,1.6256,58.8,0
202114020,88,1.651,58.8,1
202129020,86,1.5621,16.42216215,1
202136010,97,1.6256,4.8,1
202143020,86,1.8034,15.48,0
202145010,95,1.5748,15.47483173,1
202147020,91,1.5748,12,1
202173020,93,1.651,40.8,1
202178010,91,1.4224,12,1
202185020,92,1.6256,19.92465166,1
202196010,90,1.4986,16.60986888,1
202204020,86,1.6256,21.71,1
202214010,90,1.7018,108.672,0
202232020,86,1.7018,34.56,1
202239010,93,1.524,25.13204542,1
202249010,96,1.5494,27.42,1
202275010,96,1.6002,16.38,1
202301020,95,1.8034,9.096,0
202307020,87,1.4986,35.972,1
202307021,88,1.8034,35.972,0
202314010,96,1.4732,16.68,1
202316010,100,1.7272,14.4,0
202330020,84,1.5494,21.132,1
202334020,85,1.7018,6,1
202354010,92,1.7526,27.176,0
202356010,96,1.5748,26.69606669,1
202366020,92,1.5494,15.084,1
202376020,86,1.6002,32.886,1
202399020,96,1.524,12.135,1
202413010,96,1.3462,26.796,1
202433020,88,1.4986,14.376,1
202479020,98,1.6002,12,1
202491010,92,1.6002,.78,1
202498020,86,1.524,17.388,1
202506010,92,1.778,27.716,0
202514010,91,1.6256,36.268,1
202521021,87,1.6002,54.16,1
202526010,90,1.7145,33.516,0
202526020,87,1.5748,33.516,1
202544020,97,1.5748,9.808,1
202553010,91,1.6256,33.44471442,1
202555010,94,1.8542,17.184,0
202557020,87,1.651,17.8608924,1
202572010,94,1.651,27.612,1
202581010,94,1.6002,35.82012,1
202588010,92,1.8288,33.48,0
202601010,100,1.5748,6.612,1
202612010,92,1.6764,31.491,0
202612020,87,1.651,31.491,1
202613010,93,1.4732,24.94,1
202625021,85,1.5494,22.848,1
202628020,87,1.5494,0,1
202637010,91,1.7399,31.212,0
202637020,87,1.5494,31.212,1
202646020,91,1.6002,13.92,1
202651010,95,1.524,13.286,1
202654011,87,1.5494,12.617,1
202656020,88,1.7272,17.68327258,1
202687020,88,1.5875,25.868,1
202697020,85,1.70815,32.075,1
202746010,91,1.7018,10.932,1
202773011,80,1.5748,14.4,1
202785020,88,1.778,27.2,0
202806010,91,1.7272,119.6482915,0
202806020,65,1.6764,119.6482915,1
202813010,91,1.7272,18.84,0
202823020,67,1.6256,130.668,1
202823022,81,1.8542,130.668,0
202838020,89,1.524,53.036,1
202873010,98,1.7018,7.68,1
202874010,95,1.524,40.8,1
202898010,95,1.6764,0,0
202898020,84,1.3462,0,1
202907020,71,1.651,17.988,1
202908010,98,1.651,13.2,1
202934010,91,1.6002,82.302,1
202939010,95,1.524,14.048,1
202941010,93,1.524,35.56,1
202943020,88,1.4478,17.625,1
202945020,90,1.6383,1.32,1
202955010,94,1.7018,69.73505595,0
202960010,91,1.778,24.1,1
202970010,91,1.5748,19.28,1
202973010,90,1.524,38,1
202973020,85,1.7907,38,0
202977010,94,1.6383,26.48012,1
202989010,91,1.6764,7.8,1
203014010,90,1.5748,14.91095408,1
203017020,84,1.5113,35.46,1
203028011,90,1.6256,68.67753248,1
203031020,96,1.4224,38.36966397,1
203036010,91,2.0701,19.4,0
203038012,92,1.6256,20.904,1
203047020,89,1.4732,18.684,1
203067020,90,1.5494,20.714,1
203096020,87,1.4986,14.532,1
203102010,94,1.6256,10.74,1
203105010,91,1.7018,21.00946321,1
203108010,94,1.7272,26.012,1
203115020,86,1.5494,14.06,1
203117020,96,1.6764,4.62,1
203139020,86,1.6002,35.76095768,1
203157010,92,1.524,57.6,1
203173010,92,1.6764,88.66,0
203173020,89,1.5748,88.66,1
203188021,89,1.524,27.948,1
203195010,91,1.5494,12.072,1
203209020,90,1.6002,36,1
203222020,94,1.524,16.86,1
203234020,87,1.6002,35.52,1
203246010,92,1.524,8.545,1
203247010,91,1.5494,18.164,1
203267020,97,1.6129,19.177,1
203269010,94,1.5748,47.004,1
203275020,86,1.5748,5,1
203277010,91,1.6256,17.57604,1
203281021,70,1.7526,15.36,1
203295020,84,1.6256,14.62,1
203297020,94,1.5748,25.324,1
203303010,90,1.8288,25.908,0
203309020,84,1.651,6.192,1
203313010,93,1.524,22.828,1
203320020,90,1.524,13.728,1
203327010,93,1.7907,17.304,0
203337020,93,1.4986,9.24,1
203379010,96,1.6764,18.192,1
203382010,96,1.651,20.65,0
203382020,94,1.5748,20.65,1
203383010,93,1.5494,13.032,1
203385010,92,1.8288,57.2,0
203389010,95,1.6764,33.776,0
203389020,87,1.5748,33.776,1
203392010,100,1.397,12.264,1
203396020,91,1.4986,50.42,1
203400010,90,1.5494,14.4,1
203402020,87,1.5494,8.722,1
203404010,95,1.6256,24,1
203404020,95,1.8288,24,0
203406020,89,1.6002,38.33133017,1
203413020,90,1.5367,14.34922546,1
203416010,93,1.7018,30,0
203416020,90,1.651,30,1
203444020,90,1.4478,31.02,1
203457010,94,1.6002,12,1
203469010,92,1.6637,29.58144,1
203503020,97,1.524,47.572,1
203509020,91,1.6256,20.012,1
203519010,92,1.651,8.4,1
203520010,97,1.524,15.09170732,1
203525021,87,1.8034,64.10655647,0
203527011,89,1.7018,29.16,1
