hhidpn,age,height,hhincome,female
31836010,73,1.6129,16.752,1
31840010,79,1.6764,73.08,0
31840020,78,1.651,73.08,1
31865010,74,1.651,18.828,0
31865040,68,1.5748,18.828,1
31867020,80,1.6256,108,1
31867030,87,1.8542,108,0
31879010,76,1.8542,51.6,0
31879020,75,1.5494,51.6,1
31883020,81,1.7018,30.54,0
31883030,71,1.6764,59.16,1
31890010,81,1.6256,37.516,1
31891010,76,1.651,36.42,1
31891020,76,1.6764,36.42,0
31913010,79,1.8288,32.076,0
31917010,72,1.8288,116.342,0
31917040,71,1.6256,116.342,1
31918021,63,1.6764,184.08,1
31918030,67,1.7018,125,1
31919010,77,1.5748,24.268,1
31923010,74,1.5621,32.7889753,1
31923020,77,1.7272,32.7889753,0
31929010,76,1.778,67.8,0
31929020,77,1.6256,67.8,1
31946020,77,1.6256,57.39660047,1
31995010,76,1.6002,69.348,1
32014010,76,1.7526,37.08,0
32014040,70,1.6256,37.08,1
32048010,73,1.778,54.77,0
32048040,70,1.778,54.77,1
32053030,71,1.7526,13.09568217,1
32058010,67,1.524,9.02,0
32058011,53,1.7018,9.02,1
32058040,62,1.6002,89.66,1
32085010,82,1.4986,23.798,1
32119020,80,1.524,10.872,1
32126030,71,1.7526,61.92,0
32148020,75,1.6764,11.652,1
32148030,84,1.7018,11.652,0
32157010,72,1.6129,16.801,1
32157020,74,1.8288,16.801,0
32181040,54,1.6002,19.5,1
32188010,73,1.8288,33.88,0
32202010,79,1.6002,20.95,1
32209031,56,1.7272,.968,1
32214020,78,1.6256,24.816,1
32228010,82,1.6002,18.413,1
32236020,80,1.6256,32.2,1
32236030,83,1.7018,32.2,0
32248010,78,1.7018,113.1027356,1
32255010,79,1.6637,42.312,0
32255020,76,1.524,42.312,1
32256010,80,1.778,86.117,0
32256020,78,1.5748,86.117,1
32260010,82,1.7526,74.13057671,0
32260020,79,1.5748,74.13057671,1
32265010,77,1.6256,13.6,1
32266010,72,1.524,95.312,1
32266020,73,1.7272,95.312,0
32282010,76,1.6002,29.952,1
32321010,75,1.8415,48.561,0
32321020,75,1.5748,48.561,1
32361010,79,1.8288,16.56,0
32361011,71,1.6256,105.393,1
32372020,73,1.6637,109.84776,1
32372021,79,1.7018,109.84776,0
32373020,79,1.6764,32.46662986,1
32378010,75,1.6764,114.5943008,1
32379010,74,1.6891,122.964,0
32379020,72,1.651,122.964,1
32398020,74,1.7018,51.22309117,1
32399030,69,1.6256,38.64,1
32414010,79,1.5494,23.98638,1
32420020,74,1.6764,23.4,0
32441020,77,1.6256,22.665,1
32443010,77,1.8034,86.556,0
32443020,76,1.778,86.556,1
32449010,75,1.7018,29.88,0
32449040,59,1.6256,29.88,1
32463010,81,1.905,91.26,0
32463040,84,1.5748,91.26,1
32480010,75,1.778,92.02,0
32480040,71,1.6256,92.02,1
32481010,81,1.651,103.7593842,0
32481040,66,1.6764,103.7593842,1
32529010,73,1.6764,31.844,1
32542010,74,1.8542,154.2990617,0
32634020,72,1.7018,177.055591,0
32634021,67,1.524,177.055591,1
32634030,67,1.7272,79.4,1
32634031,63,1.778,79.4,0
32664020,81,1.524,30.4465826,1
32669020,73,1.8288,36.108,0
32669030,67,1.651,36.108,1
32685010,76,1.6002,6,1
32687010,80,1.6002,54.32,1
32696020,79,1.6764,34.848,0
32700010,72,1.6256,22.873,1
32727010,82,1.524,59.712,1
32731010,74,1.6764,166.38,0
32731040,69,1.5494,166.38,1
32742020,76,1.651,77.612,1
32750010,80,1.8288,21.07363194,1
32760030,71,1.651,17.9,1
32800010,83,1.524,46.52,1
32809010,78,1.651,36.984,1
32821010,74,1.7272,94.04,0
32821020,74,1.6764,94.04,1
32845010,74,1.524,74.2229263,1
32846020,75,1.651,92.0064,1
32846030,71,1.8796,92.0064,0
32852010,75,1.7907,16.04600433,1
32855010,75,1.8542,86.948,0
32855020,75,1.5748,86.948,1
32859010,77,1.524,16.612,1
32860010,72,1.5621,42.45740026,1
32877010,80,1.778,64.6,1
32877020,77,1.778,64.6,0
32878010,75,1.7526,206.86,1
32878040,48,1.8542,206.86,0
32891020,78,1.6002,48,1
32891030,84,1.8034,48,0
32895010,80,1.6002,29.0658,1
32904010,78,1.5494,15.984,1
32915010,76,1.6764,27.39253287,0
32918010,72,1.8034,62.924,0
32918040,69,1.524,62.924,1
32919020,73,1.6002,67.4,1
32919030,84,1.778,67.4,0
32929010,74,1.7653,95.72472,0
32930010,80,1.5494,15.436,1
32937010,72,1.778,34.692,0
32937040,67,1.5748,34.692,1
32945010,78,1.6002,37.035,1
32945020,79,1.6764,37.035,0
32947010,81,1.7018,19.53490925,0
32949020,76,1.6764,97.37475065,1
32956020,82,1.7907,42.12,0
32979010,79,1.778,66.4,0
32979020,78,1.778,66.4,1
32985020,75,1.778,92.4,0
32985030,68,1.5748,92.4,1
32991010,74,1.5494,28.688,1
32991020,78,1.8288,28.688,0
32993010,79,1.651,27.37236,1
33006010,81,1.7145,76.4,0
33014010,74,1.6764,40.16,0
33027010,82,1.6002,17.6,1
33028010,79,1.8542,53.35,0
33028020,82,1.6256,53.35,1
33030020,74,1.6002,34.38,1
33073010,77,1.6764,37.2,1
33073020,81,1.7272,37.2,0
33110030,67,1.6764,83.79994534,1
33116040,67,1.778,83.576,1
33121010,79,1.7272,18.8,0
33138010,73,1.651,65.228,0
33138040,65,1.778,65.228,1
33144010,80,1.651,19.46542572,1
33167010,77,1.5621,36.31177319,1
33167040,83,1.7272,36.31177319,0
33183040,66,1.4732,20.52,1
33190010,76,1.5748,40.335,1
33197040,67,1.6256,44.789,1
33214010,80,1.7272,8.64,0
33214040,72,1.651,11.724,1
33217010,75,1.7018,25.2,1
33230010,75,1.6256,33.156,1
33230020,77,1.8034,33.156,0
33237010,77,1.7526,84.12,0
33237040,72,1.651,84.12,1
33239020,72,1.8034,105.7,0
33239030,71,1.6764,105.7,1
33276030,71,1.8542,37.996,0
33288010,82,1.651,15.768,1
33301010,74,1.7272,146.4,1
33302020,76,1.5494,21.8,1
33302030,84,1.7272,21.8,0
33303020,75,1.5748,53.312,1
33316020,77,1.6764,13.812,1
33320020,81,1.651,17.172,1
33375010,76,1.6764,17.052,1
33375011,78,1.7907,17.052,0
33387010,80,1.7018,55.40565047,0
33387020,75,1.651,55.40565047,1
33390010,80,1.6256,15.6,1
33404020,73,1.7526,47.904,0
33415010,72,1.6256,30.4,1
33415020,78,1.8034,30.4,0
33419010,74,1.5748,12.276,1
33493010,73,1.8288,36.828,0
33493011,70,1.651,50.28262733,1
33500010,77,1.7907,35.4,0
33502010,73,1.778,51.956,0
33502040,70,1.7018,51.956,1
33504010,80,1.6764,88,1
33513020,81,1.7907,20.7,0
33513021,57,1.6256,59,1
33513030,85,1.5621,64.740874,1
33518020,76,1.8034,43.016,0
33518030,69,1.5875,43.016,1
33527020,74,1.7526,116.764,0
33527030,71,1.651,116.764,1
33530010,78,1.6383,61.26852236,1
33533010,75,1.7526,113.71,0
33533040,54,1.524,113.71,1
33534020,81,1.524,28.48,1
33542010,73,1.7018,66.6046,1
33542040,67,1.8288,181.2,0
33544010,82,1.6764,22.812,1
33553010,76,1.7526,84.778,1
33562010,77,1.5113,119.272,1
33566020,73,1.7526,49.3764,0
33566022,45,1.6764,49.3764,0
33583040,72,1.651,32.6,1
33600010,81,1.6256,87.6712,1
33604010,74,1.7272,19.86,0
33605010,80,1.7526,87.216,0
33605020,73,1.7018,87.216,1
33643011,85,1.5748,37.788,1
33643040,85,1.651,24.045,1
33651040,71,1.6256,55.648,1
33677010,82,1.778,80.424,0
33677020,82,1.5748,80.424,1
33700010,76,1.4986,37.2,1
33748010,74,1.778,247.7833647,0
33748020,73,1.5494,247.7833647,1
33827020,77,1.6002,72.754,1
33832010,81,1.524,37.91,1
33833010,73,1.59385,18.18,1
33842030,71,1.75895,236.4,0
33842031,68,1.7018,236.4,1
33857020,82,1.6002,30.289,1
33857030,85,1.778,30.289,0
33867010,75,1.7526,98.66507343,0
33867020,73,1.6764,98.66507343,1
33879010,81,1.7526,49.85,0
33884010,78,1.6764,124.464,0
33884020,79,1.6764,124.464,1
33888010,73,1.778,148,0
33888012,51,1.6002,148,1
33889010,76,1.8034,34.94,0
33889020,73,1.651,34.94,1
33914010,79,1.6002,46.872,0
33938010,79,1.778,130.1388435,0
33940020,80,1.651,87.842,1
33940030,85,1.651,87.842,0
33941010,73,1.5748,31.224,1
33944040,72,1.524,19.2,1
33951010,81,1.6764,250.8,1
33951040,84,1.6764,250.8,0
34016010,77,1.778,70.8,0
34026040,60,1.6764,54,1
34026041,63,1.8796,40,0
34034010,74,1.6256,41.13651073,1
34034011,85,1.905,41.13651073,0
34049010,76,1.6002,42.998,0
34049020,73,1.6256,42.998,1
34050040,65,1.6256,14.77896,1
34086011,68,1.6256,36.63439084,1
34089020,74,1.6002,44.99053064,1
34095010,72,1.8796,272.024,0
34095040,65,1.6256,272.024,1
34135010,82,1.7018,18,1
34200010,73,1.524,1.428,1
34222010,82,1.6764,116.076401,0
34222020,74,1.7526,116.076401,1
34223010,82,1.6002,66,1
34231010,78,1.6891,3.672,1
34237010,75,1.7272,42,1
34237011,76,1.7272,42,0
34270010,75,1.7526,133.86,0
34270020,74,1.6256,133.86,1
34274020,75,1.5494,460,1
34276020,82,1.5494,23.348,1
34277010,79,1.5494,30.148,1
34285010,79,1.6764,37.928,0
34285040,69,1.7526,37.928,1
34287010,75,1.8034,71.86641738,0
34287040,72,1.6002,71.86641738,1
34290010,75,1.6002,40.78369265,1
34290020,79,1.7272,40.78369265,0
34291030,70,1.651,9.456,1
34293010,78,1.8034,12,0
34319040,65,1.7272,33,1
34338010,77,1.8034,44.064,0
34338020,73,1.7272,44.064,1
34350010,77,1.778,63.66038485,0
34350020,77,1.5494,63.66038485,1
34353010,76,1.8288,39.16436,0
34353020,80,1.524,39.16436,1
34360010,76,1.7272,31.2,0
34360020,81,1.651,31.2,1
34371010,82,1.7526,56.8,0
34390010,72,1.8796,28.22616489,0
34390040,71,1.5748,28.22616489,1
34412010,77,1.6256,13.328,1
34437010,81,1.778,44.04,0
34437020,81,1.6256,44.04,1
34470010,73,1.7272,33.7,0
34470040,67,1.6256,79.44,1
34476030,70,1.5748,0,1
34485020,74,1.6256,36.2,1
34497010,74,1.8034,44.16,0
34497020,75,1.6764,44.16,1
34523040,69,1.651,64.56,1
34524030,67,1.6764,90,1
34533010,76,1.651,10.788,1
34577010,73,1.6002,.32,1
34624020,77,1.8796,117.64,0
34624030,71,1.651,117.64,1
34644010,81,1.524,27.9100635,1
34668010,73,1.6637,32.89111762,1
34678010,75,1.4478,18.408,1
34678040,68,1.651,18.408,0
34710010,74,1.778,12.12,0
34738010,78,1.8542,19.452,0
34753010,80,1.6764,94.92438664,0
34756030,70,1.6256,109.1470069,1
34756031,69,1.778,109.1470069,0
34760010,79,1.7272,132.8,0
34760040,61,1.5748,132.8,1
34763010,76,1.7272,20.69430902,0
34763041,72,1.7272,225.796,0
34768010,75,1.778,72.164,0
34768040,54,1.5494,72.164,1
34769010,77,1.7272,116.6,0
34769020,76,1.6256,116.6,1
34823010,79,1.6256,17.526,1
34836011,54,1.6002,14.4,1
34848010,73,1.8288,13.166,0
34855010,73,1.651,30.898,1
34874010,78,1.7526,38.64,0
34874040,69,1.651,38.64,1
34884010,76,1.7272,182.6446502,0
34884020,73,1.524,182.6446502,1
34938010,79,1.7018,30.67270494,1
34955010,79,1.651,22.512,1
34957010,76,1.5494,29.704,1
34957020,79,1.651,29.704,0
34974010,81,1.651,42.04,1
34989010,78,1.651,24.624,1
34998010,82,1.6764,27.8,1
34998040,88,1.7526,27.8,0
35008010,81,1.778,153.8241192,0
35008020,77,1.5875,153.8241192,1
35009010,82,1.524,126.36,1
35009020,81,1.7526,126.36,0
35019010,72,1.7272,148.6373333,0
35019040,68,1.6002,148.6373333,1
35167010,82,1.7272,57.444,0
35167020,81,1.6002,57.444,1
35169010,79,1.7018,33.102,1
35171010,77,1.8542,71.892,0
35171020,77,1.5748,71.892,1
35260010,76,1.778,105.652792,0
35260020,73,1.6637,105.652792,1
35265020,74,1.5748,16.462,1
35320010,74,1.8034,67.224,0
35320020,77,1.397,67.224,1
35330010,76,1.6002,2.364,1
35334020,81,1.651,13.16,1
35364020,74,1.7272,40.944,0
35364030,71,1.524,40.944,1
35366010,72,1.7526,33.71102486,0
35366011,67,1.6002,33.71102486,1
35380010,78,1.6002,40.284,1
35403010,78,1.6764,44.988,1
35421010,74,1.8288,83.192,0
35425010,79,1.6764,35.512,0
35425040,71,1.6764,35.512,1
35428011,79,1.7018,17.732,1
35430020,73,1.6256,65.868,1
35438010,82,1.7399,70.85800354,0
35504010,77,1.8288,47.5,0
35505040,70,1.7018,26.57544,1
35506010,81,1.8288,30.77819223,0
35506020,81,1.5875,30.77819223,1
35507010,78,1.7526,61.496,0
35519010,78,1.7526,105.12,0
35519040,61,1.7526,105.12,1
35525040,72,1.6256,18.4,1
35542030,72,1.7526,50.032,0
35542040,71,1.5875,50.032,1
35601020,77,1.5748,18,1
35605011,51,1.5621,15.408,1
35607020,76,1.8542,35.112,0
35607030,72,1.6764,35.112,1
35613020,82,1.6764,36.976,1
35614020,82,1.524,4.7,1
35621020,84,1.5748,32.912,1
35624020,79,1.5748,41.828,1
35624030,94,1.778,41.828,0
35644010,78,1.5875,17.3485575,1
35672030,70,1.6002,33.648,1
35685020,76,1.6637,13.992,1
35686020,81,1.524,39.08934236,1
35688010,82,1.8288,29.268,0
35688020,82,1.5494,29.268,1
35704020,82,1.5494,13.03644,1
35728010,75,1.7018,9.55,1
35753020,79,1.4986,7.98,1
35785020,82,1.6256,21.528,1
35785030,86,1.7272,21.528,0
35786010,74,1.7526,23.324,0
35786040,70,1.524,23.324,1
35813010,75,1.6764,40.132,1
35824040,59,1.6764,201.448,1
35824041,57,1.905,201.448,0
35838020,82,1.6002,41.868,1
35840010,79,1.7526,22.08,1
35848020,74,1.651,154.916,1
35849010,79,1.7272,113.28848,0
35849020,77,1.6256,113.28848,1
35858010,72,1.8034,26.236,0
35862010,74,1.651,13.2,0
35863010,79,1.7526,43.2,1
35863040,85,1.8034,43.2,0
35878010,73,1.8288,142.3671155,0
35888010,73,1.8669,32.708,0
35888040,71,1.5875,32.708,1
35892010,74,1.7018,19.812,1
35901020,72,1.5494,55,1
35901030,72,1.7526,55,0
35903020,82,1.6764,33,1
35903030,86,1.8796,33,0
35926010,77,1.5748,31,1
35950030,86,1.7526,9.604,0
35982040,84,1.524,35.58,1
35990030,67,1.524,32.904,1
35990032,60,1.7526,32.904,0
35992020,82,1.5748,10.812,1
36040010,81,1.6764,25.656,0
36040020,80,1.6002,25.656,1
36044010,83,1.778,29.138,0
36044040,86,1.6129,29.138,1
36051010,78,1.6129,17.612,1
36068010,72,1.6002,27.604,1
36081010,72,1.6256,47.788,1
36081011,60,1.7272,47.788,0
36107010,75,1.7272,18.444,0
36126010,80,1.5748,49.92,1
36126040,84,1.6002,49.92,0
36129020,72,1.9304,62,0
36129030,69,1.7018,62,1
36141010,75,1.8542,65.076,0
36141040,71,1.6002,65.076,1
36142020,78,1.7526,13.2,0
36148010,73,1.6256,73.38,1
36148040,71,1.778,73.38,0
36151010,81,1.6256,13.07,1
36170010,77,1.7018,14.34,0
36179010,78,1.7526,50.1,0
36179020,76,1.6002,50.1,1
36203010,80,1.8034,58.284,0
36206010,82,1.6002,22.404,1
36218020,76,1.651,59.316,1
36218030,86,1.7526,59.316,0
36227010,82,1.6002,19.308,0
36227040,72,1.6764,19.308,1
36230010,82,1.6764,31.18824,0
36230020,80,1.6002,31.18824,1
36233020,75,1.8034,44.88,0
36233030,71,1.5748,44.88,1
36234010,79,1.524,12.792,1
36236010,74,1.651,16.752,1
36243020,72,1.5748,56.496,0
36243030,66,1.6256,56.496,1
36245010,81,1.6002,41.213,1
36250010,82,1.651,49.784,0
36250020,77,1.524,49.784,1
36257010,82,1.9304,53.38,0
36257020,78,1.651,53.38,1
36275010,72,1.7018,98.06592727,1
36277010,75,1.8288,39.04087388,0
36277040,56,1.6256,39.04087388,1
36345010,78,1.6002,14.328,1
36345011,80,1.7526,14.328,0
36356010,73,1.6764,49.24,0
36393010,81,1.524,11.16,1
36398040,65,1.524,29.508,1
36398041,66,1.8288,29.508,0
36408020,81,1.8288,29.268,0
36408030,71,1.6002,29.268,1
36413040,71,1.7018,30.3,0
36418020,77,1.6764,42.612,0
36418030,73,1.6256,42.612,1
36445010,78,1.8034,20.28,0
36450040,70,1.8034,27.9,0
36450041,63,1.7018,27.9,1
36489010,73,1.778,54.064,0
36489040,67,1.6256,7.2,1
36491020,75,1.8542,75.22,0
36491030,65,1.6764,75.22,1
36495010,75,1.7272,46.2,0
36495011,56,1.6764,46.2,1
36495040,56,1.7018,86.344,1
36495041,61,1.8288,86.344,0
36499040,70,1.2446,21.696,1
36503030,64,1.6002,21,1
36510040,71,1.6002,8.652,1
36549020,72,1.5875,12.672,1
36603010,79,1.6002,16.2,1
36643030,84,1.6256,17.3034245,1
36667020,81,1.5748,82.349,1
36668020,74,1.5494,42.667,1
36675040,85,1.5494,16.8,1
36676010,74,1.524,10.932,1
36676040,84,1.7018,10.932,0
36677020,82,1.65735,14.856,1
36683010,81,1.4478,30.84,1
36683020,82,1.7018,30.84,0
36726010,79,1.5748,14.22,1
36734010,74,1.651,113.9029322,1
36734020,73,1.778,113.9029322,0
36757020,74,1.651,46.32306607,1
36758010,75,1.8796,11.28,0
36763040,66,1.6002,41.67408,1
36770010,77,1.778,114.8,0
36770020,78,1.5875,114.8,1
36787010,83,1.778,85.104,0
36787020,81,1.778,85.104,1
36796040,68,1.4986,35.116,1
36798010,73,1.7272,77.30009191,0
36798040,72,1.524,77.30009191,1
36813020,78,1.6383,17.407,1
36822010,80,1.7018,62.964,0
36822020,75,1.70815,62.964,1
36826020,77,1.6764,63.096,1
36826030,86,1.6002,63.096,0
36832020,79,1.6764,52.246,1
36832030,85,1.651,52.246,0
36866010,74,1.8542,69.41886568,0
36868010,80,1.8288,87.87547634,0
36868040,70,1.651,87.87547634,1
36902010,79,1.6764,29.4,0
36902020,73,1.524,29.4,1
36915010,79,1.6256,12.985,1
36946010,81,1.8288,23.82,0
36967040,71,1.5748,13.745,1
36991010,74,1.651,236.8272143,1
36991020,73,1.8288,236.8272143,0
36992010,77,1.651,24.912,1
36993010,72,1.8034,24.6,0
37047010,74,1.7526,45.81509833,0
37047040,73,1.6764,45.81509833,1
37048010,78,1.7526,101.64,0
37048020,80,1.6002,101.64,1
37049010,78,1.8542,79.426,0
37049040,71,1.6256,79.426,1
37050010,80,1.6383,30.948,1
37050040,84,1.7018,30.948,0
37053010,79,1.7018,73.448,0
37053020,77,1.5748,73.448,1
37055010,75,1.8542,211.604,0
37055040,65,1.6764,211.604,1
37057010,75,1.7272,68.824,0
37057020,73,1.6637,68.824,1
37058031,66,1.7145,30.521,1
37072010,83,1.7526,26.926,0
37082020,76,1.651,30.09,1
37100040,69,1.8542,44.07077901,0
37101010,79,1.778,14.604,0
37106010,79,1.4605,43.32,1
37160010,79,1.6256,39.08,0
37184030,83,1.8796,26.818,0
37203010,78,1.4478,26.848,1
37208010,75,1.5748,40.25,1
37209010,81,1.8034,34.848,0
37209020,82,1.4986,34.848,1
37216040,70,1.6764,14.49287938,1
37217040,61,1.5494,40,1
37250020,74,1.6764,30,0
37251010,83,1.8034,45.348,0
37251020,76,1.651,45.348,1
37253010,75,1.6256,49.26580001,1
37253020,77,1.6764,49.26580001,0
37257010,81,1.5748,21.6,1
37297010,81,1.524,13.168,1
37298010,73,1.6002,67.038,1
37352010,78,1.778,32.508,0
37352020,74,1.5748,32.508,1
37359010,72,1.5494,141.94,1
37359040,66,1.6764,141.94,0
37361011,77,1.8542,41.16,0
37373020,72,1.6256,37.36,1
37382010,73,1.7272,34.8,0
37404010,76,1.7526,26.152,0
37417010,78,1.7018,28.224,0
37428010,77,1.6764,124,0
37428020,73,1.6256,132.412,1
37431020,80,1.7526,11.868,0
37431030,52,1.5494,0,1
37477020,80,1.8161,148.3552757,0
37477021,70,1.7018,148.3552757,1
37490010,73,1.6002,49.2,1
37490020,73,1.8034,49.2,0
37496010,80,1.6256,16.776,1
37503020,77,1.651,80.2,1
37503021,80,1.7272,80.2,0
37506010,77,1.5494,22.92,1
37515020,78,1.6256,74.624,1
37530020,73,1.6256,34.332,0
37530030,72,1.524,34.332,1
37541040,67,1.4859,16.52,1
37546010,82,1.6002,20.8,1
37546020,82,1.8034,20.8,0
37547010,75,1.7526,138.852,0
37550010,75,1.778,103.269,0
37550020,75,1.6002,103.269,1
37594010,72,1.778,58.64,0
37594040,69,1.6383,58.64,1
37597030,85,1.6764,52.602,0
37602020,74,1.7145,16.432,1
37606010,80,1.7018,9.24,1
37607020,73,1.7272,15.99828061,1
37618020,83,1.778,9.96,0
37636010,82,1.524,15.6,1
37640010,76,1.6764,23.17584,1
37732010,74,1.5748,14.58,1
37735010,82,1.6764,178.3570664,0
37751010,82,1.6383,44.177,1
37761010,74,1.6764,48.732,1
37761040,86,1.8288,48.732,0
37767010,78,1.7272,29.973,0
37767020,76,1.524,29.973,1
37776010,81,1.8034,37.56,0
37835010,75,1.7526,19.5,0
37835040,68,1.6002,23.844,1
37836010,73,1.8288,21.024,0
37842010,81,1.6002,30.15228,1
37862010,80,1.5494,15.084,1
37865020,77,1.7018,58.5,1
37865030,88,1.8288,58.5,0
37871020,81,1.7145,94.992,1
37878040,65,1.7018,174.165,1
37893040,63,1.7018,1,0
37893041,58,1.4986,1,1
37904010,74,1.7272,12.408,0
37907010,76,1.6764,34.7,1
37918040,69,1.5494,13.42304194,1
37942010,75,1.778,49,0
37942020,74,1.651,49,1
37948020,74,1.778,30.22,0
37948030,68,1.5748,30.22,1
37949010,76,1.524,21.504,0
37949040,70,1.64465,21.504,1
37963010,74,1.7018,58.4,0
37963040,67,1.5494,58.4,1
37989010,72,1.7272,140.3968716,0
37989040,70,1.5494,140.3968716,1
38009020,78,1.5494,41.81707093,1
38015020,81,1.397,112.0986667,1
38015030,84,1.7018,112.0986667,0
38017010,81,1.8288,45.6420347,0
38017020,80,1.6002,45.6420347,1
38031010,79,1.7272,18.872,0
38042010,83,1.8288,66.024,0
38042020,79,1.5748,66.024,1
38047010,76,1.7018,209.4012,0
38047040,50,1.5748,209.4012,1
38050020,82,1.5748,37.93,1
38064010,81,1.6002,22.70416206,1
38089010,79,1.6764,21.69697515,0
38144010,77,1.7526,69.804,0
38144040,70,1.6256,69.804,1
38269020,78,1.5494,34.148,1
38269030,83,1.8288,34.148,0
38292020,80,1.524,18.48,1
38308040,65,1.5494,15.2,1
38308041,53,1.778,0,0
38308042,61,1.7526,15.2,0
38333010,76,1.8034,24.82201147,0
38333040,68,1.651,24.82201147,1
38383010,77,1.4986,23.4,1
38394010,76,1.6383,42.6,1
38394020,80,1.8034,42.6,0
38405010,80,1.8034,32.4,0
38406010,81,1.7907,71.76036,0
38406020,81,1.6764,71.76036,1
38475010,83,1.651,41.60366023,1
38477020,76,1.6764,19.2,1
38496010,80,1.7272,37.76,0
38509020,81,1.4732,6.804,1
38510010,81,1.8034,51.438,0
38511010,79,1.6256,12.4,1
38516020,74,1.5748,26.402,1
38517010,78,1.5494,88.74104282,1
38520010,77,1.5748,45.328,1
38520011,74,1.8288,83.112,0
38523020,80,1.651,165.036,1
38523030,85,1.7399,165.036,0
38524010,73,1.7653,156.808,0
38524020,73,1.5494,156.808,1
38525040,60,1.6002,66.60009483,1
38531010,72,1.7526,86.772,0
38531020,73,1.6256,86.772,1
38535010,73,1.778,41.714,0
38535040,71,1.5875,41.714,1
38538010,78,1.8288,28.124,0
38538020,77,1.6764,28.124,1
38547010,76,1.8034,80.5608356,0
38547020,75,1.6256,80.5608356,1
38548010,73,1.8288,28.092,0
38548040,68,1.6129,8.28,1
38571040,67,1.6002,12.00116,1
38577020,77,1.6256,3,1
38615010,75,1.5875,34.13823989,1
38615020,77,1.905,34.13823989,0
38616040,70,1.6256,13.2,1
38641020,78,1.524,14.652,1
38666010,76,1.74625,24.62,0
38685020,81,1.5748,21.636,1
38705010,72,1.8796,52.4,0
38707010,82,1.778,52.8,0
38717010,78,1.8923,64.004,0
38717040,67,1.6256,64.004,1
38720010,80,1.778,17,0
38720020,79,1.5494,17,1
38738010,75,1.5621,29.43295186,1
38751030,72,1.5748,30.195,1
38761040,68,1.64465,228.2304274,1
38762020,77,1.4732,179.232,1
38776010,77,1.6764,45.12078391,1
38776020,84,1.8796,45.12078391,0
38784010,76,1.7018,13.31070821,1
38797010,77,1.524,6.948,1
38811030,72,1.6002,24.62,1
38873020,77,1.6002,24.868,1
38876010,77,1.778,24.01752897,0
38876020,75,1.6256,24.01752897,1
38888010,77,1.651,104.814,0
38888040,70,1.6891,104.814,1
38892020,72,1.5748,75.3,1
38892021,69,1.651,75.3,0
38916010,76,1.778,78.74211465,0
38916011,73,1.7018,78.74211465,1
38921010,81,1.83388,59.564,0
38921020,78,1.7399,59.564,1
38923010,72,1.8288,25.80036,0
38923020,74,1.7018,155.352,1
38923021,76,1.7526,155.352,0
38932011,72,1.5748,22.99412,1
38932020,73,1.5494,15.372,1
38934012,81,1.7272,16.028,0
38938020,79,1.7272,15.61,1
38950010,82,1.524,32.652,1
38951010,73,1.778,28.444,0
38951040,71,1.6764,28.444,1
38961010,74,1.5748,17.7,1
38966010,81,1.8796,114.8249369,0
38999010,79,1.651,35.5536,0
39003020,78,1.6256,20.279,1
39005020,77,1.5748,32.912,1
39010020,73,1.7272,35.04,0
39010030,69,1.6002,35.04,1
39053010,79,1.6764,57.78,0
39053020,78,1.5494,57.78,1
39059020,77,1.5748,50.4,1
39082010,79,1.7399,80.45,0
39082020,79,1.6256,80.45,1
39101010,74,1.6764,30.46,1
39101020,76,1.778,30.46,0
39107010,79,1.7018,26.952,0
39107020,78,1.651,26.952,1
39111010,78,1.75895,24.948,1
39115020,80,1.651,12.86143409,1
39137040,70,1.8161,243.9327092,0
39137041,72,1.8542,243.9327092,0
39159010,77,1.6764,32.996,1
39159020,77,1.7907,32.996,0
39181010,74,1.7272,98.45244897,0
39181020,74,1.5748,98.45244897,1
39183020,80,1.6891,89.46507791,1
39184010,77,1.7399,193.225245,0
39184020,73,1.6256,193.225245,1
39185010,79,1.8034,42.808,0
39185040,68,1.56845,42.808,1
39186040,85,1.6764,30,0
39187020,83,1.6256,27.516,1
39188010,74,1.6256,55.04505517,1
39196010,78,1.6764,64.412,0
39196040,71,1.5494,64.412,1
39224010,76,1.6891,8.436,0
39231010,73,1.5748,25.104,1
39256020,77,1.5875,83.218,1
39257010,80,1.778,333.72,0
39260010,80,1.7399,108,0
39260020,79,1.6891,108,1
39275010,73,1.7272,74.536,0
39275020,77,1.6764,74.536,1
39279040,66,1.651,45.808,1
39319020,80,1.5494,79.87974785,1
39319030,84,1.651,79.87974785,0
39340020,78,1.5748,16.048,1
39341010,75,1.6256,22.128,1
39348020,73,1.651,77.55,1
39348030,67,1.7018,77.55,0
39357010,75,1.7526,37.596,0
39357040,70,1.5748,37.596,1
39358020,72,1.6383,21.24,1
39370010,79,1.905,23.2,0
39370040,70,1.7145,23.2,1
39411030,84,1.8034,73.2,0
39419020,81,1.6764,70.264,1
39430010,82,1.8034,51.29232,0
39430020,78,1.7018,51.29232,1
39437010,76,1.7272,67.676,0
39437040,69,1.6764,67.676,1
39466030,71,1.6383,56.346,1
39466031,71,1.7018,56.346,0
39492010,79,1.5748,24.22,1
39505010,79,1.6764,73.13748538,0
39505020,74,1.5367,24.016,1
39513010,73,1.6002,21.69,0
39513040,66,1.5748,21.69,1
39538020,76,1.7526,42.992,0
39538030,68,1.6891,42.992,1
39556010,75,1.8288,15.18024,0
