bd_Start_time,prob,bd_FC_Before_Start,station_number,daily_sum,station_name
2015-06-30,1,15,17126,0,MARREE AERO
2015-07-01,0,39,17126,0,MARREE AERO
2015-07-02,0,63,17126,0,MARREE AERO
2015-07-03,0,87,17126,0,MARREE AERO
2015-07-04,0,111,17126,0,MARREE AERO
2015-07-05,0,135,17126,0,MARREE AERO
2015-07-06,0,159,17126,0,MARREE AERO
2015-06-29,0,-33,14015,0,DARWIN AIRPORT
2015-06-30,1,-9,14015,0,DARWIN AIRPORT
2015-07-01,1,15,14015,0,DARWIN AIRPORT
2015-07-02,2,39,14015,0,DARWIN AIRPORT
2015-07-03,0,63,14015,0,DARWIN AIRPORT
2015-07-04,0,87,14015,0,DARWIN AIRPORT
2015-07-05,1,111,14015,0,DARWIN AIRPORT
2015-07-06,3,135,14015,0,DARWIN AIRPORT
2015-07-07,3,159,14015,0,DARWIN AIRPORT
2015-06-29,46,-33,17126,0,MARREE AERO
2015-06-30,0,-9,17126,0,MARREE AERO
2015-07-01,0,15,17126,0,MARREE AERO
2015-07-02,0,39,17126,0,MARREE AERO
2015-07-03,0,63,17126,0,MARREE AERO
2015-07-04,1,87,17126,0,MARREE AERO
2015-07-05,0,111,17126,0,MARREE AERO
2015-07-06,0,135,17126,0,MARREE AERO
2015-07-07,0,159,17126,0,MARREE AERO
2015-06-29,41,-33,32040,0,TOWNSVILLE AERO
2015-06-30,35,-9,32040,0,TOWNSVILLE AERO
2015-07-01,8,15,32040,0,TOWNSVILLE AERO
2015-07-02,9,39,32040,0,TOWNSVILLE AERO
2015-07-03,2,63,32040,0,TOWNSVILLE AERO
2015-07-04,23,87,32040,0,TOWNSVILLE AERO
2015-07-05,24,111,32040,0,TOWNSVILLE AERO
2015-07-06,7,135,32040,0,TOWNSVILLE AERO
2015-07-07,20,159,32040,0,TOWNSVILLE AERO
2015-06-30,1,-33,14015,0,DARWIN AIRPORT
2015-07-01,3,-9,14015,0,DARWIN AIRPORT
2015-07-02,2,15,14015,0,DARWIN AIRPORT
2015-07-03,0,39,14015,0,DARWIN AIRPORT
2015-07-04,0,63,14015,0,DARWIN AIRPORT
2015-07-05,1,87,14015,0,DARWIN AIRPORT
2015-07-06,1,111,14015,0,DARWIN AIRPORT
2015-07-07,0,135,14015,0,DARWIN AIRPORT
2015-07-08,1,159,14015,0,DARWIN AIRPORT
2015-06-30,0,-33,17126,0,MARREE AERO
2015-07-01,0,-9,17126,0,MARREE AERO
2015-07-02,0,15,17126,0,MARREE AERO
2015-07-03,1,39,17126,0,MARREE AERO
2015-07-04,0,63,17126,0,MARREE AERO
2015-07-05,0,87,17126,0,MARREE AERO
2015-07-06,0,111,17126,0,MARREE AERO
2015-07-07,0,135,17126,0,MARREE AERO
2015-07-08,0,159,17126,0,MARREE AERO
2015-06-30,35,-33,32040,0,TOWNSVILLE AERO
2015-07-01,3,-9,32040,0,TOWNSVILLE AERO
2015-07-02,6,15,32040,0,TOWNSVILLE AERO
2015-07-03,2,39,32040,0,TOWNSVILLE AERO
2015-07-04,12,63,32040,0,TOWNSVILLE AERO
2015-07-05,15,87,32040,0,TOWNSVILLE AERO
2015-07-06,11,111,32040,0,TOWNSVILLE AERO
2015-07-07,3,135,32040,0,TOWNSVILLE AERO
2015-07-08,5,159,32040,0,TOWNSVILLE AERO
2015-07-01,3,-33,14015,0,DARWIN AIRPORT
2015-07-02,9,-9,14015,0,DARWIN AIRPORT
2015-07-03,1,15,14015,0,DARWIN AIRPORT
2015-07-04,1,39,14015,0,DARWIN AIRPORT
2015-07-05,3,63,14015,0,DARWIN AIRPORT
2015-07-06,2,87,14015,0,DARWIN AIRPORT
2015-07-07,4,111,14015,0,DARWIN AIRPORT
2015-07-08,1,135,14015,0,DARWIN AIRPORT
2015-07-09,4,159,14015,0,DARWIN AIRPORT
2015-07-01,3,-33,32040,0,TOWNSVILLE AERO
2015-07-02,5,-9,32040,0,TOWNSVILLE AERO
2015-07-03,5,15,32040,0,TOWNSVILLE AERO
2015-07-04,21,39,32040,0,TOWNSVILLE AERO
2015-07-05,10,63,32040,0,TOWNSVILLE AERO
2015-07-06,7,87,32040,0,TOWNSVILLE AERO
2015-07-07,1,111,32040,0,TOWNSVILLE AERO
2015-07-08,6,135,32040,0,TOWNSVILLE AERO
2015-07-09,34,159,32040,0,TOWNSVILLE AERO
2015-07-02,9,-33,14015,0,DARWIN AIRPORT
2015-07-03,1,-9,14015,0,DARWIN AIRPORT
2015-07-04,1,15,14015,0,DARWIN AIRPORT
2015-07-05,1,39,14015,0,DARWIN AIRPORT
2015-07-06,1,63,14015,0,DARWIN AIRPORT
2015-07-07,4,87,14015,0,DARWIN AIRPORT
2015-07-08,1,111,14015,0,DARWIN AIRPORT
2015-07-09,0,135,14015,0,DARWIN AIRPORT
2015-07-10,0,159,14015,0,DARWIN AIRPORT
2015-07-02,0,-33,17126,0,MARREE AERO
2015-07-03,0,-9,17126,0,MARREE AERO
2015-07-04,0,15,17126,0,MARREE AERO
2015-07-05,0,39,17126,0,MARREE AERO
2015-07-06,1,63,17126,0,MARREE AERO
2015-07-07,1,87,17126,0,MARREE AERO
2015-07-08,1,111,17126,0,MARREE AERO
2015-07-09,1,135,17126,0,MARREE AERO
2015-07-10,1,159,17126,0,MARREE AERO
2015-07-02,5,-33,32040,0,TOWNSVILLE AERO
2015-07-03,5,-9,32040,0,TOWNSVILLE AERO
2015-07-04,15,15,32040,0,TOWNSVILLE AERO
2015-07-05,20,39,32040,0,TOWNSVILLE AERO
2015-07-06,16,63,32040,0,TOWNSVILLE AERO
2015-07-07,5,87,32040,0,TOWNSVILLE AERO
2015-07-08,10,111,32040,0,TOWNSVILLE AERO
2015-07-09,11,135,32040,0,TOWNSVILLE AERO
2015-07-10,27,159,32040,0,TOWNSVILLE AERO
2015-07-03,1,-33,14015,0,DARWIN AIRPORT
2015-07-04,0,-9,14015,0,DARWIN AIRPORT
2015-07-05,0,15,14015,0,DARWIN AIRPORT
2015-07-06,1,39,14015,0,DARWIN AIRPORT
2015-07-07,4,63,14015,0,DARWIN AIRPORT
2015-07-08,1,87,14015,0,DARWIN AIRPORT
2015-07-09,6,111,14015,0,DARWIN AIRPORT
2015-07-10,0,135,14015,0,DARWIN AIRPORT
2015-07-11,1,159,14015,0,DARWIN AIRPORT
2015-07-03,0,-33,17126,0,MARREE AERO
2015-07-04,0,-9,17126,0,MARREE AERO
2015-07-05,0,15,17126,0,MARREE AERO
2015-07-06,0,39,17126,0,MARREE AERO
2015-07-07,1,63,17126,0,MARREE AERO
2015-07-08,1,87,17126,0,MARREE AERO
2015-07-09,0,111,17126,0,MARREE AERO
2015-07-10,10,135,17126,0,MARREE AERO
2015-07-11,0,159,17126,0,MARREE AERO
2015-07-03,5,-33,32040,0,TOWNSVILLE AERO
2015-07-04,15,-9,32040,0,TOWNSVILLE AERO
2015-07-05,8,15,32040,0,TOWNSVILLE AERO
2015-07-06,16,39,32040,0,TOWNSVILLE AERO
2015-07-07,5,63,32040,0,TOWNSVILLE AERO
2015-07-08,10,87,32040,0,TOWNSVILLE AERO
2015-07-09,10,111,32040,0,TOWNSVILLE AERO
2015-07-10,31,135,32040,0,TOWNSVILLE AERO
2015-07-11,7,159,32040,0,TOWNSVILLE AERO
2015-07-04,0,-33,14015,0,DARWIN AIRPORT
2015-07-05,0,-9,14015,0,DARWIN AIRPORT
2015-07-06,2,15,14015,0,DARWIN AIRPORT
2015-07-07,0,39,14015,0,DARWIN AIRPORT
2015-07-08,0,63,14015,0,DARWIN AIRPORT
2015-07-09,1,87,14015,0,DARWIN AIRPORT
2015-07-10,0,111,14015,0,DARWIN AIRPORT
2015-07-11,0,135,14015,0,DARWIN AIRPORT
2015-07-12,0,159,14015,0,DARWIN AIRPORT
2015-07-04,0,-33,17126,0,MARREE AERO
2015-07-05,1,-9,17126,0,MARREE AERO
2015-07-06,0,15,17126,0,MARREE AERO
2015-07-07,0,39,17126,0,MARREE AERO
2015-07-08,0,63,17126,0,MARREE AERO
2015-07-09,1,87,17126,0,MARREE AERO
2015-07-10,1,111,17126,0,MARREE AERO
2015-07-11,0,135,17126,0,MARREE AERO
2015-07-12,1,159,17126,0,MARREE AERO
2015-07-04,15,-33,32040,0,TOWNSVILLE AERO
2015-07-05,24,-9,32040,0,TOWNSVILLE AERO
2015-07-06,8,15,32040,0,TOWNSVILLE AERO
2015-07-07,1,39,32040,0,TOWNSVILLE AERO
2015-07-08,9,63,32040,0,TOWNSVILLE AERO
2015-07-09,4,87,32040,0,TOWNSVILLE AERO
2015-07-10,8,111,32040,0,TOWNSVILLE AERO
2015-07-11,6,135,32040,0,TOWNSVILLE AERO
2015-07-12,4,159,32040,0,TOWNSVILLE AERO
2015-07-05,0,-33,14015,0,DARWIN AIRPORT
2015-07-06,3,-9,14015,0,DARWIN AIRPORT
2015-07-07,0,15,14015,0,DARWIN AIRPORT
2015-07-08,1,39,14015,0,DARWIN AIRPORT
2015-07-09,1,63,14015,0,DARWIN AIRPORT
2015-07-10,1,87,14015,0,DARWIN AIRPORT
2015-07-11,0,111,14015,0,DARWIN AIRPORT
2015-07-12,1,135,14015,0,DARWIN AIRPORT
2015-07-13,0,159,14015,0,DARWIN AIRPORT
2015-07-05,1,-33,17126,0,MARREE AERO
2015-07-06,0,-9,17126,0,MARREE AERO
2015-07-07,0,15,17126,0,MARREE AERO
2015-07-08,0,39,17126,0,MARREE AERO
2015-07-09,0,63,17126,0,MARREE AERO
2015-07-10,16,87,17126,0,MARREE AERO
2015-07-11,22,111,17126,0,MARREE AERO
2015-07-12,6,135,17126,0,MARREE AERO
2015-07-13,4,159,17126,0,MARREE AERO
2015-07-05,24,-33,32040,0,TOWNSVILLE AERO
2015-07-06,8,-9,32040,0,TOWNSVILLE AERO
2015-07-07,3,15,32040,0,TOWNSVILLE AERO
2015-07-08,0,39,32040,0,TOWNSVILLE AERO
2015-07-09,8,63,32040,0,TOWNSVILLE AERO
2015-07-10,18,87,32040,0,TOWNSVILLE AERO
2015-07-11,18,111,32040,0,TOWNSVILLE AERO
2015-07-12,7,135,32040,0,TOWNSVILLE AERO
2015-07-13,1,159,32040,0,TOWNSVILLE AERO
2015-07-06,3,-33,14015,0,DARWIN AIRPORT
2015-07-07,2,-9,14015,0,DARWIN AIRPORT
2015-07-08,0,15,14015,0,DARWIN AIRPORT
2015-07-09,1,39,14015,0,DARWIN AIRPORT
2015-07-10,1,63,14015,0,DARWIN AIRPORT
2015-07-11,2,87,14015,0,DARWIN AIRPORT
2015-07-12,2,111,14015,0,DARWIN AIRPORT
2015-07-13,1,135,14015,0,DARWIN AIRPORT
2015-07-14,1,159,14015,0,DARWIN AIRPORT
2015-07-06,0,-33,17126,0,MARREE AERO
2015-07-07,0,-9,17126,0,MARREE AERO
2015-07-08,1,15,17126,0,MARREE AERO
2015-07-09,0,39,17126,0,MARREE AERO
2015-07-10,4,63,17126,0,MARREE AERO
2015-07-11,0,87,17126,0,MARREE AERO
2015-07-12,3,111,17126,0,MARREE AERO
2015-07-13,0,135,17126,0,MARREE AERO
2015-07-14,0,159,17126,0,MARREE AERO
2015-07-06,8,-33,32040,0,TOWNSVILLE AERO
2015-07-07,0,-9,32040,0,TOWNSVILLE AERO
2015-07-08,1,15,32040,0,TOWNSVILLE AERO
2015-07-09,10,39,32040,0,TOWNSVILLE AERO
2015-07-10,25,63,32040,0,TOWNSVILLE AERO
2015-07-11,5,87,32040,0,TOWNSVILLE AERO
2015-07-12,0,111,32040,0,TOWNSVILLE AERO
2015-07-13,1,135,32040,0,TOWNSVILLE AERO
2015-07-14,0,159,32040,0,TOWNSVILLE AERO
2015-07-07,2,-33,14015,0,DARWIN AIRPORT
2015-07-08,0,-9,14015,0,DARWIN AIRPORT
2015-07-09,1,15,14015,0,DARWIN AIRPORT
2015-07-10,1,39,14015,0,DARWIN AIRPORT
2015-07-11,2,63,14015,0,DARWIN AIRPORT
2015-07-12,2,87,14015,0,DARWIN AIRPORT
2015-07-13,0,111,14015,0,DARWIN AIRPORT
2015-07-14,0,135,14015,0,DARWIN AIRPORT
2015-07-15,0,159,14015,0,DARWIN AIRPORT
2015-07-07,0,-33,17126,0,MARREE AERO
2015-07-08,0,-9,17126,0,MARREE AERO
2015-07-09,0,15,17126,0,MARREE AERO
2015-07-10,0,39,17126,0,MARREE AERO
2015-07-11,1,63,17126,0,MARREE AERO
2015-07-12,0,87,17126,0,MARREE AERO
2015-07-13,0,111,17126,0,MARREE AERO
2015-07-14,0,135,17126,0,MARREE AERO
2015-07-15,0,159,17126,0,MARREE AERO
2015-07-07,0,-33,32040,0,TOWNSVILLE AERO
2015-07-08,1,-9,32040,0,TOWNSVILLE AERO
2015-07-09,5,15,32040,0,TOWNSVILLE AERO
2015-07-10,27,39,32040,0,TOWNSVILLE AERO
2015-07-11,13,63,32040,0,TOWNSVILLE AERO
2015-07-12,3,87,32040,0,TOWNSVILLE AERO
2015-07-13,1,111,32040,0,TOWNSVILLE AERO
2015-07-14,0,135,32040,0,TOWNSVILLE AERO
2015-07-15,0,159,32040,0,TOWNSVILLE AERO
2015-07-08,0,-33,17126,0,MARREE AERO
2015-07-09,1,-9,17126,0,MARREE AERO
2015-07-10,8,15,17126,0,MARREE AERO
2015-07-11,3,39,17126,0,MARREE AERO
2015-07-12,3,63,17126,0,MARREE AERO
2015-07-13,1,87,17126,0,MARREE AERO
2015-07-14,7,111,17126,0,MARREE AERO
2015-07-15,14,135,17126,0,MARREE AERO
2015-07-16,0,159,17126,0,MARREE AERO
2015-07-08,1,-33,32040,0,TOWNSVILLE AERO
2015-07-09,4,-9,32040,0,TOWNSVILLE AERO
2015-07-10,30,15,32040,0,TOWNSVILLE AERO
2015-07-11,18,39,32040,0,TOWNSVILLE AERO
2015-07-12,4,63,32040,0,TOWNSVILLE AERO
2015-07-13,0,87,32040,0,TOWNSVILLE AERO
2015-07-14,0,111,32040,0,TOWNSVILLE AERO
2015-07-15,0,135,32040,0,TOWNSVILLE AERO
2015-07-16,0,159,32040,0,TOWNSVILLE AERO
2015-07-09,0,-33,14015,0,DARWIN AIRPORT
2015-07-10,0,-9,14015,0,DARWIN AIRPORT
2015-07-11,1,15,14015,0,DARWIN AIRPORT
2015-07-12,2,39,14015,0,DARWIN AIRPORT
2015-07-13,0,63,14015,0,DARWIN AIRPORT
2015-07-14,0,87,14015,0,DARWIN AIRPORT
2015-07-15,0,111,14015,0,DARWIN AIRPORT
2015-07-16,0,135,14015,0,DARWIN AIRPORT
2015-07-17,0,159,14015,0,DARWIN AIRPORT
2015-07-09,1,-33,17126,0,MARREE AERO
2015-07-10,5,-9,17126,0,MARREE AERO
2015-07-11,5,15,17126,0,MARREE AERO
2015-07-12,0,39,17126,0,MARREE AERO
2015-07-13,1,63,17126,0,MARREE AERO
2015-07-14,0,87,17126,0,MARREE AERO
2015-07-15,6,111,17126,0,MARREE AERO
2015-07-16,0,135,17126,0,MARREE AERO
2015-07-17,0,159,17126,0,MARREE AERO
2015-07-09,4,-33,32040,0,TOWNSVILLE AERO
2015-07-10,15,-9,32040,0,TOWNSVILLE AERO
2015-07-11,12,15,32040,0,TOWNSVILLE AERO
2015-07-12,1,39,32040,0,TOWNSVILLE AERO
2015-07-13,1,63,32040,0,TOWNSVILLE AERO
2015-07-14,0,87,32040,0,TOWNSVILLE AERO
2015-07-15,1,111,32040,0,TOWNSVILLE AERO
2015-07-16,3,135,32040,0,TOWNSVILLE AERO
2015-07-17,12,159,32040,0,TOWNSVILLE AERO
2015-07-10,0,-33,14015,0,DARWIN AIRPORT
2015-07-11,0,-9,14015,0,DARWIN AIRPORT
2015-07-12,2,15,14015,0,DARWIN AIRPORT
2015-07-13,0,39,14015,0,DARWIN AIRPORT
2015-07-14,0,63,14015,0,DARWIN AIRPORT
2015-07-15,0,87,14015,0,DARWIN AIRPORT
2015-07-16,0,111,14015,0,DARWIN AIRPORT
2015-07-17,0,135,14015,0,DARWIN AIRPORT
2015-07-18,1,159,14015,0,DARWIN AIRPORT
2015-07-10,5,-33,17126,0,MARREE AERO
2015-07-11,5,-9,17126,0,MARREE AERO
2015-07-12,0,15,17126,0,MARREE AERO
2015-07-13,2,39,17126,0,MARREE AERO
2015-07-14,0,63,17126,0,MARREE AERO
2015-07-15,14,87,17126,0,MARREE AERO
2015-07-16,28,111,17126,0,MARREE AERO
2015-07-17,28,135,17126,0,MARREE AERO
2015-07-18,0,159,17126,0,MARREE AERO
2015-07-10,15,-33,32040,0,TOWNSVILLE AERO
2015-07-11,15,-9,32040,0,TOWNSVILLE AERO
2015-07-12,8,15,32040,0,TOWNSVILLE AERO
2015-07-13,0,39,32040,0,TOWNSVILLE AERO
2015-07-14,0,63,32040,0,TOWNSVILLE AERO
2015-07-15,2,87,32040,0,TOWNSVILLE AERO
2015-07-16,3,111,32040,0,TOWNSVILLE AERO
2015-07-17,12,135,32040,0,TOWNSVILLE AERO
2015-07-18,2,159,32040,0,TOWNSVILLE AERO
2015-07-11,0,-33,14015,0,DARWIN AIRPORT
2015-07-12,0,-9,14015,0,DARWIN AIRPORT
2015-07-13,0,15,14015,0,DARWIN AIRPORT
2015-07-14,0,39,14015,0,DARWIN AIRPORT
2015-07-15,0,63,14015,0,DARWIN AIRPORT
2015-07-16,1,87,14015,0,DARWIN AIRPORT
2015-07-17,0,111,14015,0,DARWIN AIRPORT
2015-07-18,0,135,14015,0,DARWIN AIRPORT
2015-07-19,0,159,14015,0,DARWIN AIRPORT
2015-07-11,5,-33,17126,0,MARREE AERO
2015-07-12,0,-9,17126,0,MARREE AERO
2015-07-13,6,15,17126,0,MARREE AERO
2015-07-14,1,39,17126,0,MARREE AERO
2015-07-15,21,63,17126,0,MARREE AERO
2015-07-16,19,87,17126,0,MARREE AERO
2015-07-17,0,111,17126,0,MARREE AERO
2015-07-18,0,135,17126,0,MARREE AERO
2015-07-19,1,159,17126,0,MARREE AERO
2015-07-11,15,-33,32040,0,TOWNSVILLE AERO
2015-07-12,8,-9,32040,0,TOWNSVILLE AERO
2015-07-13,0,15,32040,0,TOWNSVILLE AERO
2015-07-14,1,39,32040,0,TOWNSVILLE AERO
2015-07-15,3,63,32040,0,TOWNSVILLE AERO
2015-07-16,11,87,32040,0,TOWNSVILLE AERO
2015-07-17,10,111,32040,0,TOWNSVILLE AERO
2015-07-18,5,135,32040,0,TOWNSVILLE AERO
2015-07-19,4,159,32040,0,TOWNSVILLE AERO
2015-07-12,0,-33,14015,0,DARWIN AIRPORT
2015-07-13,0,-9,14015,0,DARWIN AIRPORT
2015-07-14,0,15,14015,0,DARWIN AIRPORT
2015-07-15,0,39,14015,0,DARWIN AIRPORT
2015-07-16,0,63,14015,0,DARWIN AIRPORT
2015-07-17,1,87,14015,0,DARWIN AIRPORT
2015-07-18,1,111,14015,0,DARWIN AIRPORT
2015-07-19,0,135,14015,0,DARWIN AIRPORT
2015-07-20,0,159,14015,0,DARWIN AIRPORT
2015-07-12,0,-33,17126,0,MARREE AERO
2015-07-13,0,-9,17126,0,MARREE AERO
2015-07-14,3,15,17126,0,MARREE AERO
2015-07-15,8,39,17126,0,MARREE AERO
2015-07-16,0,63,17126,0,MARREE AERO
2015-07-17,0,87,17126,0,MARREE AERO
2015-07-18,0,111,17126,0,MARREE AERO
2015-07-19,0,135,17126,0,MARREE AERO
2015-07-20,0,159,17126,0,MARREE AERO
2015-07-12,8,-33,32040,0,TOWNSVILLE AERO
2015-07-13,1,-9,32040,0,TOWNSVILLE AERO
2015-07-14,0,15,32040,0,TOWNSVILLE AERO
2015-07-15,0,39,32040,0,TOWNSVILLE AERO
2015-07-16,0,63,32040,0,TOWNSVILLE AERO
2015-07-17,0,87,32040,0,TOWNSVILLE AERO
2015-07-18,0,111,32040,0,TOWNSVILLE AERO
2015-07-19,1,135,32040,0,TOWNSVILLE AERO
2015-07-20,9,159,32040,0,TOWNSVILLE AERO
2015-07-13,0,-33,14015,0,DARWIN AIRPORT
2015-07-14,0,-9,14015,0,DARWIN AIRPORT
2015-07-15,0,15,14015,0,DARWIN AIRPORT
2015-07-16,0,39,14015,0,DARWIN AIRPORT
2015-07-17,1,63,14015,0,DARWIN AIRPORT
2015-07-18,1,87,14015,0,DARWIN AIRPORT
2015-07-19,1,111,14015,0,DARWIN AIRPORT
2015-07-20,0,135,14015,0,DARWIN AIRPORT
2015-07-21,2,159,14015,0,DARWIN AIRPORT
2015-07-13,0,-33,17126,0,MARREE AERO
2015-07-14,0,-9,17126,0,MARREE AERO
2015-07-15,1,15,17126,0,MARREE AERO
2015-07-16,0,39,17126,0,MARREE AERO
2015-07-17,0,63,17126,0,MARREE AERO
2015-07-18,1,87,17126,0,MARREE AERO
2015-07-19,1,111,17126,0,MARREE AERO
2015-07-20,2,135,17126,0,MARREE AERO
2015-07-21,10,159,17126,0,MARREE AERO
2015-07-13,1,-33,32040,0,TOWNSVILLE AERO
2015-07-14,0,-9,32040,0,TOWNSVILLE AERO
2015-07-15,1,15,32040,0,TOWNSVILLE AERO
2015-07-16,1,39,32040,0,TOWNSVILLE AERO
2015-07-17,1,63,32040,0,TOWNSVILLE AERO
2015-07-18,2,87,32040,0,TOWNSVILLE AERO
2015-07-19,1,111,32040,0,TOWNSVILLE AERO
2015-07-20,9,135,32040,0,TOWNSVILLE AERO
2015-07-21,19,159,32040,0,TOWNSVILLE AERO
2015-07-14,0,-33,14015,0,DARWIN AIRPORT
2015-07-15,0,-9,14015,0,DARWIN AIRPORT
2015-07-16,0,15,14015,0,DARWIN AIRPORT
2015-07-17,1,39,14015,0,DARWIN AIRPORT
2015-07-18,1,63,14015,0,DARWIN AIRPORT
2015-07-19,0,87,14015,0,DARWIN AIRPORT
2015-07-20,1,111,14015,0,DARWIN AIRPORT
2015-07-21,0,135,14015,0,DARWIN AIRPORT
2015-07-22,0,159,14015,0,DARWIN AIRPORT
2015-07-14,0,-33,17126,0,MARREE AERO
2015-07-15,0,-9,17126,0,MARREE AERO
2015-07-16,0,15,17126,0,MARREE AERO
2015-07-17,0,39,17126,0,MARREE AERO
2015-07-18,0,63,17126,0,MARREE AERO
2015-07-19,1,87,17126,0,MARREE AERO
2015-07-20,0,111,17126,0,MARREE AERO
2015-07-21,0,135,17126,0,MARREE AERO
2015-07-22,5,159,17126,0,MARREE AERO
2015-07-14,0,-33,32040,0,TOWNSVILLE AERO
2015-07-15,0,-9,32040,0,TOWNSVILLE AERO
2015-07-16,0,15,32040,0,TOWNSVILLE AERO
2015-07-17,0,39,32040,0,TOWNSVILLE AERO
2015-07-18,2,63,32040,0,TOWNSVILLE AERO
2015-07-19,8,87,32040,0,TOWNSVILLE AERO
2015-07-20,8,111,32040,0,TOWNSVILLE AERO
2015-07-21,24,135,32040,0,TOWNSVILLE AERO
2015-07-22,22,159,32040,0,TOWNSVILLE AERO
2015-07-15,0,-33,14015,0,DARWIN AIRPORT
2015-07-16,0,-9,14015,0,DARWIN AIRPORT
2015-07-17,0,15,14015,0,DARWIN AIRPORT
2015-07-18,1,39,14015,0,DARWIN AIRPORT
2015-07-19,0,63,14015,0,DARWIN AIRPORT
2015-07-20,1,87,14015,0,DARWIN AIRPORT
2015-07-21,0,111,14015,0,DARWIN AIRPORT
2015-07-22,0,135,14015,0,DARWIN AIRPORT
2015-07-23,1,159,14015,0,DARWIN AIRPORT
2015-07-15,0,-33,17126,0,MARREE AERO
2015-07-16,0,-9,17126,0,MARREE AERO
2015-07-17,0,15,17126,0,MARREE AERO
2015-07-18,0,39,17126,0,MARREE AERO
2015-07-19,0,63,17126,0,MARREE AERO
2015-07-20,0,87,17126,0,MARREE AERO
2015-07-21,4,111,17126,0,MARREE AERO
2015-07-22,1,135,17126,0,MARREE AERO
2015-07-23,10,159,17126,0,MARREE AERO
2015-07-15,0,-33,32040,0,TOWNSVILLE AERO
2015-07-16,0,-9,32040,0,TOWNSVILLE AERO
2015-07-17,0,15,32040,0,TOWNSVILLE AERO
2015-07-18,2,39,32040,0,TOWNSVILLE AERO
2015-07-19,8,63,32040,0,TOWNSVILLE AERO
2015-07-20,8,87,32040,0,TOWNSVILLE AERO
2015-07-21,24,111,32040,0,TOWNSVILLE AERO
2015-07-22,24,135,32040,0,TOWNSVILLE AERO
2015-07-23,1,159,32040,0,TOWNSVILLE AERO
2015-07-24,0,183,32040,0,TOWNSVILLE AERO
2015-07-16,0,-33,14015,0,DARWIN AIRPORT
2015-07-17,0,-9,14015,0,DARWIN AIRPORT
2015-07-18,0,15,14015,0,DARWIN AIRPORT
2015-07-19,0,39,14015,0,DARWIN AIRPORT
2015-07-20,0,63,14015,0,DARWIN AIRPORT
2015-07-21,0,87,14015,0,DARWIN AIRPORT
2015-07-22,0,111,14015,0,DARWIN AIRPORT
2015-07-23,1,135,14015,0,DARWIN AIRPORT
2015-07-24,0,159,14015,0,DARWIN AIRPORT
2015-07-16,0,-33,17126,0,MARREE AERO
2015-07-17,0,-9,17126,0,MARREE AERO
2015-07-18,0,15,17126,0,MARREE AERO
2015-07-19,0,39,17126,0,MARREE AERO
2015-07-20,1,63,17126,0,MARREE AERO
2015-07-21,1,87,17126,0,MARREE AERO
2015-07-22,2,111,17126,0,MARREE AERO
2015-07-23,16,135,17126,0,MARREE AERO
2015-07-24,19,159,17126,0,MARREE AERO
2015-07-16,0,-33,32040,0,TOWNSVILLE AERO
2015-07-17,0,-9,32040,0,TOWNSVILLE AERO
2015-07-18,0,15,32040,0,TOWNSVILLE AERO
2015-07-19,3,39,32040,0,TOWNSVILLE AERO
2015-07-20,38,63,32040,0,TOWNSVILLE AERO
2015-07-21,44,87,32040,0,TOWNSVILLE AERO
2015-07-22,41,111,32040,0,TOWNSVILLE AERO
2015-07-23,42,135,32040,0,TOWNSVILLE AERO
2015-07-24,32,159,32040,0,TOWNSVILLE AERO
2015-07-17,0,-33,14015,0,DARWIN AIRPORT
2015-07-18,0,-9,14015,0,DARWIN AIRPORT
2015-07-19,0,15,14015,0,DARWIN AIRPORT
2015-07-20,0,39,14015,0,DARWIN AIRPORT
2015-07-21,0,63,14015,0,DARWIN AIRPORT
2015-07-22,0,87,14015,0,DARWIN AIRPORT
2015-07-23,0,111,14015,0,DARWIN AIRPORT
2015-07-24,3,135,14015,0,DARWIN AIRPORT
2015-07-25,2,159,14015,0,DARWIN AIRPORT
2015-07-17,0,-33,17126,0,MARREE AERO
2015-07-18,0,-9,17126,0,MARREE AERO
2015-07-19,0,15,17126,0,MARREE AERO
2015-07-20,0,39,17126,0,MARREE AERO
2015-07-21,6,63,17126,0,MARREE AERO
2015-07-22,11,87,17126,0,MARREE AERO
2015-07-23,1,111,17126,0,MARREE AERO
2015-07-24,11,135,17126,0,MARREE AERO
2015-07-25,1,159,17126,0,MARREE AERO
2015-07-17,0,-33,32040,0,TOWNSVILLE AERO
2015-07-18,0,-9,32040,0,TOWNSVILLE AERO
2015-07-19,3,15,32040,0,TOWNSVILLE AERO
2015-07-20,38,39,32040,0,TOWNSVILLE AERO
2015-07-21,37,63,32040,0,TOWNSVILLE AERO
2015-07-22,33,87,32040,0,TOWNSVILLE AERO
2015-07-23,27,111,32040,0,TOWNSVILLE AERO
2015-07-24,12,135,32040,0,TOWNSVILLE AERO
2015-07-25,11,159,32040,0,TOWNSVILLE AERO
2015-07-18,0,-33,14015,0,DARWIN AIRPORT
2015-07-19,0,-9,14015,0,DARWIN AIRPORT
2015-07-20,0,15,14015,0,DARWIN AIRPORT
2015-07-21,0,39,14015,0,DARWIN AIRPORT
2015-07-22,1,63,14015,0,DARWIN AIRPORT
2015-07-23,1,87,14015,0,DARWIN AIRPORT
2015-07-24,0,111,14015,0,DARWIN AIRPORT
2015-07-25,1,135,14015,0,DARWIN AIRPORT
2015-07-26,1,159,14015,0,DARWIN AIRPORT
