bd_Start_time,prob,bd_FC_Before_Start,station_number,daily_sum,station_name
2015-04-30,0,-33,14015,0,DARWIN AIRPORT
2015-05-01,0,-9,14015,0,DARWIN AIRPORT
2015-05-02,0,15,14015,0,DARWIN AIRPORT
2015-05-03,1,39,14015,0,DARWIN AIRPORT
2015-05-04,3,63,14015,0,DARWIN AIRPORT
2015-05-05,4,87,14015,0,DARWIN AIRPORT
2015-05-06,2,111,14015,0,DARWIN AIRPORT
2015-05-07,2,135,14015,0,DARWIN AIRPORT
2015-05-08,1,159,14015,0,DARWIN AIRPORT
2015-04-30,0,-33,17126,0,MARREE AERO
2015-05-01,0,-9,17126,0,MARREE AERO
2015-05-02,0,15,17126,0,MARREE AERO
2015-05-03,0,39,17126,0,MARREE AERO
2015-05-04,1,63,17126,0,MARREE AERO
2015-05-05,0,87,17126,0,MARREE AERO
2015-05-06,1,111,17126,0,MARREE AERO
2015-05-07,1,135,17126,0,MARREE AERO
2015-05-08,1,159,17126,0,MARREE AERO
2015-04-30,45,-33,32040,0,TOWNSVILLE AERO
2015-05-01,14,-9,32040,0,TOWNSVILLE AERO
2015-05-02,12,15,32040,0,TOWNSVILLE AERO
2015-05-03,5,39,32040,0,TOWNSVILLE AERO
2015-05-04,3,63,32040,0,TOWNSVILLE AERO
2015-05-05,1,87,32040,0,TOWNSVILLE AERO
2015-05-06,5,111,32040,0,TOWNSVILLE AERO
2015-05-07,11,135,32040,0,TOWNSVILLE AERO
2015-05-08,1,159,32040,0,TOWNSVILLE AERO
2015-05-01,0,-33,14015,0,DARWIN AIRPORT
2015-05-02,1,-9,14015,0,DARWIN AIRPORT
2015-05-03,1,15,14015,0,DARWIN AIRPORT
2015-05-04,0,39,14015,0,DARWIN AIRPORT
2015-05-05,1,63,14015,0,DARWIN AIRPORT
2015-05-06,0,87,14015,0,DARWIN AIRPORT
2015-05-07,1,111,14015,0,DARWIN AIRPORT
2015-05-08,1,135,14015,0,DARWIN AIRPORT
2015-05-09,2,159,14015,0,DARWIN AIRPORT
2015-05-01,0,-33,17126,0,MARREE AERO
2015-05-02,0,-9,17126,0,MARREE AERO
2015-05-03,0,15,17126,0,MARREE AERO
2015-05-04,0,39,17126,0,MARREE AERO
2015-05-05,0,63,17126,0,MARREE AERO
2015-05-06,0,87,17126,0,MARREE AERO
2015-05-07,0,111,17126,0,MARREE AERO
2015-05-08,0,135,17126,0,MARREE AERO
2015-05-09,0,159,17126,0,MARREE AERO
2015-05-01,14,-33,32040,0,TOWNSVILLE AERO
2015-05-02,3,-9,32040,0,TOWNSVILLE AERO
2015-05-03,10,15,32040,0,TOWNSVILLE AERO
2015-05-04,0,39,32040,0,TOWNSVILLE AERO
2015-05-05,0,63,32040,0,TOWNSVILLE AERO
2015-05-06,1,87,32040,0,TOWNSVILLE AERO
2015-05-07,4,111,32040,0,TOWNSVILLE AERO
2015-05-08,4,135,32040,0,TOWNSVILLE AERO
2015-05-09,6,159,32040,0,TOWNSVILLE AERO
2015-05-02,1,-33,14015,0,DARWIN AIRPORT
2015-05-03,1,-9,14015,0,DARWIN AIRPORT
2015-05-04,0,15,14015,0,DARWIN AIRPORT
2015-05-05,1,39,14015,0,DARWIN AIRPORT
2015-05-06,0,63,14015,0,DARWIN AIRPORT
2015-05-07,1,87,14015,0,DARWIN AIRPORT
2015-05-08,0,111,14015,0,DARWIN AIRPORT
2015-05-09,1,135,14015,0,DARWIN AIRPORT
2015-05-10,1,159,14015,0,DARWIN AIRPORT
2015-05-02,0,-33,17126,0,MARREE AERO
2015-05-03,0,-9,17126,0,MARREE AERO
2015-05-04,0,15,17126,0,MARREE AERO
2015-05-05,0,39,17126,0,MARREE AERO
2015-05-06,0,63,17126,0,MARREE AERO
2015-05-07,0,87,17126,0,MARREE AERO
2015-05-08,1,111,17126,0,MARREE AERO
2015-05-09,2,135,17126,0,MARREE AERO
2015-05-10,1,159,17126,0,MARREE AERO
2015-05-02,3,-33,32040,0,TOWNSVILLE AERO
2015-05-03,10,-9,32040,0,TOWNSVILLE AERO
2015-05-04,9,15,32040,0,TOWNSVILLE AERO
2015-05-05,0,39,32040,0,TOWNSVILLE AERO
2015-05-06,0,63,32040,0,TOWNSVILLE AERO
2015-05-07,5,87,32040,0,TOWNSVILLE AERO
2015-05-08,13,111,32040,0,TOWNSVILLE AERO
2015-05-09,16,135,32040,0,TOWNSVILLE AERO
2015-05-10,15,159,32040,0,TOWNSVILLE AERO
2015-05-03,1,-33,14015,0,DARWIN AIRPORT
2015-05-04,0,-9,14015,0,DARWIN AIRPORT
2015-05-05,1,15,14015,0,DARWIN AIRPORT
2015-05-06,0,39,14015,0,DARWIN AIRPORT
2015-05-07,1,63,14015,0,DARWIN AIRPORT
2015-05-08,1,87,14015,0,DARWIN AIRPORT
2015-05-09,0,111,14015,0,DARWIN AIRPORT
2015-05-10,2,135,14015,0,DARWIN AIRPORT
2015-05-11,2,159,14015,0,DARWIN AIRPORT
2015-05-03,0,-33,17126,0,MARREE AERO
2015-05-04,0,-9,17126,0,MARREE AERO
2015-05-05,0,15,17126,0,MARREE AERO
2015-05-06,0,39,17126,0,MARREE AERO
2015-05-07,1,63,17126,0,MARREE AERO
2015-05-08,1,87,17126,0,MARREE AERO
2015-05-09,2,111,17126,0,MARREE AERO
2015-05-10,0,135,17126,0,MARREE AERO
2015-05-11,1,159,17126,0,MARREE AERO
2015-05-03,10,-33,32040,0,TOWNSVILLE AERO
2015-05-04,9,-9,32040,0,TOWNSVILLE AERO
2015-05-05,0,15,32040,0,TOWNSVILLE AERO
2015-05-06,0,39,32040,0,TOWNSVILLE AERO
2015-05-07,7,63,32040,0,TOWNSVILLE AERO
2015-05-08,6,87,32040,0,TOWNSVILLE AERO
2015-05-09,16,111,32040,0,TOWNSVILLE AERO
2015-05-10,15,135,32040,0,TOWNSVILLE AERO
2015-05-11,2,159,32040,0,TOWNSVILLE AERO
2015-05-04,0,-33,14015,0,DARWIN AIRPORT
2015-05-05,1,-9,14015,0,DARWIN AIRPORT
2015-05-06,0,15,14015,0,DARWIN AIRPORT
2015-05-07,1,39,14015,0,DARWIN AIRPORT
2015-05-08,1,63,14015,0,DARWIN AIRPORT
2015-05-09,0,87,14015,0,DARWIN AIRPORT
2015-05-10,1,111,14015,0,DARWIN AIRPORT
2015-05-11,0,135,14015,0,DARWIN AIRPORT
2015-05-12,0,159,14015,0,DARWIN AIRPORT
2015-05-04,0,-33,17126,0,MARREE AERO
2015-05-05,0,-9,17126,0,MARREE AERO
2015-05-06,0,15,17126,0,MARREE AERO
2015-05-07,0,39,17126,0,MARREE AERO
2015-05-08,1,63,17126,0,MARREE AERO
2015-05-09,1,87,17126,0,MARREE AERO
2015-05-10,0,111,17126,0,MARREE AERO
2015-05-11,0,135,17126,0,MARREE AERO
2015-05-12,2,159,17126,0,MARREE AERO
2015-05-04,9,-33,32040,0,TOWNSVILLE AERO
2015-05-05,0,-9,32040,0,TOWNSVILLE AERO
2015-05-06,9,15,32040,0,TOWNSVILLE AERO
2015-05-07,5,39,32040,0,TOWNSVILLE AERO
2015-05-08,0,63,32040,0,TOWNSVILLE AERO
2015-05-09,6,87,32040,0,TOWNSVILLE AERO
2015-05-10,15,111,32040,0,TOWNSVILLE AERO
2015-05-11,2,135,32040,0,TOWNSVILLE AERO
2015-05-12,2,159,32040,0,TOWNSVILLE AERO
2015-05-05,1,-33,14015,0,DARWIN AIRPORT
2015-05-06,0,-9,14015,0,DARWIN AIRPORT
2015-05-07,0,15,14015,0,DARWIN AIRPORT
2015-05-08,0,39,14015,0,DARWIN AIRPORT
2015-05-09,2,63,14015,0,DARWIN AIRPORT
2015-05-10,0,87,14015,0,DARWIN AIRPORT
2015-05-11,0,111,14015,0,DARWIN AIRPORT
2015-05-12,0,135,14015,0,DARWIN AIRPORT
2015-05-13,0,159,14015,0,DARWIN AIRPORT
2015-05-05,0,-33,17126,0,MARREE AERO
2015-05-06,0,-9,17126,0,MARREE AERO
2015-05-07,0,15,17126,0,MARREE AERO
2015-05-08,0,39,17126,0,MARREE AERO
2015-05-09,0,63,17126,0,MARREE AERO
2015-05-10,0,87,17126,0,MARREE AERO
2015-05-11,0,111,17126,0,MARREE AERO
2015-05-12,0,135,17126,0,MARREE AERO
2015-05-13,0,159,17126,0,MARREE AERO
2015-05-05,0,-33,32040,0,TOWNSVILLE AERO
2015-05-06,9,-9,32040,0,TOWNSVILLE AERO
2015-05-07,10,15,32040,0,TOWNSVILLE AERO
2015-05-08,3,39,32040,0,TOWNSVILLE AERO
2015-05-09,7,63,32040,0,TOWNSVILLE AERO
2015-05-10,9,87,32040,0,TOWNSVILLE AERO
2015-05-11,3,111,32040,0,TOWNSVILLE AERO
2015-05-12,2,135,32040,0,TOWNSVILLE AERO
2015-05-13,1,159,32040,0,TOWNSVILLE AERO
2015-05-06,0,-33,14015,0,DARWIN AIRPORT
2015-05-07,0,-9,14015,0,DARWIN AIRPORT
2015-05-08,0,15,14015,0,DARWIN AIRPORT
2015-05-09,1,39,14015,0,DARWIN AIRPORT
2015-05-10,0,63,14015,0,DARWIN AIRPORT
2015-05-11,0,87,14015,0,DARWIN AIRPORT
2015-05-12,0,111,14015,0,DARWIN AIRPORT
2015-05-13,0,135,14015,0,DARWIN AIRPORT
2015-05-14,0,159,14015,0,DARWIN AIRPORT
2015-05-06,0,-33,17126,0,MARREE AERO
2015-05-07,0,-9,17126,0,MARREE AERO
2015-05-08,0,15,17126,0,MARREE AERO
2015-05-09,0,39,17126,0,MARREE AERO
2015-05-10,0,63,17126,0,MARREE AERO
2015-05-11,0,87,17126,0,MARREE AERO
2015-05-12,1,111,17126,0,MARREE AERO
2015-05-13,1,135,17126,0,MARREE AERO
2015-05-14,1,159,17126,0,MARREE AERO
2015-05-06,9,-33,32040,0,TOWNSVILLE AERO
2015-05-07,9,-9,32040,0,TOWNSVILLE AERO
2015-05-08,2,15,32040,0,TOWNSVILLE AERO
2015-05-09,9,39,32040,0,TOWNSVILLE AERO
2015-05-10,8,63,32040,0,TOWNSVILLE AERO
2015-05-11,3,87,32040,0,TOWNSVILLE AERO
2015-05-12,1,111,32040,0,TOWNSVILLE AERO
2015-05-13,1,135,32040,0,TOWNSVILLE AERO
2015-05-14,5,159,32040,0,TOWNSVILLE AERO
2015-05-07,0,-33,14015,0,DARWIN AIRPORT
2015-05-08,0,-9,14015,0,DARWIN AIRPORT
2015-05-09,0,15,14015,0,DARWIN AIRPORT
2015-05-10,0,39,14015,0,DARWIN AIRPORT
2015-05-11,0,63,14015,0,DARWIN AIRPORT
2015-05-12,0,87,14015,0,DARWIN AIRPORT
2015-05-13,0,111,14015,0,DARWIN AIRPORT
2015-05-14,0,135,14015,0,DARWIN AIRPORT
2015-05-15,3,159,14015,0,DARWIN AIRPORT
2015-05-07,0,-33,17126,0,MARREE AERO
2015-05-08,0,-9,17126,0,MARREE AERO
2015-05-09,0,15,17126,0,MARREE AERO
2015-05-10,0,39,17126,0,MARREE AERO
2015-05-11,0,63,17126,0,MARREE AERO
2015-05-12,0,87,17126,0,MARREE AERO
2015-05-13,1,111,17126,0,MARREE AERO
2015-05-14,0,135,17126,0,MARREE AERO
2015-05-15,1,159,17126,0,MARREE AERO
2015-05-07,9,-33,32040,0,TOWNSVILLE AERO
2015-05-08,0,-9,32040,0,TOWNSVILLE AERO
2015-05-09,2,15,32040,0,TOWNSVILLE AERO
2015-05-10,5,39,32040,0,TOWNSVILLE AERO
2015-05-11,3,63,32040,0,TOWNSVILLE AERO
2015-05-12,1,87,32040,0,TOWNSVILLE AERO
2015-05-13,1,111,32040,0,TOWNSVILLE AERO
2015-05-14,2,135,32040,0,TOWNSVILLE AERO
2015-05-15,20,159,32040,0,TOWNSVILLE AERO
2015-05-08,0,-33,14015,0,DARWIN AIRPORT
2015-05-09,0,-9,14015,0,DARWIN AIRPORT
2015-05-10,1,15,14015,0,DARWIN AIRPORT
2015-05-11,1,39,14015,0,DARWIN AIRPORT
2015-05-12,0,63,14015,0,DARWIN AIRPORT
2015-05-13,1,87,14015,0,DARWIN AIRPORT
2015-05-14,0,111,14015,0,DARWIN AIRPORT
2015-05-15,0,135,14015,0,DARWIN AIRPORT
2015-05-16,0,159,14015,0,DARWIN AIRPORT
2015-05-08,0,-33,17126,0,MARREE AERO
2015-05-09,0,-9,17126,0,MARREE AERO
2015-05-10,0,15,17126,0,MARREE AERO
2015-05-11,1,39,17126,0,MARREE AERO
2015-05-12,3,63,17126,0,MARREE AERO
2015-05-13,1,87,17126,0,MARREE AERO
2015-05-14,1,111,17126,0,MARREE AERO
2015-05-15,1,135,17126,0,MARREE AERO
2015-05-16,1,159,17126,0,MARREE AERO
2015-05-08,0,-33,32040,0,TOWNSVILLE AERO
2015-05-09,6,-9,32040,0,TOWNSVILLE AERO
2015-05-10,8,15,32040,0,TOWNSVILLE AERO
2015-05-11,3,39,32040,0,TOWNSVILLE AERO
2015-05-12,1,63,32040,0,TOWNSVILLE AERO
2015-05-13,1,87,32040,0,TOWNSVILLE AERO
2015-05-14,1,111,32040,0,TOWNSVILLE AERO
2015-05-15,5,135,32040,0,TOWNSVILLE AERO
2015-05-16,12,159,32040,0,TOWNSVILLE AERO
2015-05-09,0,-33,17126,0,MARREE AERO
2015-05-10,0,-9,17126,0,MARREE AERO
2015-05-11,1,15,17126,0,MARREE AERO
2015-05-12,1,39,17126,0,MARREE AERO
2015-05-13,0,63,17126,0,MARREE AERO
2015-05-14,0,87,17126,0,MARREE AERO
2015-05-15,1,111,17126,0,MARREE AERO
2015-05-16,0,135,17126,0,MARREE AERO
2015-05-17,1,159,17126,0,MARREE AERO
2015-05-09,6,-33,32040,0,TOWNSVILLE AERO
2015-05-10,1,-9,32040,0,TOWNSVILLE AERO
2015-05-11,0,15,32040,0,TOWNSVILLE AERO
2015-05-12,0,39,32040,0,TOWNSVILLE AERO
2015-05-13,0,63,32040,0,TOWNSVILLE AERO
2015-05-14,0,87,32040,0,TOWNSVILLE AERO
2015-05-15,8,111,32040,0,TOWNSVILLE AERO
2015-05-16,16,135,32040,0,TOWNSVILLE AERO
2015-05-17,11,159,32040,0,TOWNSVILLE AERO
2015-05-10,0,-33,14015,0,DARWIN AIRPORT
2015-05-11,1,-9,14015,0,DARWIN AIRPORT
2015-05-12,2,15,14015,0,DARWIN AIRPORT
2015-05-13,1,39,14015,0,DARWIN AIRPORT
2015-05-14,0,63,14015,0,DARWIN AIRPORT
2015-05-15,0,87,14015,0,DARWIN AIRPORT
2015-05-16,0,111,14015,0,DARWIN AIRPORT
2015-05-17,0,135,14015,0,DARWIN AIRPORT
2015-05-18,0,159,14015,0,DARWIN AIRPORT
2015-05-10,0,-33,17126,0,MARREE AERO
2015-05-11,0,-9,17126,0,MARREE AERO
2015-05-12,1,15,17126,0,MARREE AERO
2015-05-13,1,39,17126,0,MARREE AERO
2015-05-14,0,63,17126,0,MARREE AERO
2015-05-15,1,87,17126,0,MARREE AERO
2015-05-16,2,111,17126,0,MARREE AERO
2015-05-17,0,135,17126,0,MARREE AERO
2015-05-18,0,159,17126,0,MARREE AERO
2015-05-10,1,-33,32040,0,TOWNSVILLE AERO
2015-05-11,0,-9,32040,0,TOWNSVILLE AERO
2015-05-12,0,15,32040,0,TOWNSVILLE AERO
2015-05-13,1,39,32040,0,TOWNSVILLE AERO
2015-05-14,1,63,32040,0,TOWNSVILLE AERO
2015-05-15,14,87,32040,0,TOWNSVILLE AERO
2015-05-16,33,111,32040,0,TOWNSVILLE AERO
2015-05-17,27,135,32040,0,TOWNSVILLE AERO
2015-05-18,31,159,32040,0,TOWNSVILLE AERO
2015-05-11,1,-33,14015,0,DARWIN AIRPORT
2015-05-12,2,-9,14015,0,DARWIN AIRPORT
2015-05-13,1,15,14015,0,DARWIN AIRPORT
2015-05-14,0,39,14015,0,DARWIN AIRPORT
2015-05-15,0,63,14015,0,DARWIN AIRPORT
2015-05-16,0,87,14015,0,DARWIN AIRPORT
2015-05-17,3,111,14015,0,DARWIN AIRPORT
2015-05-18,5,135,14015,0,DARWIN AIRPORT
2015-05-19,5,159,14015,0,DARWIN AIRPORT
2015-05-11,0,-33,17126,0,MARREE AERO
2015-05-12,1,-9,17126,0,MARREE AERO
2015-05-13,0,15,17126,0,MARREE AERO
2015-05-14,0,39,17126,0,MARREE AERO
2015-05-15,1,63,17126,0,MARREE AERO
2015-05-16,2,87,17126,0,MARREE AERO
2015-05-17,0,111,17126,0,MARREE AERO
2015-05-18,6,135,17126,0,MARREE AERO
2015-05-19,0,159,17126,0,MARREE AERO
2015-05-11,0,-33,32040,0,TOWNSVILLE AERO
2015-05-12,0,-9,32040,0,TOWNSVILLE AERO
2015-05-13,0,15,32040,0,TOWNSVILLE AERO
2015-05-14,0,39,32040,0,TOWNSVILLE AERO
2015-05-15,14,63,32040,0,TOWNSVILLE AERO
2015-05-16,41,87,32040,0,TOWNSVILLE AERO
2015-05-17,31,111,32040,0,TOWNSVILLE AERO
2015-05-18,27,135,32040,0,TOWNSVILLE AERO
2015-05-19,24,159,32040,0,TOWNSVILLE AERO
2015-05-12,2,-33,14015,0,DARWIN AIRPORT
2015-05-13,1,-9,14015,0,DARWIN AIRPORT
2015-05-14,0,15,14015,0,DARWIN AIRPORT
2015-05-15,0,39,14015,0,DARWIN AIRPORT
2015-05-16,0,63,14015,0,DARWIN AIRPORT
2015-05-17,1,87,14015,0,DARWIN AIRPORT
2015-05-18,2,111,14015,0,DARWIN AIRPORT
2015-05-19,1,135,14015,0,DARWIN AIRPORT
2015-05-20,1,159,14015,0,DARWIN AIRPORT
2015-05-12,0,-33,32040,0,TOWNSVILLE AERO
2015-05-13,0,-9,32040,0,TOWNSVILLE AERO
2015-05-14,0,15,32040,0,TOWNSVILLE AERO
2015-05-15,14,39,32040,0,TOWNSVILLE AERO
2015-05-16,41,63,32040,0,TOWNSVILLE AERO
2015-05-17,31,87,32040,0,TOWNSVILLE AERO
2015-05-18,27,111,32040,0,TOWNSVILLE AERO
2015-05-19,24,135,32040,0,TOWNSVILLE AERO
2015-05-20,14,159,32040,0,TOWNSVILLE AERO
2015-05-13,1,-33,14015,0,DARWIN AIRPORT
2015-05-14,0,-9,14015,0,DARWIN AIRPORT
2015-05-15,0,15,14015,0,DARWIN AIRPORT
2015-05-16,0,39,14015,0,DARWIN AIRPORT
2015-05-17,1,63,14015,0,DARWIN AIRPORT
2015-05-18,0,87,14015,0,DARWIN AIRPORT
2015-05-19,0,111,14015,0,DARWIN AIRPORT
2015-05-20,1,135,14015,0,DARWIN AIRPORT
2015-05-21,0,159,14015,0,DARWIN AIRPORT
2015-05-13,0,-33,17126,0,MARREE AERO
2015-05-14,0,-9,17126,0,MARREE AERO
2015-05-15,0,15,17126,0,MARREE AERO
2015-05-16,0,39,17126,0,MARREE AERO
2015-05-17,0,63,17126,0,MARREE AERO
2015-05-18,0,87,17126,0,MARREE AERO
2015-05-19,1,111,17126,0,MARREE AERO
2015-05-20,20,135,17126,1,MARREE AERO
2015-05-21,0,159,17126,0,MARREE AERO
2015-05-13,0,-33,32040,0,TOWNSVILLE AERO
2015-05-14,0,-9,32040,0,TOWNSVILLE AERO
2015-05-15,10,15,32040,0,TOWNSVILLE AERO
2015-05-16,45,39,32040,0,TOWNSVILLE AERO
2015-05-17,37,63,32040,0,TOWNSVILLE AERO
2015-05-18,30,87,32040,0,TOWNSVILLE AERO
2015-05-19,24,111,32040,0,TOWNSVILLE AERO
2015-05-20,26,135,32040,0,TOWNSVILLE AERO
2015-05-21,18,159,32040,0,TOWNSVILLE AERO
2015-05-22,0,183,32040,0,TOWNSVILLE AERO
2015-05-14,0,-33,14015,0,DARWIN AIRPORT
2015-05-15,0,-9,14015,0,DARWIN AIRPORT
2015-05-16,0,15,14015,0,DARWIN AIRPORT
2015-05-17,1,39,14015,0,DARWIN AIRPORT
2015-05-18,1,63,14015,0,DARWIN AIRPORT
2015-05-19,0,87,14015,0,DARWIN AIRPORT
2015-05-20,2,111,14015,0,DARWIN AIRPORT
2015-05-21,1,135,14015,0,DARWIN AIRPORT
2015-05-22,1,159,14015,0,DARWIN AIRPORT
2015-05-14,0,-33,17126,0,MARREE AERO
2015-05-15,0,-9,17126,0,MARREE AERO
2015-05-16,0,15,17126,0,MARREE AERO
2015-05-17,0,39,17126,0,MARREE AERO
2015-05-18,1,63,17126,0,MARREE AERO
2015-05-19,22,87,17126,0,MARREE AERO
2015-05-20,0,111,17126,1,MARREE AERO
2015-05-21,2,135,17126,0,MARREE AERO
2015-05-22,1,159,17126,0,MARREE AERO
2015-05-14,0,-33,32040,0,TOWNSVILLE AERO
2015-05-15,2,-9,32040,0,TOWNSVILLE AERO
2015-05-16,33,15,32040,0,TOWNSVILLE AERO
2015-05-17,33,39,32040,0,TOWNSVILLE AERO
2015-05-18,26,63,32040,0,TOWNSVILLE AERO
2015-05-19,23,87,32040,0,TOWNSVILLE AERO
2015-05-20,24,111,32040,0,TOWNSVILLE AERO
2015-05-21,36,135,32040,0,TOWNSVILLE AERO
2015-05-22,6,159,32040,0,TOWNSVILLE AERO
2015-05-15,0,-33,14015,0,DARWIN AIRPORT
2015-05-16,0,-9,14015,0,DARWIN AIRPORT
2015-05-17,0,15,14015,0,DARWIN AIRPORT
2015-05-18,4,39,14015,0,DARWIN AIRPORT
2015-05-19,0,63,14015,0,DARWIN AIRPORT
2015-05-20,1,87,14015,0,DARWIN AIRPORT
2015-05-21,2,111,14015,0,DARWIN AIRPORT
2015-05-22,2,135,14015,0,DARWIN AIRPORT
2015-05-23,1,159,14015,0,DARWIN AIRPORT
2015-05-15,0,-33,17126,0,MARREE AERO
2015-05-16,0,-9,17126,0,MARREE AERO
2015-05-17,0,15,17126,0,MARREE AERO
2015-05-18,5,39,17126,0,MARREE AERO
2015-05-19,11,63,17126,0,MARREE AERO
2015-05-20,0,87,17126,1,MARREE AERO
2015-05-21,0,111,17126,0,MARREE AERO
2015-05-22,1,135,17126,0,MARREE AERO
2015-05-23,1,159,17126,0,MARREE AERO
2015-05-15,2,-33,32040,0,TOWNSVILLE AERO
2015-05-16,42,-9,32040,0,TOWNSVILLE AERO
2015-05-17,37,15,32040,0,TOWNSVILLE AERO
2015-05-18,26,39,32040,0,TOWNSVILLE AERO
2015-05-19,23,63,32040,0,TOWNSVILLE AERO
2015-05-20,24,87,32040,0,TOWNSVILLE AERO
2015-05-21,23,111,32040,0,TOWNSVILLE AERO
2015-05-22,12,135,32040,0,TOWNSVILLE AERO
2015-05-23,10,159,32040,0,TOWNSVILLE AERO
2015-05-16,0,-33,14015,0,DARWIN AIRPORT
2015-05-17,1,-9,14015,0,DARWIN AIRPORT
2015-05-18,0,15,14015,0,DARWIN AIRPORT
2015-05-19,0,39,14015,0,DARWIN AIRPORT
2015-05-20,1,63,14015,0,DARWIN AIRPORT
2015-05-21,4,87,14015,0,DARWIN AIRPORT
2015-05-22,3,111,14015,0,DARWIN AIRPORT
2015-05-23,1,135,14015,0,DARWIN AIRPORT
2015-05-24,2,159,14015,0,DARWIN AIRPORT
2015-05-16,0,-33,17126,0,MARREE AERO
2015-05-17,0,-9,17126,0,MARREE AERO
2015-05-18,0,15,17126,0,MARREE AERO
2015-05-19,4,39,17126,0,MARREE AERO
2015-05-20,3,63,17126,1,MARREE AERO
2015-05-21,0,87,17126,0,MARREE AERO
2015-05-22,0,111,17126,0,MARREE AERO
2015-05-23,0,135,17126,0,MARREE AERO
2015-05-24,0,159,17126,0,MARREE AERO
2015-05-16,42,-33,32040,0,TOWNSVILLE AERO
2015-05-17,29,-9,32040,0,TOWNSVILLE AERO
2015-05-18,15,15,32040,0,TOWNSVILLE AERO
2015-05-19,35,39,32040,0,TOWNSVILLE AERO
2015-05-20,24,63,32040,0,TOWNSVILLE AERO
2015-05-21,21,87,32040,0,TOWNSVILLE AERO
2015-05-22,12,111,32040,0,TOWNSVILLE AERO
2015-05-23,11,135,32040,0,TOWNSVILLE AERO
2015-05-24,23,159,32040,0,TOWNSVILLE AERO
2015-05-17,1,-33,14015,0,DARWIN AIRPORT
2015-05-18,0,-9,14015,0,DARWIN AIRPORT
2015-05-19,3,15,14015,0,DARWIN AIRPORT
2015-05-20,1,39,14015,0,DARWIN AIRPORT
2015-05-21,3,63,14015,0,DARWIN AIRPORT
2015-05-22,0,87,14015,0,DARWIN AIRPORT
2015-05-23,1,111,14015,0,DARWIN AIRPORT
2015-05-24,2,135,14015,0,DARWIN AIRPORT
2015-05-25,1,159,14015,0,DARWIN AIRPORT
2015-05-17,0,-33,17126,0,MARREE AERO
2015-05-18,5,-9,17126,0,MARREE AERO
2015-05-19,1,15,17126,0,MARREE AERO
2015-05-20,0,39,17126,1,MARREE AERO
2015-05-21,0,63,17126,0,MARREE AERO
2015-05-22,0,87,17126,0,MARREE AERO
2015-05-23,0,111,17126,0,MARREE AERO
2015-05-24,3,135,17126,0,MARREE AERO
2015-05-25,23,159,17126,0,MARREE AERO
2015-05-17,29,-33,32040,0,TOWNSVILLE AERO
2015-05-18,0,-9,32040,0,TOWNSVILLE AERO
2015-05-19,15,15,32040,0,TOWNSVILLE AERO
2015-05-20,17,39,32040,0,TOWNSVILLE AERO
2015-05-21,13,63,32040,0,TOWNSVILLE AERO
2015-05-22,11,87,32040,0,TOWNSVILLE AERO
2015-05-23,10,111,32040,0,TOWNSVILLE AERO
2015-05-24,55,135,32040,0,TOWNSVILLE AERO
2015-05-25,55,159,32040,0,TOWNSVILLE AERO
2015-05-18,0,-33,14015,0,DARWIN AIRPORT
2015-05-19,3,-9,14015,0,DARWIN AIRPORT
2015-05-20,1,15,14015,0,DARWIN AIRPORT
2015-05-21,4,39,14015,0,DARWIN AIRPORT
2015-05-22,1,63,14015,0,DARWIN AIRPORT
2015-05-23,1,87,14015,0,DARWIN AIRPORT
2015-05-24,2,111,14015,0,DARWIN AIRPORT
2015-05-25,2,135,14015,0,DARWIN AIRPORT
2015-05-26,0,159,14015,0,DARWIN AIRPORT
2015-05-18,5,-33,17126,0,MARREE AERO
2015-05-19,17,-9,17126,0,MARREE AERO
2015-05-20,1,15,17126,1,MARREE AERO
2015-05-21,0,39,17126,0,MARREE AERO
2015-05-22,0,63,17126,0,MARREE AERO
2015-05-23,0,87,17126,0,MARREE AERO
2015-05-24,3,111,17126,0,MARREE AERO
2015-05-25,0,135,17126,0,MARREE AERO
2015-05-26,1,159,17126,0,MARREE AERO
2015-05-18,0,-33,32040,0,TOWNSVILLE AERO
2015-05-19,11,-9,32040,0,TOWNSVILLE AERO
2015-05-20,21,15,32040,0,TOWNSVILLE AERO
2015-05-21,13,39,32040,0,TOWNSVILLE AERO
2015-05-22,11,63,32040,0,TOWNSVILLE AERO
2015-05-23,4,87,32040,0,TOWNSVILLE AERO
2015-05-24,32,111,32040,0,TOWNSVILLE AERO
2015-05-25,30,135,32040,0,TOWNSVILLE AERO
2015-05-26,21,159,32040,0,TOWNSVILLE AERO
2015-05-19,3,-33,14015,0,DARWIN AIRPORT
2015-05-20,1,-9,14015,0,DARWIN AIRPORT
2015-05-21,4,15,14015,0,DARWIN AIRPORT
2015-05-22,3,39,14015,0,DARWIN AIRPORT
2015-05-23,3,63,14015,0,DARWIN AIRPORT
2015-05-24,3,87,14015,0,DARWIN AIRPORT
2015-05-25,5,111,14015,0,DARWIN AIRPORT
2015-05-26,5,135,14015,0,DARWIN AIRPORT
2015-05-27,5,159,14015,0,DARWIN AIRPORT
2015-05-19,17,-33,17126,0,MARREE AERO
2015-05-20,1,-9,17126,1,MARREE AERO
2015-05-21,1,15,17126,0,MARREE AERO
2015-05-22,0,39,17126,0,MARREE AERO
2015-05-23,0,63,17126,0,MARREE AERO
2015-05-24,1,87,17126,0,MARREE AERO
2015-05-25,0,111,17126,0,MARREE AERO
